Text,CUIS
accord trial,C0680240;C0008976
sprint,
intensive n $nmbr$,
clinical atherosclerotic disease,C0205210;C0012634
antihypertensive agents n per patient,C0003364
n r,C0205090;C0684010;C2603358
urinary acr mg mmol,C0567349;C2348885
sprint acr,C1412134;C1515941
sprint acr $nmbr$ $nmbr$,C1412134;C1515941
accord acr,C1412134;C1515941
accord acr $nmbr$ $nmbr$,C1412134;C1515941
absolute risk difference $nmbr$ cl,C1549031;C0596019
sustain $nmbr$,C0443318;C2732140
pooled analysis of sustain $nmbr$ $nmbr$ trials,C0002778;C0936012;C1524024;C0443318;C2732140;C0008976
semaglutide,C3885068
semaglutide $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
exenatide er,C3810541;C3811131
placebo add on to basal insulin,C1883712;C0650607
elderly,C0001792;C1999167
bw kg,C0022718;C0439209;C4054209
mdrd egfr ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
blood pressure mmhg systolic,C0005823;C0039155;C1271104;C1272641
dyspnea mmrc grade n,C0013404;C0441800;C0919553;C3244287;C1963100
number of patients with exacerbations in the previous $nmbr$ months n,C2360800;C4086268;C0205156;C1552607
ccq total score,C2964552
tofacitinib $nmbr$ mg bid n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
induction study treatment,C4049995
in remission at maintenance study baseline,C0544452;C0687702
ibdq total score,C2964552
baseline crp category mg l,C0168634;C0439268;C1442488
prior anti tnf treatment,C1514463;C1448177
prior anti tnf failure,C0332152;C2826257
prior immunosuppressant failure,C0231174;C0680095
prior corticosteroid treatment,C1514463;C0001617;C3536709
steroid use at baseline mg day,C0281991;C0439422
subsets,C1515021
dose mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
semaglutide exposure nmol l,C0274281;C0439282;C0332157
mean change from baseline points,C0392747;C0443172;C1705241;C4319952
mean $nmbr$ ci change from $nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg points,C0392747;C0443172;C1705241;C4319952;C1552961;C2347617;C3714763
mean change from baseline,C0392747;C0443172;C1705241;C4319952
mean $nmbr$ ci change from $nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg,C0392747;C0443172;C1705241;C4319952;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ participants,C0679646
with highest bwa,C1522410;C0006041
with lowest bwb,C1708760
with highest hba $nmbr$ cc,C0008318;C3538933
with lowest hba $nmbr$ cd,C0007928;C0034283;C4552032
sustain $nmbr$ semaglutide vs placebo,C0443318;C2732140;C3885068;C0032042;C1696465;C1706408
sustain $nmbr$ semaglutide vs sitagliptin $nmbr$ mg,C0443318;C2732140;C3885068;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
sustain $nmbr$ semaglutide vs exenatide er $nmbr$ $nmbr$ mg,C0443318;C2732140;C3885068;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
sustain $nmbr$ semaglutide vs iglar,C0443318;C2732140;C3885068
sustain $nmbr$ semaglutide add on to insulin vs placebo,C0443318;C2732140;C1883712;C0021641;C1533581;C1579433;C3714501;C0032042;C1696465;C1706408
$nmbr$ wk,C0332174;C0439230
baseline characteristics mean sd a,C4684572;C2699239
subject disposition n,C0681850;C0743223;C1705555;C1550501;C1706203;C2349001;C2697811
exposed,C0332157
trial completers,C0008976
premature treatment discontinuation,C0457454;C1444662;C4552847
subjects with imputed value for end of treatment body weight,C0681850;C1550501;C1706203;C2349001;C2697811;C2983672;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
adverse events any grade,C0877248;C1705413;C0441800;C0919553;C3244287
gastrointestinal disorders,C0017178
adverse events leading to premature treatment discontinuation,C0877248;C1705413;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
nausea and or vomiting adverse events,C0027497;C1963179;C2984057;C3829611;C4084796;C4085222;C4085661;C4085862;C4255480;C4552888;C4552889;C4553767;C0877248;C1705413
participants with a history of cabg,C0679646;C0010055
participants without a history of cabg,C0679646;C0010055
time since cabg,C0040223;C3541383
cv disease,C0007222
history of strokea,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
peripheral artery diseaseb,C0489868
single vessel coronary artery diseasea,C0265903;C0005847
cardiac failurec,C0018787;C1522601
hba $nmbr$ c mmol mold,C0019016;C0369241;C1825777;C3538758
hba $nmbr$ c d,C0019016;C1825777;C3538758
angiotensin converting enzyme inhibitor angiotensin receptor blocker,C0034787;C1622222
renin inhibitor,C1960108;C3537174;C4521920
total cholesterol mmol le,C0023190;C0439090;C1423767;C2697858
ldl cholesterol mmol lf,C1416933;C2986618;C4554443
hdl cholesterol mmol le,C0023190;C0439090;C1423767;C2697858
triacylglycerol mmol le,C0023190;C0439090;C1423767;C2697858
egfr mdrd ml min $nmbr$ $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
empagliflozin n with event n,C3490348;C0441471;C4019010
placebo analysed,C0032042;C1696465;C1706408
all participants history of cabg,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
three point mace,C0349381;C0949745;C1445339
fatal or non fatal myocardial infarction,C1302234;C1705232;C0027051;C0428953;C2926063;C3810814;C4552959
fatal or non fatal stroke,C1302234;C1705232;C0038454;C4554100
hospitalisation for heart failure,C3898876
heart failure hospitalisation or cv death,C3898876;C0011065;C1306577;C4082313;C4552775
incident or worsening nephropathy,C1551358;C0332271;C1457868;C1546960;C0022658
placebo $nmbr$ $nmbr$ ml n $nmbr$,C0032042;C0439526;C1705224;C3887665;C1696465;C1706408
dupiiumab $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
prebronchodilator fevi liters,C0429706;C0475211;C0849974;C1561566;C4528367
percent of predicted normal value,C1882327
fevi reversibility,C3830088
no of exacerbations in past year,C4086268;C0439234;C0439508
use of high dose inhaled glucocorticoid no,C1524063;C0444956
ongoing atopic or allergic condition no,C0549178;C0392707;C0851444
nasal polyposis or chronic rhinosinusitis no,C0027430;C0149516
no of pack yr,C1968515;C0439234;C2825051;C2828395
biomarker levels,C0005516;C0441889
blood eosinophil count cells mm,C4330985;C4554674
feno ppb,C1415800
total ige lu ml,C0439175;C2697941;C0439810
relative risk vs placebo $nmbr$ cl,C0242492;C0032042;C0596019;C1696465;C1706408
dupilumab $nmbr$,C3660996
$nmbr$ cells mm^,C4330985;C4554674
$nmbr$ ppb,C1415800
eosinoohil count,C0750480;C1705566
gene,C0017337
snp,C0752046;C1527094
short term n $nmbr$,C0443303
long term n $nmbr$,C0443252
p $nmbr$ cl,C0369773;C0596019;C2603361
octi,
rs $nmbr$,C0035970;C3714753;C3813325
atm locus,C3711796;C1708726
atm locm,C3711796
ocn,C1412791;C2347392
octi mate $nmbr$,C0682323;C1260875
short term^,C0443303
long term,C0443252
rs $nmbr$ rs $nmbr$,C0035970;C3714753;C3813325
rs $nmbr$ aa rs $nmbr$,C0035970;C0282379;C1235746;C1882141;C4554792;C3714753;C3813325
rs $nmbr$ ac rs $nmbr$,C0001246;C0003354;C1412573;C2000891;C3539770
rs $nmbr$ cc rs $nmbr$,C0035970;C0008318;C3538933;C3714753;C3813325
active canakinumab n $nmbr$ $nmbr$,C0205177;C2718773;C3853793;C3888249
serum creatinine mol l,C0201976;C0347982;C0600061
serum albumin g l,C0439294;C0456615
serum calcium mmol l,C0036785;C1532563;C0728876
serum phosphate mmol l,C0036820;C1532563
protein in urine $nmbr$,C0033687
glucose in urine $nmbr$,C0004076
urine albumin creatinine ratio mg mmol,C0567349;C2348885
canakinumab dose,C0178602;C0869039;C1114758
ptrend across doses,C0178602
all doses,C0178602
incidence rate n,C1708485
uacr $nmbr$ mg mmol,C0567349;C2348885
figure $nmbr$ clinical remission from week $nmbr$ through week $nmbr$ of treatment among a all randomised patients entering the long term extension and b by induction study subgroups sc subcutaneous tnf tumour necrosis factor q $nmbr$ w every $nmbr$ weeks q $nmbr$ w every $nmbr$ weeks,C0205210;C0544452;C0687702;C0332174;C0439230;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0030705;C1522196;C0443252;C0231448;C1880641;C0033453;C0046774;C1824728
tnf antagonist naive,C1448177;C0231491
tnf antagonist exposed,C1448177;C0231491;C0332157
vedolizumab n $nmbr$,C2742797
age y median min max,C0001779;C0549183;C0876920;C2347635;C2348144;C2939193
weight kg median min max,C0005910;C1532757;C0043100;C1305866;C1705104
duration of disease y median min max,C0872146;C0549183;C0876920;C2347635;C2348144;C2939193
complete mayo clinic score median min max,C0205197;C0002424;C0442592;C0725685;C3853530;C4283785
history of elms n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
elms n,C0330531;C2980688
concomitant medications yes n,C0521115;C0013227;C0802604;C2598133;C4284232
imm only,C0205470
no cs and imm,C0010182;C0271160;C3540510;C4085345;C0205470
type of tnf antagonist failure n o,C0332307;C1547052
weight kg median m n max,C0549183;C0876920;C2347635;C2348144;C2939193;C0369718;C0441922
disease duration y median m n max,C0549183;C0876920;C2347635;C2348144;C2939193;C0369718;C0441922
cdai score median min max,C0449820;C0549183;C0876920;C2347635;C2348144;C2939193;C4050231
prior surgery for cd n,C0455610;C0007928;C0034283;C4552032
history of fistullzing disease n,C0683519;C0730226;C0850708;C0944983
draining fistulae n,C0013103;C0180499;C4265177;C0016169
type of tnf antagonist failure n,C0332307;C1547052
inadequate response ^,C0871261;C1704632;C1706817;C2911692
loss of response s,C1517945;C0871261;C1704632;C1706817;C2911692
figure $nmbr$ rbs and sfs in patients with uc percentage change from baseline in rbs in the overall itt a tnf antagonist naive b and tnf antagonist exposed c populations and in sfs in the overall itt d tnf antagonist naive e and tnf antagonist exposed f populations after vdz or pbo administration adata points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se bdifference adjusted o f c $nmbr$ h $nmbr$ a ngcei[vd $nmbr$ z i npdibcoat]e s asdtajutisstteicdalmseiagnni change from bl for vdz adjusted mean change from bl for pbo upper limit cance at a nominal signi cance level of $nmbr$ $nmbr$ statistical signi cance and non signi cance patients with baseline rbs $nmbr$ or sfs $nmbr$ were excluded from this analysis of note the number of patients varies per study population at weeks $nmbr$ $nmbr$ and $nmbr$ and is reported below the x axis bl baseline ci con dence interval itt intent to treat ns nonsigni cance pbo placebo rbs rectal bleeding subscore sfs stool frequency subscore vdz vedolizumab,C0392475;C0030705;C0392747;C0443172;C1705241;C4319952;C0282416;C1561607;C3887647;C0231491;C2348484;C1448177;C0016327;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0033727;C0369286;C0441932;C0564385;C4528284;C0036916;C0021966;C0221138;C0031962;C0557837;C0038215;C1829939;C0168634;C1442488;C0332196;C1554077;C2828389;C2360800;C1548673;C2348561;C0439230;C0684224;C0700287;C4319718;C0018932;C2742797;C0267596
figure $nmbr$ proportion of patients with uc who achieved the composite score rbs $nmbr$ and sfs $nmbr$ indicate statistical significance at a nominal significance level of $nmbr$ $nmbr$ statistical significance and nonsignificance cl confidence interval ns nonsignificance pbo placebo rbs rectal bleeding subscore sfs stool frequency subscore vdz vedolizumab,C1709707;C0030705;C3272598;C4055211;C0392475;C0814896;C0237881;C1709380;C0009667;C2742797
figure $nmbr$ abdominal pain subscores in patients with cd percentage change from baseline in aps in overall itt a tnf antagonist naive s and tnf antagonist exposed c populations and percentage change from baseline in lsfs in overall itt d tnf antagonist naive and tnf antagonist exposed f populations after vdz or pbo administration data points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se difference adjusted change [vdz pbo] adjusted mean change from bl for vdz adjusted mean change from bl for pbo upper limit of $nmbr$ cl,C0000737;C4554323;C0392747;C0443172;C1705241;C4319952;C0001468;C1706670;C1448177;C0231491;C2348484;C0243902;C1456377;C3538776;C0016327;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0031962;C1282910;C0439801;C1549649;C2349209
figure $nmbr$ combined score of abdominal pain and loose stool frequency in patients with cd percentage change from baseline in aps and lsfs in the overall itt a tnf antagonist naive s and tnf antagonist exposed c populations after vdz or pbo administration data points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se difference adjusted change [vdz pbo] adjusted mean change from bl for vdz adjusted mean change from bl for pbo upper limit of $nmbr$ cl,C0582148;C0376249;C0439603;C0871396;C1561548;C1705502;C3898838;C4321352;C0392747;C0443172;C1705241;C4319952;C0001468;C1706670;C0243902;C1456377;C3538776;C1448177;C0231491;C2348484;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0031962;C1282910;C0439801;C1549649;C2349209
figure $nmbr$ proportion of patients with cd gemini $nmbr$ and $nmbr$ who achieved the average daily composite score of aps $nmbr$ indicate statistical significance at a nominal significance level of $nmbr$ $nmbr$ statistical significance and nonsignificance aps abdominal pain subscore cl confidence interval lsfs loose stool frequency subscore ns nonsignificance pbo placebo vdz vedolizumab,C1709707;C0030705;C0007928;C0034283;C4552032;C3272598;C4055211;C0001468;C1706670;C0814896;C0237881;C1709380;C0518090;C2742797;C4082250
tnf na ve,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882
pain vas mean change from baselinea,C0392747;C0443172;C1705241;C4319952
sf $nmbr$ bodily pain mean change from baselineb,C0392747;C0443172;C1705241;C4319952
eq $nmbr$ d $nmbr$ l no pain or discomfortc,C0205163;C0439185;C0439394;C1706495;C3642217;C0030193;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
tnf ir,C0022065;C0022071;C1448132
pain vas mean change from baselined,C0392747;C0443172;C1705241;C4319952
sf $nmbr$ bodily pain mean change from baselinee,C0392747;C0443172;C1705241;C4319952
eq $nmbr$ d $nmbr$ l no pain or discomfortf,C0205163;C0439185;C0439394;C1706495;C3642217;C0030193;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
low nfs nfs,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
indeterminate nfs $nmbr$ $nmbr$ nfs,C0205258;C1555018
high nfs nfs $nmbr$ $nmbr$ n $nmbr$,C0205250;C1513839;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
p value low vs high nfs^,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223;C0205250;C1555018;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
p j $nmbr$ trend,C1521798;C4554533
body mass index kg m^^,C0022718;C0439209;C4054209
ezetimibe simvastatin group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
past cardiovascular history no,C1880008
any lipid lowering agent use,C0042153;C0457083;C1947944
at index event no,C0441471;C4019010
diagnostic catheterization,C0596429
prerandomization pci,C4049621
laboratory parameters median iqr,C0022877;C0449381;C3244292;C4283904
alanine aminotransferase u l,C0001899;C0439339;C0057041;C1415274;C3887708
aspartate aminotransferase u l,C0004002;C0439339
gamma glutamyltransferase u l,C0017040;C0439339
c reactive protein u l,C0006560;C0439339;C1413716;C4048285
platelets xlooo mm^,C4330985;C4554674
total cholesterol mg dl ^,C0201950;C0439269;C0543421
hemoglobin ale,C0678386;C2632076
outcome n,C1274040
high nafld fibrosis score nfs $nmbr$ $nmbr$,C1954436;C1555018;C1954437
low nafld fibrosis score nfs $nmbr$ $nmbr$,C1954436;C1555018;C1954437
placebo simva,C0032042;C1696465;C1706408
death from cv causes major coronary event or nonfatal stroke,C0376297;C0038454;C4554100
secondary endpoints,C4528314
$nmbr$ death from any cause major coronary event or nonfatal stroke,C0007465;C0376297;C0038454;C4554100
ii death from coronary heart disease nonfatal mi coronary revascularization $nmbr$ days,C0376297
iii death from cv causes nonfatal mi hospitalization for ua all revascularization $nmbr$ days nonfatal stroke,C0007465;C0019993;C0041580;C0042014;C0038454;C4554100
tertiary endpoints,C0205372;C2349179
death from coronary heart disease,C0376297
urgent coronaiy revascularization $nmbr$ days,C0439609;C0439228;C3272275
clinical endpoint,C2347784
km rates p s,C0234833;C0722388
km rates e s,C3887676;C0871208;C1521828
hr $nmbr$ c,
primary endpoint^,C2986535
nfs,C1555018
nfs $nmbr$ $nmbr$ high,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
secondary p,C0027627;C0175668;C0205436
secondary ip,C1308226;C4049997
secondary iii,C0439070;C1705160
p inte faction,C0369773;C2603361
upa $nmbr$ mg qd,C0024671;C0332173;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
characteristic_name,C0027365;C1547383;C4522128
characteristic_level,C0441889;C0456079;C1547707;C2946261
n america,C0369718;C0002454;C0441922
placebo n l $nmbr$,C0032042;C1696465;C1706408
upadacitinib $nmbr$ mg n l $nmbr$,C0439268
time since rheumatoid arthritis diagnosis years,C0556970;C0003873
u $nmbr$ $nmbr$ $nmbr$,C0439148
tj $nmbr$,C0039247
age years geographical distribution of patients,C0001782
previous bdmard received,C0205156;C1552607;C1514756
stratum $nmbr$ inadequate response or intolerance to $nmbr$ $nmbr$ bdmards of same moa,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652
stratum $nmbr$ inadequate response or intolerance to $nmbr$ bdmards of same moa or $nmbr$ of multiple moa,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652;C0439064;C4551881
inadequate response or intolerance to $nmbr$ anti tnfdrug,C0871261;C1704632;C1706817;C2911692;C0231199;C1744706;C2355652
lack of efficacy with $nmbr$ bdmard,C0235828
lack of efficacy with $nmbr$ anti interleukin $nmbr$,C0235828;C0021764;C1527200
t] $nmbr$,C2603360
csdmard use at baseline^,C0042153;C0457083;C1947944
methotrexate alone^,C0025677;C0205171;C0439044;C0679994
methotrexate plus other csdmardfl,C0025677
methotrexate dose mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
csdmard otherthan methotrexate,C0025677
chloroquine,C0008269
oral glucocorticoid use,C1527415;C0017710
oral glucocorticoid dose mg prednisone equivalent,C0205163;C0439185
rheumatoid factor and acpa positive,C0035448;C0201660;C0439178;C1446409;C1514241;C2825490;C3812269
rheumatoid factor or acpa positive or both,C0035448;C0201660;C0439178;C1446409;C1514241;C2825490;C3812269
patient s ga $nmbr$ $nmbr$ mm vas,C0030705;C0042815;C3536884;C3827561
physician s ga $nmbr$ $nmbr$ mmvas,C0031831;C0804815;C0016993
clinical disease activity index,C3869583
morning stiffness severity $nmbr$ $nmbr$ scale,C0175659;C0349674;C1947916
morning stiffness duration min,C0702093;C1524029;C3813700
uniti $nmbr$ and uniti $nmbr$ im uniti,
ustekinumab n $nmbr$,C1608841
cd duration y,C0007928;C0034283;C4552032
involved gl areas,C1879646;C0018229;C1423073;C1427674
ileum only n,C0020885;C0369718;C0441922
colon only n,C0009368;C3888384;C0369718;C0441922
ileum and colon n,C0020885;C0009368;C3888384
proximal gl tract n,C0205107;C0018229;C1423073;C1427674;C4489236
perianal n,C0442158
cd complications,C0009566;C1171258
intra abdominal abscess past,C0243001
sinus tracts perforation ^ n,C0854572
fistula n,C0016169
bowel stricturing n,C0021853;C4083257;C1261287;C0369718;C0441922
patients with evaluable endoscopy,C2986511;C0014245
data n,C1511726;C3245479;C3714741
patients with eligible ses cd score,C0030705;C0007928;C0034283;C4552032
or ulcerations n,C0041582
ses cd mean sd,C0007928;C2699239;C0034283;C4552032
endoscopic disease severity,C0014245;C0521117;C0442418
total ses cd score at,C2964552;C0007928;C0034283;C4552032
baseline of induction n,C0168634;C1442488
mild $nmbr$ $nmbr$,C2945599
patients who had ulcerations at,C0030705;C3272598;C0041582
baseline of induction,C0168634;C1442488
lieum only n,C0369718;C0441922
ileum ses cd score mean sd,C0007928;C2699239;C0034283;C4552032
colon ses cd score mean sd,C0007928;C2699239;C0034283;C4552032
figure $nmbr$ endoscopy as sessments at week $nmbr$ pooled ustekinumab vs placebo a by induction study b randomized pa tients with eligible ses cd score or ulcerations at in duction baseline note $nmbr$ pooled ustekinumab group comprises patients receiving ustekinumab $nmbr$ mg and tiered ustekinu mab doses approximating $nmbr$ mg kg combined for analyses patients who prior to the designated analysis timepoint had a cd related surgery due to lack of ef cacy or had an initiation of speci ed prohibited medication had their baseline value carried forward or were considered to not have mucosal healing patients with missing segments at the designated analysis timepoint had their base line score or ulceration status at baseline for the missing segment s carried forward $nmbr$ clinically meaningful endoscopic improvement ses cd reduction $nmbr$ from induction baseline endoscopic response ses cd reduc tion $nmbr$ from induction baseline endoscopic remission ses cd total score $nmbr$ mucosal healing complete absence of ul cers in patients with ulcers at baseline cd crohn s disease ses simpli ed endoscopic disease severity score,C0014245;C0332174;C1608841;C0439230;C0032042;C1696465;C1706408;C0034656;C0030428;C3541314;C3815594;C0449820;C4050231;C0041582;C0441833;C0687744;C1257890;C1519504;C1705428;C1705429;C2700400;C0030705;C1514756;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761;C0003250;C0178602;C0369637;C0332232;C0439272;C0205195;C0002778;C2348792;C0936012;C1524024;C0038894;C0038895;C0543467;C1274039;C0138547;C4288398;C0168634;C0439780;C1442488;C0750591;C1518422;C0026724;C0449438;C1963256;C3887532;C1551393;C0441635;C1705492;C3272743;C0301630;C0392756;C1293152;C4551656;C0007928;C0034283;C4552032;C0442418;C0332197;C1689985;C0010346;C0521117
sex women men,C0009253;C0025266;C0036864;C0079399;C0804628;C1314687;C1522384
race or ethnic origin,C0034510;C1706779;C3853635;C0015031
native american or alaskan native,C0282204;C1515945;C0238611;C0302891
hba $nmbr$ c mmol mol [se],C0019016;C3829066;C1825777;C3538758;C0036919
sitting systolic blood pressure mm hg,C1319893;C0439475
sitting diastolic blood pressure mm hg,C1319894;C0439475
total daily insulin dose u day,C2348070;C0456683
duration of chronic kidney disease years,C0872146
egfr by creatinine ml min per $nmbr$ $nmbr$ m $nmbr$,C1739039;C3811844;C3812682
egfr by creatinine ml min per $nmbr$ $nmbr$ m $nmbr$ geometric mean [se],C1739039;C3811844;C3812682;C2986759;C0036919
baseline egfr $nmbr$ to,C1739039;C3811844;C3812682
egfr by cystatin c ml min per $nmbr$ $nmbr$ m $nmbr$ mean [se],C1739039;C3811844;C3812682;C0444504;C2347634;C2348143;C0036919
egfr by cystatin c ml min per $nmbr$ $nmbr$ m $nmbr$ geometric mean [se],C1739039;C3811844;C3812682;C2986759;C0036919
uacr mg g median [iqr],C0549183;C0876920;C2347635;C2348144;C2939193
normal albuminuria uacr,C0205307;C0001925;C0231683;C0439166;C2347086;C4553972
microalbuminuria uacr $nmbr$ $nmbr$,C0730345
macroalbuminuria uacr $nmbr$,
angiotensin converting enzyme inhibitor or angiotensin receptor blocker use mitt population,C0003015;C2757044;C3536837;C4541021;C0032659;C1257890
indacaterol glycopyrronium $nmbr$ $nmbr$ g o d,C1722260;C0439267
salmeterol fluticasone $nmbr$ $nmbr$ g b i d,C0439417
copd severitya n,C0024117;C1412502;C3714496
sgrq c total scoreb,C3826872;C0439175;C0439810
data presented as mean sd unless otherwise specified acopd severity is based on the gold $nmbr$ criteria [ $nmbr$ ] gold $nmbr$ [ $nmbr$ ] bon a scale of $nmbr$ $nmbr$ with higher scores indicating worse health status the mcid is a change of $nmbr$ units on a scale of $nmbr$ $nmbr$ with higher scores indicating more severe dyspnea on a scale of $nmbr$ $nmbr$ with higher scores indicating worse health status,C1511726;C3245479;C3714741;C0449450;C0444504;C2347634;C2348143;C0439793;C0522510;C1527178;C1705938;C0018026;C1304897;C1552041;C2986536;C0175659;C0349674;C1947916;C0205250;C0449820;C0332271;C0018759;C1279889;C1457868;C0392747;C0443172;C1705241;C4319952;C2080700
b i d twice daily cat copd assessment test copd chronic obstructive pulmonary disease fev $nmbr$ forced expiratory volume in $nmbr$ s fvc forced vital capacity gold global initiative for chronic obstructive lung disease ics inhaled corticosteroid mcid minimum clinically important difference mmrc modified medical research council o d once daily sd standard deviation sgrq c st george s respiratory questionnaire for copd,C0016529;C1306036;C0205246;C0424093;C2348867;C0024117;C0079816;C0871420;C1553316;C0034394;C1412502;C3714496
baseline eosinophil $nmbr$ cells pl,C3897966;C4049765
baseline eosinophil,C0168634;C0014467;C1442488
very severe copd,C0024117;C1412502;C3714496
severe copd,C0024117;C1412502;C3714496
moderate copd,C0024117;C1412502;C3714496
egfr $nmbr$ ml min per $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
drug therapy,C0013216;C0013217
renin angiotensin system inhibitor,C1960108;C3537174;C4521920
microvascular disease history,C0443258;C0683519
atherosclerotic vascular disease history,C0683519
ratio of ldl to hdl cholesterol,C0456603;C1547037;C0023822;C0392885
urinary albumin to creatinine ratio,C0486293;C1318293
mg g,C1300563
mg mmol,C0567349;C2348885
normoalbuminuria,
composite of doubling of serum creatinine end stage kidney disease or death from renal causes,C0205199;C1547335;C0007465;C0022646
composite of $nmbr$ reduction in egfr end stage kidney disease or death from renal causes,C0205199;C1547335;C0022661;C2316810;C0007465;C0022646
pvaluefor interaction $nmbr$ $nmbr$,C1704675
$nmbr$ $nmbr$ o $nmbr$ s o $nmbr$,C0483204
central or south america,C0205099;C1879652;C0037713
rest ofthe world,C0035253;C2700280;C1622890
$nmbr$ $nmbr$ o $nmbr$ i $nmbr$,C0021966;C0221138
$nmbr$ $nmbr$ o $nmbr$ i o $nmbr$,C0021966;C0221138
systolic blood pressure $nmbr$ mm hg or diastolic,C0488055;C0439475;C0871470;C1306620;C0012000
blood pressure $nmbr$ mm hg,C0005823;C0439475;C1271104;C1272641
$nmbr$ o $nmbr$ o $nmbr$,C0483204
hbai,
ecfr ml min per $nmbr$ $nmbr$ m,C0439445
baseline albuminuria,C0168634;C0001925;C1442488
renin angiotensin system inhibitor use,C0042153;C0457083;C1947944
loop diuretic use,C0042153;C0457083;C1947944
sotagliflozin $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
race or ethnic group n,C0034510;C1706779;C3853635;C0441848
hispanic latino ethnicity,C0015031;C0243103
alc mmol mol,C1424945;C3829066;C3811058
mg dl sd,C0439269;C2699239
body mass index $nmbr$ kg m n,C0022718;C0439209;C4054209;C0369718;C0441922
systolic blood pressure $nmbr$ mm hg n,C0488055;C0871470;C1306620
total daily insulin dose lu kg,C0022718;C0439209;C4054209
mdi,C0993596;C1839839;C4049613
csii,
figure $nmbr$ lsm percent a and absolute b change from baseline in insulin dose at $nmbr$ and $nmbr$ weeks baseline values are iu day,C0439165;C1549031;C0168634;C1442488;C0366513;C0042295;C0439465
drug therapy no,C0013216;C0013217
glp $nmbr$ receptor agonist,C0018301;C4543206;C1422069;C1425391;C1539338;C2350813
microvascular disease history no,C0443258;C0683519
atherosclerotic vascular disease history no,C0683519
cv disease history no,C0683519
systolic bp mm hg mean sd,C0488053;C2699239
diastolic bp mm hg mean sd,C0488053;C2699239
glycohemoglobin mean sd,C0202054;C2699239;C0696092
hdl c mmol l mean sd,C1532563;C2699239
ldl c mmol l mean sd,C1532563;C2699239
ldl c hdl c ratio mean sd,C0428621;C2699239
uacr mg g median iqr,C1300563;C0549183;C0876920;C2347635;C2348144;C2939193
normoalbuminuria no,
micro or macroalbuminuria no,C0085672;C1553035;C3811161;C4049106
patients with an event per $nmbr$ patient years,C0030705;C0441471;C4019010;C0439234
number of participants with an event,C0237753;C0449788;C0441471;C4019010
canagiiflozin,
interaction p vaiue,C1704675
fatal nonfatal ml,C0439526;C1705224;C3887665
fatal nonfatal stroke,C0038454;C4554100
renal composite,C0205199;C1547335
geometric mean uacr,C2986759
dabigatran $nmbr$ mg b i d,C0439422
