CUI,matchedText,preferred,hasMSH,semTypes
C0443252,Long Term,Long-term,false,tmco
C0231448,Extension,Extension,false,ftcn
C1880641,Extension,Telephone Extension Number,false,cnce
C0033453,b factor,Complement Factor B,true,aapp;imft
C0046774,B-factor,3'-(1-butylphosphoryl)adenosine,true,nnon
C1824728,FACTOR B,CFB gene,false,gngm
C1448177,TNF,"TNF protein, human",true,aapp;bacs
C0231491,Antagonist,Antagonist muscle action,false,ortf
C1448177,TNF,"TNF protein, human",true,aapp;bacs
C0231491,Antagonist,Antagonist muscle action,false,ortf
C0332157,Exposed,Exposure to,false,qlco
C2742797,VEDOLIZUMAB,vedolizumab,true,aapp;imft
C0001779,AGE,Age,false,orga
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C0005910,Weight,Body Weight,true,orga
C1532757,kg/min,kg/min,false,cnce
C0043100,Weight,Weight,true,qnco
C1305866,weight,Weighing patient,false,hlca
C1705104,Weight,Importance Weight,false,qlco
C0872146,disease duration,disease length,false,tmco
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C0205197,COMPLETE,Complete,false,qlco
C0002424,Clinic,Ambulatory Care Facilities,true,hcro;mnob
C0442592,Clinic,Clinic,false,hcro;mnob
C0725685,COMPLEAT,Compleat Liquid Nutrition,false,food
C3853530,complete,Data operation - complete,false,ftcn
C4283785,Complete,Complete Pharyngeal Contraction,false,fndg
C0019664,History,History,true,ocdi
C0019665,history,Historical aspects qualifier,true,ftcn
C0262512,"History, NOS",History of present illness,false,fndg
C0262926,History,Medical History,false,fndg
C1705255,History,Concept History,false,cnce
C2004062,History,History of previous events,false,fndg
C0330531,ELM,Ulmus,true,plnt
C2980688,ELM,Elm extract,false,orch;phsu
C0521115,Concomitant,Simultaneous,false,tmco
C0013227,Medications,Pharmaceutical Preparations,true,phsu
C0802604,Medications,Medications:Presence or Identity:Duration of the study:^Patient:Nominal,false,clna
C2598133,Medications,Medications:-:Point in time:^Patient:-,false,clna
C4284232,Medications,Medications,false,inpr
C0205470,Imm,immunologic,false,ftcn
C0010182,CS,Costa Rica,true,geoa
C0271160,CS,Cortical cataract,false,dsyn
C3540510,cs,Centisecond,false,qnco
C4085345,cs,Condylion superiore,false,blor
C0205470,Imm,immunologic,false,ftcn
C0332307,TYPE,Type - attribute,false,qlco
C1547052,*Type,*Type - Kind of quantity,false,qnco
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0449820,SCORE,Score,false,qnco
C0549183,Median,Midline (qualifier value),false,spco
C0876920,Median,Median Statistical Measurement,false,qnco
C2347635,Median,Population Median,false,qnco
C2348144,Median,Sample Median,false,qnco
C2939193,Median,Median (qualifier value),false,spco
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false,clna
C0455610,Prior Surgery,H/O: surgery,false,fndg
C0007928,CD,Chad,true,geoa
C0034283,CD,Pyrimethamine,true,orch;phsu
C4552032,CD,With lunch,false,tmco
C0683519,History of disease,disease history,false,fndg
C0730226,History of Disease,H/O: Disorder,false,fndg
C0850708,History of disease,History of disease,false,fndg
C0944983,History of Disease,History of symptoms & diseases:Finding:Point in time:^Patient:Nominal:Observed,false,clna
C0180499,DRAIN,Drain device,false,medd
C0013103,drain,Drainage procedure,true,topp
C4265177,Drain #,Drain number:ID:Pt:^Patient:Nom,false,clna
C0016169,FISTULA,pathologic fistula,true,anab
C0332307,TYPE,Type - attribute,false,qlco
C1547052,*Type,*Type - Kind of quantity,false,qnco
C0871261,Response,Response process,false,orga
C1704632,Response,Disease Response,false,fndg
C1706817,Response,Response (statement),false,inpr
C2911692,Response,Response (communication),false,menp
C1517945,Loss,Loss,false,qnco
C0871261,Response,Response process,false,orga
C1704632,Response,Disease Response,false,fndg
C1706817,Response,Response (statement),false,inpr
C2911692,Response,Response (communication),false,menp
C0392475,RBS,Roberts-SC phocomelia syndrome,true,dsyn
C0030705,Patients,Patients,true,podg
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0282416,Overall,Overall Publication Type,true,inpr
C1561607,Overall,Overall,false,qlco
C3887647,TNF-b,"Lymphotoxin-Alpha, human",false,aapp;imft
C0231491,Antagonist,Antagonist muscle action,false,ortf
C2348484,Exposed Population,Exposed Population,false,popg
C1448177,TNF,"TNF protein, human",true,aapp;bacs
C0016327,F-,Fluorides,true,inch;phsu
C1552961,POINT,point - UnitsOfMeasure,false,qnco
C2347617,point,Point Name,false,qnco
C3714763,Point,Point,false,spco
C1882932,Represent,Representation (action),false,acty
C0376209,Adjustment,Individual Adjustment,true,inbe
C0456081,Adjustment,Adjustment Action,false,ftcn
C0683269,adjustment,Psychological adjustment,true,inbe
C0005918,BL,Bolivia,true,geoa
C0006413,BL,Burkitt Lymphoma,true,neop
C1552663,BL,Boolean,false,inpr
C2827109,BL,Saint Barthelemy,false,geoa
C0679862,treatment error,treatment error,false,patf
C1707156,BARS,CTBP1 wt Allele,false,gngm
C3274014,BARS,Brief Ataxia Rating Scale,false,inpr
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false,inpr
C0033727,H+,Protons,true,elii
C0369286,H NOS,H NOS Antibodies,false,aapp;imft
C0441932,H+,Hepatic Involvement,false,clas
C0564385,/h,/hour,false,qnco
C4528284,h*%,Hour Times Percent,false,qnco
C0036916,VD,Sexually Transmitted Diseases,true,dsyn
C0021966,I-,Iodides,true,inch
C0221138,I NOS,Blood group antibody I,false,aapp;imft
C0031962,PBO,Piperonyl Butoxide,true,hops;orch;phsu
C0557837,Upper Level,Upper floor,false,spco
C0038215,Statistical,Science of Statistics,false,ocdi
C1829939,{Non-patient},{Non-patient},false,clna
C0168634,baseline,BaseLine dental cement,true,bodm
C1442488,Baseline,Baseline,false,qnco
C0332196,Excluded,Exclude,false,ftcn
C1554077,Excluded,Excluded - Conformance Inclusion,false,idcn
C2828389,Excluded,Exclusion,false,acty
C2360800,Number of patients,Number of patients,false,fndg
C1548673,Varies,Varies,false,inpr
C2348561,Study Population,Study Population (group),false,popg
C0439230,WEEKS,week,false,tmco
C0684224,Reported,Report (document),true,inpr
C0700287,Reported,Reporting,false,hlca
C4319718,Reported,Reported,false,ftcn
C0018932,Rectal bleeding,Hematochezia,true,dsyn
C2742797,VEDOLIZUMAB,vedolizumab,true,aapp;imft
C0267596,RECTAL BLEEDING,Rectal hemorrhage,false,patf
C1709707,Proportion,Proportion,false,qnco
C0030705,Patients,Patients,true,podg
C3272598,WHO,WHO Temperature/Humidity Storage Condition,false,qlco
C4055211,Composite Score,Composite Score,false,qnco
C0392475,RBS,Roberts-SC phocomelia syndrome,true,dsyn
C0814896,Statistical Significance level,significance level,false,resa
C0237881,Statistical Significance,Statistical Significance,false,qnco
C1709380,Statistical Significance,P-Value,false,qnco
C0009667,Confidence Interval,Confidence Intervals,true,qnco
C2742797,VEDOLIZUMAB,vedolizumab,true,aapp;imft
C0000737,ABDOMINAL PAIN,Abdominal Pain,true,sosy
C4554323,Abdominal pain,"Abdominal Pain, CTCAE 5",false,fndg
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0001468,APS,Adenosine Phosphosulfate,true,bacs;nnon
C1706670,APS,SH2B2 wt Allele,false,gngm
C1448177,TNF,"TNF protein, human",true,aapp;bacs
C0231491,Antagonist,Antagonist muscle action,false,ortf
C2348484,Exposed Population,Exposed Population,false,popg
C0243902,LSF,lisofylline,true,orch;phsu
C1456377,LSF,TFCP2 gene,false,gngm
C3538776,LSF,TFCP2 wt Allele,false,gngm
C0016327,F-,Fluorides,true,inch;phsu
C1552961,POINT,point - UnitsOfMeasure,false,qnco
C2347617,point,Point Name,false,qnco
C3714763,Point,Point,false,spco
C1882932,Represent,Representation (action),false,acty
C0376209,Adjustment,Individual Adjustment,true,inbe
C0456081,Adjustment,Adjustment Action,false,ftcn
C0683269,adjustment,Psychological adjustment,true,inbe
C0005918,BL,Bolivia,true,geoa
C0006413,BL,Burkitt Lymphoma,true,neop
C1552663,BL,Boolean,false,inpr
C2827109,BL,Saint Barthelemy,false,geoa
C0679862,treatment error,treatment error,false,patf
C1707156,BARS,CTBP1 wt Allele,false,gngm
C3274014,BARS,Brief Ataxia Rating Scale,false,inpr
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false,inpr
C0031962,PBO,Piperonyl Butoxide,true,hops;orch;phsu
C1282910,UPPER,Upper,false,spco
C0439801,Limit,Limited (extensiveness),false,ftcn
C1549649,Limit,Limit - Amount class,false,idcn
C2349209,Limit,Bound (value),false,cnce
C0582148,Pain score,Pain score,false,fndg
C0376249,Frequency,With frequency,true,tmco
C0439603,Frequency,Frequencies (time pattern),false,tmco
C0871396,Frequency,Spatial Frequency,false,qnco
C1561548,Frequency,Kind of quantity - Frequency,false,qnco
C1705502,Frequency,Statistical Frequency,false,qnco
C3898838,Frequency,How Often,false,inpr
C4321352,Frequency,Frequency,false,inpr
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0001468,APS,Adenosine Phosphosulfate,true,bacs;nnon
C1706670,APS,SH2B2 wt Allele,false,gngm
C0243902,LSF,lisofylline,true,orch;phsu
C1456377,LSF,TFCP2 gene,false,gngm
C3538776,LSF,TFCP2 wt Allele,false,gngm
C1448177,TNF,"TNF protein, human",true,aapp;bacs
C0231491,Antagonist,Antagonist muscle action,false,ortf
C2348484,Exposed Population,Exposed Population,false,popg
C1552961,POINT,point - UnitsOfMeasure,false,qnco
C2347617,point,Point Name,false,qnco
C3714763,Point,Point,false,spco
C1882932,Represent,Representation (action),false,acty
C0376209,Adjustment,Individual Adjustment,true,inbe
C0456081,Adjustment,Adjustment Action,false,ftcn
C0683269,adjustment,Psychological adjustment,true,inbe
C0005918,BL,Bolivia,true,geoa
C0006413,BL,Burkitt Lymphoma,true,neop
C1552663,BL,Boolean,false,inpr
C2827109,BL,Saint Barthelemy,false,geoa
C0679862,treatment error,treatment error,false,patf
C1707156,BARS,CTBP1 wt Allele,false,gngm
C3274014,BARS,Brief Ataxia Rating Scale,false,inpr
C3541345,BARS,Barnes Akathisia Rating Scale Questionnaire,false,inpr
C0031962,PBO,Piperonyl Butoxide,true,hops;orch;phsu
C1282910,UPPER,Upper,false,spco
C0439801,Limit,Limited (extensiveness),false,ftcn
C1549649,Limit,Limit - Amount class,false,idcn
C2349209,Limit,Bound (value),false,cnce
C1709707,Proportion,Proportion,false,qnco
C0030705,Patients,Patients,true,podg
C0007928,CD,Chad,true,geoa
C0034283,CD,Pyrimethamine,true,orch;phsu
C4552032,CD,With lunch,false,tmco
C3272598,WHO,WHO Temperature/Humidity Storage Condition,false,qlco
C4055211,Composite Score,Composite Score,false,qnco
C0001468,APS,Adenosine Phosphosulfate,true,bacs;nnon
C1706670,APS,SH2B2 wt Allele,false,gngm
C0814896,Statistical Significance level,significance level,false,resa
C0237881,Statistical Significance,Statistical Significance,false,qnco
C1709380,Statistical Significance,P-Value,false,qnco
C0518090,Pain Frequency,Frequency of Pain Question,false,inpr
C2742797,VEDOLIZUMAB,vedolizumab,true,aapp;imft
C4082250,Pain frequency,Pain frequency,false,fndg
C0597484,Na+,Sodium Cation,false,elii
C1272460,{NA},Not Applicable,false,qlco
C1546968,NA,No Application Type,false,idcn
C1879645,NA,Adverse Event by CTCAE Category,false,fndg
C4049872,NA,Package Type Not Applicable,false,ftcn
C4552882,NA,XK wt Allele,false,gngm
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0439185,eq,Equivalent Weight,false,qnco
C0205163,EQ,Equal,false,qlco
C0439394,l's,liter/second,false,qnco
C1706495,L-,upper case letter ell,false,inpr
C3642217,/L,Per Liter,false,qnco
C0030193,PAIN,Pain,true,sosy
C0518090,Pain,Frequency of Pain Question,false,inpr
C1962977,Pain NOS,"Pain NOS, CTCAE",false,fndg
C2984058,Pain,Have Pain,false,inpr
C4085210,Pain,Usual Severity Pain,false,inpr
C4085211,Pain,Pain Distress Question,false,inpr
C4085212,Pain,How Much Distress Pain,false,inpr
C4553004,Pain,"Pain, CTCAE",false,fndg
C4554132,Pain,Feel Pain,false,inpr
C0022065,IR,Iran,true,geoa
C0022071,Ir,Iridium,true,elii
C1448132,IR,"INSR protein, human",true,aapp;enzy;rcpt
C0392747,Change,Changing,false,ftcn
C0443172,change,Changed status,false,qnco
C1705241,Change,Delta (difference),false,qnco
C4319952,Change,Change -- procedure,false,topp
C0392747,Change,Changing,false,ftcn
C1705241,Change,Delta (difference),false,qnco
C0443172,change,Changed status,false,qnco
C4319952,Change,Change -- procedure,false,topp
C0205163,EQ,Equal,false,qlco
C0439185,eq,Equivalent Weight,false,qnco
C0439394,l's,liter/second,false,qnco
C1706495,L-,upper case letter ell,false,inpr
C3642217,/L,Per Liter,false,qnco
C0030193,PAIN,Pain,true,sosy
C0518090,Pain,Frequency of Pain Question,false,inpr
C1962977,Pain NOS,"Pain NOS, CTCAE",false,fndg
C2984058,Pain,Have Pain,false,inpr
C4085210,Pain,Usual Severity Pain,false,inpr
C4085211,Pain,Pain Distress Question,false,inpr
C4085212,Pain,How Much Distress Pain,false,inpr
C4553004,Pain,"Pain, CTCAE",false,fndg
C4554132,Pain,Feel Pain,false,inpr
C0205251,Low,low,false,qlco
C1550472,low,low confidentiality,false,inpr
C3890211,Low,Low Mitosis-Karyorrhexis Index,false,qnco
C4048187,low,low exposure,false,qlco
C4321351,Low,Low Level,false,inpr
C4522223,Low,IPSS Risk Category Low,false,inpr
C0205258,INDETERMINATE,Indeterminate,false,qlco
C1555018,NFS,Network File System,false,inpr
C0205250,High,High,false,qlco
C1513839,NFS/N,NFS/N Mouse,false,mamm
C1299351,High,Abnormally high,false,qlco
C3887512,high,high - ActExposureLevelCode,false,idcn
C2700149,HIGH,Value Above Reference Range,false,inpr
C3889660,High,High Mitosis-Karyorrhexis Index,false,qnco
C4321237,High,High Level,false,fndg
C4522209,High,IPSS Risk Category High,false,inpr
C0205251,Low,low,false,qlco
C1550472,low,low confidentiality,false,inpr
C3890211,Low,Low Mitosis-Karyorrhexis Index,false,qnco
C4048187,low,low exposure,false,qlco
C4321351,Low,Low Level,false,inpr
C4522223,Low,IPSS Risk Category Low,false,inpr
C0205250,High,High,false,qlco
C1555018,NFS,Network File System,false,inpr
C1299351,High,Abnormally high,false,qlco
C2700149,HIGH,Value Above Reference Range,false,inpr
C3887512,high,high - ActExposureLevelCode,false,idcn
C3889660,High,High Mitosis-Karyorrhexis Index,false,qnco
C4321237,High,High Level,false,fndg
C4522209,High,IPSS Risk Category High,false,inpr
C1521798,Trend,trend,false,tmco
C4554533,Trend,Trend:Type:Point in time:^Patient:Nominal,false,clna
C0022718,KG,Kyrgyzstan,true,geoa
C0439209,kg,Kilogram,false,qnco
C4054209,/kg,Per Kilogram,false,qnco
C0441833,Group,Groups,false,idcn
C0687744,group,Social group,false,popg
C1257890,Group,Population Group,true,popg
C1519504,Group,Stage Grouping,false,ftcn
C1705428,Group,Group Object,false,cnce
C1705429,Group,User Group,false,popg
C1880008,Cardiovascular History,Cardiovascular History,false,clna
C0042153,use,utilization qualifier,true,ftcn
C0457083,Use,Usage,false,ftcn
C1947944,Use,Use - dosing instruction imperative,false,inpr
C0441471,Event,Event,false,evnt
C4019010,Event,National reporting jurisdiction:Loc:Pt:^Event:Nom,false,clna
C0596429,diagnostic catheterization,diagnostic catheterization,false,diap
C4049621,PCI,Peritoneal Cancer Index,false,inpr
C0022877,LABORATORY,Laboratory,true,hcro;mnob
C0449381,Parameters,Observation parameter,false,fndg
C3244292,laboratory,Laboratory domain,false,ftcn
C4283904,Laboratory,Laboratory observation,false,lbtr
C0001899,Alanine Aminotransferase,Alanine Transaminase,true,aapp;enzy
C0439339,U/L,Unit per Liter,false,qnco
C0057041,Alanine amino transferase,D-Alanine Transaminase,true,aapp;enzy
C1415274,alanine aminotransferase,GPT gene,false,gngm
C3887708,Alanine Aminotransferase,"Alanine Aminotransferase 1, human",false,aapp;enzy
C0004002,Aspartate Aminotransferase,Aspartate Transaminase,true,aapp;enzy
C0439339,U/L,Unit per Liter,false,qnco
C0017040,gammaglutamyltransferase,Gamma-glutamyl transferase,true,aapp;enzy
C0439339,U/L,Unit per Liter,false,qnco
C0006560,C Reactive Protein,C-reactive protein,true,aapp;imft
C0439339,U/L,Unit per Liter,false,qnco
C1413716,C-reactive protein,CRP gene,false,gngm
C4048285,C-Reactive Protein,"C-Reactive Protein, human",false,aapp;imft
C4330985,/mm,Per Millimeter,false,qnco
C4554674,MM,MM genotype,false,fndg
C0201950,Total Cholesterol,Cholesterol measurement test,false,lbpr
C0439269,mg dl,mg/dL,false,qnco
C0543421,Total cholesterol,Total cholesterol,false,lbtr
C0678386,ale,ale beer,false,food
C2632076,ale,Plantago princeps,false,plnt
C1274040,Outcome,Result,false,ftcn
C1954436,Fibrosis score,Fibrosis score:Arbitrary Concentration:Point in time:Serum/Plasma:Quantitative,false,clna
C1555018,NFS,Network File System,false,inpr
C1954437,Fibrosis score,Fibrosis score,false,qnco
C1954436,Fibrosis score,Fibrosis score:Arbitrary Concentration:Point in time:Serum/Plasma:Quantitative,false,clna
C1555018,NFS,Network File System,false,inpr
C1954437,Fibrosis score,Fibrosis score,false,qnco
C0032042,Placebo,Placebos,true,topp
C1696465,PLACEBO,placebo,false,bodm
C1706408,PLACEBO,Placebo Control,false,resa
C0376297,coronary Death,Cardiac Death,true,patf
C0038454,STROKE,Cerebrovascular accident,true,dsyn
C4554100,Stroke,"Stroke, CTCAE",false,fndg
C4528314,Secondary Endpoint,Secondary Endpoint,false,tmco
C0007465,Death Cause,Cause of Death,true,fndg
C0376297,coronary Death,Cardiac Death,true,patf
C0038454,STROKE,Cerebrovascular accident,true,dsyn
C4554100,Stroke,"Stroke, CTCAE",false,fndg
C0376297,Heart Death,Cardiac Death,true,patf
C0007465,Death Cause,Cause of Death,true,fndg
C0019993,hospitalisation,Hospitalization,true,hlca
C0041580,UA,Ukraine,true,geoa
C0042014,UA,Urinalysis,true,lbpr
C0038454,STROKE,Cerebrovascular accident,true,dsyn
C4554100,Stroke,"Stroke, CTCAE",false,fndg
C0205372,Tertiary,Tertiary,false,qnco
C2349179,endpoints,End Point,false,qlco
C0376297,Heart Death,Cardiac Death,true,patf
C0439609,Urgent,Urgent,false,tmco
C0439228,DAYS,day,false,tmco
C3272275,URGENT,Urgent Procedure,false,topp
C2347784,Clinical Endpoint,Clinical Endpoint,false,clna
C0234833,P s,Subglottic pressure,false,ortf
C0722388,P & S,P & S,false,orch;phsu
C3887676,KM,Kathy Mercer,false,inpr
C0871208,Rate,Rating (action),false,acty
C1521828,Rate,Rate,false,qnco
C2986535,Primary Endpoint,Primary Endpoint,false,irda
C1555018,NFS,Network File System,false,inpr
C0205250,High,High,false,qlco
C1299351,High,Abnormally high,false,qlco
C2700149,HIGH,Value Above Reference Range,false,inpr
C3887512,high,high - ActExposureLevelCode,false,idcn
C3889660,High,High Mitosis-Karyorrhexis Index,false,qnco
C4321237,High,High Level,false,fndg
C4522209,High,IPSS Risk Category High,false,inpr
C0027627,secondary,Neoplasm Metastasis,true,neop
C0175668,Secondary,Secondary to,false,qlco
C0205436,Secondary,second (number),false,qnco
C1308226,Ip,"SDHB protein, human",true,aapp;enzy
C4049997,IP,5-Iodo-2-pyrimidinone,false,orch
C0439070,III,Roman Numeral III,false,inpr
C1705160,III,III (suffix),false,qlco
C0369773,P NOS,P Blood group antibodies,false,aapp;imft
C2603361,P',P prime,false,clna
C0024671,MG,Mammography,true,diap
C0332173,QD,Daily,false,tmco
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C1960952,mg %,Milligram percent,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0027365,Name,Name,true,inpr
C1547383,Name,Person Name,false,inpr
C4522128,Name,Name (property) (qualifier value),false,qlco
C0441889,Level,Levels (qualifier value),false,qlco
C0456079,Level,Disease classification level,false,clas
C1547707,Level,Floor - story of building,false,geoa
C2946261,Level,Level,false,inch;phsu
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0002454,America,Americas,true,geoa
C0441922,N+,N+ (tumor staging),false,inpr
C0032042,Placebo,Placebos,true,topp
C1696465,PLACEBO,placebo,false,bodm
C1706408,PLACEBO,Placebo Control,false,resa
C0439268,mg/L,Microgram per Milliliter,false,qnco
C0556970,time year,times/year,false,qnco
C0003873,RHEUMATOID ARTHRITIS,Rheumatoid Arthritis,true,dsyn
C0439148,{U},Unit,false,qnco
C0039247,TJ,Tajikistan,true,geoa
C0001782,Age Distribution,Age Distribution,true,qnco
C0205156,Previous,Previous,false,tmco
C1552607,previous,Act Relationship Subset - previous,false,tmco
C1514756,RECEIVED,Receive,false,qlco
C0871261,Response,Response process,false,orga
C1704632,Response,Disease Response,false,fndg
C1706817,Response,Response (statement),false,inpr
C2911692,Response,Response (communication),false,menp
C0231199,Intolerance,intolerance function,false,orgf
C1744706,intolerance,intolerance to substance,false,fndg
C2355652,INTOLERANCE,Intolerance - biological effect of chemicals,false,orga
C0871261,Response,Response process,false,orga
C1704632,Response,Disease Response,false,fndg
C1706817,Response,Response (statement),false,inpr
C2911692,Response,Response (communication),false,menp
C0231199,Intolerance,intolerance function,false,orgf
C1744706,intolerance,intolerance to substance,false,fndg
C2355652,INTOLERANCE,Intolerance - biological effect of chemicals,false,orga
C0439064,MULTIPLE,Numerous,false,qnco
C4551881,MOA,Mechanism of Action,false,ftcn
C0871261,Response,Response process,false,orga
C1704632,Response,Disease Response,false,fndg
C1706817,Response,Response (statement),false,inpr
C2911692,Response,Response (communication),false,menp
C0231199,Intolerance,intolerance function,false,orgf
C1744706,intolerance,intolerance to substance,false,fndg
C2355652,INTOLERANCE,Intolerance - biological effect of chemicals,false,orga
C0235828,LACK OF EFFICACY,Lack of Efficacy,false,fndg
C0235828,LACK OF EFFICACY,Lack of Efficacy,false,fndg
C0021764,Interleukin,Interleukins,true,aapp;imft
C1527200,Interleukin,Recombinant Interleukins,false,aapp;imft;phsu
C2603360,T',T prime,false,clna
C0042153,use,utilization qualifier,true,ftcn
C0457083,Use,Usage,false,ftcn
C1947944,Use,Use - dosing instruction imperative,false,inpr
C0025677,METHOTREXATE,Methotrexate,true,orch;phsu
C0205171,Alone,Singular,false,qnco
C0439044,Alone,Living Alone,false,fndg
C0679994,alone,alone - group size,false,grpa
C0025677,METHOTREXATE,Methotrexate,true,orch;phsu
C0024671,MG,Mammography,true,diap
C0026410,MG,Mongolia,true,geoa
C0439269,mg%,mg/dL,false,qnco
C2346927,Mg++,Magnesium Cation,false,elii;phsu
C1960952,mg %,Milligram percent,false,qnco
C4321396,MG,MG,false,diap
C4521761,MG,United States Military Commissioned Officer O8,false,clas
C0025677,METHOTREXATE,Methotrexate,true,orch;phsu
C0008269,CHLOROQUINE,Chloroquine,true,orch;phsu
C1527415,Oral use,Oral Route of Drug administration,false,ftcn
C0017710,Glucocorticoid,Glucocorticoids,true,horm;orch
C0439185,equivalent,Equivalent Weight,false,qnco
C0205163,Equivalent,Equal,false,qlco
C0035448,RHEUMATOID FACTOR,Rheumatoid Factor,true,aapp;imft
C0201660,Rheumatoid factor NOS,Rheumatoid Factor Measurement,false,lbpr
C0439178,% Positive,percent positive cells,false,qnco
C1446409,Positive,Positive,false,fndg
C1514241,POSITIVE,Positive Finding,false,fndg
C2825490,Positive,Positive Charge,false,qlco
C3812269,Positive,Positive Number,false,cnce
C0035448,RHEUMATOID FACTOR,Rheumatoid Factor,true,aapp;imft
C0201660,Rheumatoid factor NOS,Rheumatoid Factor Measurement,false,lbpr
C0439178,% Positive,percent positive cells,false,qnco
C1446409,Positive,Positive,false,fndg
C1514241,POSITIVE,Positive Finding,false,fndg
C2825490,Positive,Positive Charge,false,qlco
C3812269,Positive,Positive Number,false,cnce
C0030705,*^patient,Patients,true,podg
C0042815,VAS,Visual Analog Pain Scale,true,diap
C3536884,VAS,Visual Analog Scale,true,inpr
C3827561,VAS,Vibroacoustic Stimulation,false,topp
C0031831,PHYSICIAN,Physicians,true,prog
C0804815,Physician,Physician:Identifier:Point in time:^Patient:Nominal,false,clna
C0016993,GA,Gambia,true,geoa
C3869583,Clinical disease activity index,Clinical disease activity index,false,inpr
C0175659,Scale,Weight measurement scales,true,medd
C0349674,Scale,Intellectual scale,false,inpr
C1947916,Scale,Scaling,false,acty
C0702093,/min,Per Minute,false,tmco
C1524029,MIN NOS,Mouse MIN NOS,false,neop
C3813700,%/min,Percent per Minute,false,qnco
C1608841,USTEKINUMAB,ustekinumab,true,aapp;imft;phsu
C0007928,CD,Chad,true,geoa
C0034283,CD,Pyrimethamine,true,orch;phsu
C4552032,CD,With lunch,false,tmco
C1879646,Involved Area,Affected Area,false,fndg
C0018229,GL,Greenland,true,geoa
C1427674,GL,OSTM1 gene,false,gngm
C1423073,GL,PPP1R3B gene,false,gngm
C0020885,ILEUM,ileum,true,bpoc
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0009368,COLON,Colon structure (body structure),true,bpoc
C3888384,Colon,Colon <insect>,false,euka
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C0020885,ILEUM,ileum,true,bpoc
C0009368,COLON,Colon structure (body structure),true,bpoc
C3888384,Colon,Colon <insect>,false,euka
C0205107,PROXIMAL,Proximal,false,spco
C0018229,GL,Greenland,true,geoa
C1423073,GL,PPP1R3B gene,false,gngm
C1427674,GL,OSTM1 gene,false,gngm
C4489236,Proximal,Proximal Resection Margin,false,clna
C0442158,Perianal,Perianal,false,blor
C0009566,Complications,Complication,false,patf
C1171258,complications,Complication Aspects,true,ftcn
C0243001,Intraabdominal abscess,Abdominal Abscess,true,dsyn
C0854572,Sinus Perforation,sinus perforation,false,inpo
C0016169,FISTULA,pathologic fistula,true,anab
C0021853,Bowel,Intestines,true,bpoc
C4083257,Bowel,Pattern of Bowel Movements Question,false,inpr
C1261287,Stricture,Stenosis,true,patf
C0369718,N NOS,N not otherwise specified Antibody,false,aapp;imft
C0441922,N+,N+ (tumor staging),false,inpr
C2986511,evaluable patients,Evaluable Patient,false,podg
C0014245,ENDOSCOPY,Endoscopy (procedure),true,diap
