cn;concept;cuis;isdefault;cn_override;cleaned
1819;medical history : cancer;"C0006826;C0262926;C0998265;C1306459;C1704706";NA;NA;medical history cancer
1819;cancer — no . ( % );"C0006826;C0998265;C1306459";NA;NA;cancer no
1819;cancer §;"C0006826;C0998265;C1306459";NA;NA;cancer
1819;cancer n ( % );"C0006826;C0998265;C1306459";NA;NA;cancer n
1810;numbers of events ( % ) :;C4330837;NA;NA;numbers of events
1823;p vaiue;"C0369773;C2603361";FALSE;1872;p vaiue
1819;prostate cancer;"C0376358;C0600139;C2984325;C3541264";FALSE;1866;prostate cancer
1823;p valuec;"C0369773;C2603361";FALSE;1872;p valuec
1823;p - valuec;"C0369773;C2603361";FALSE;1872;p valuec
1823;p valued;"C0369773;C1522609;C2603361";FALSE;1872;p valued
1823;p valuej ';"C0369773;C2603361";FALSE;1872;p valuej
1823;p valuer;"C0369773;C0401806;C2603361";FALSE;1872;p valuer
1823;p valuey;"C0369773;C2603361";FALSE;1872;p valuey
1823;* p for heterogeneity of treatment effect between tertiles > $nmbr$ . $nmbr$ .;"C0019409;C0242960;C0369773;C1518681;C2603361";FALSE;1873;p for heterogeneity of treatment effect between tertiles $nmbr$ $nmbr$
1823;p - heterogeneity;"C0019409;C0242960;C0369773;C2603361";FALSE;1873;p heterogeneity
1823;p - interactio n;"C0369773;C2603361";FALSE;1874;p interactio n
1823;p - inte faction;"C0369773;C2603361";FALSE;1874;p inte faction
1823;p - for interaetion;"C0369773;C2603361";FALSE;1874;p for interaetion
1823;p for i;"C0021966;C0221138;C0369773;C2603361";FALSE;1874;p for i
1824;$nmbr$ . $nmbr$ ( $nmbr$ . o - $nmbr$ . o );C0483204;FALSE; -10;$nmbr$ $nmbr$ $nmbr$ o $nmbr$ o
1824;$nmbr$ - $nmbr$ ( o - $nmbr$ - i - $nmbr$ );"C0021966;C0221138;C0483204";FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ i $nmbr$
1824;$nmbr$ - $nmbr$ ( o - $nmbr$ - i - o $nmbr$ );"C0021966;C0221138;C0483204";FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ i o $nmbr$
1824;$nmbr$ - $nmbr$ ( o $nmbr$ o - i - i $nmbr$ );"C0021966;C0221138;C0483204";FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ o i i $nmbr$
1824;$nmbr$ - $nmbr$ ( o - $nmbr$ - o - $nmbr$ );C0483204;FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ o $nmbr$
1824;$nmbr$ - $nmbr$ ( o $nmbr$ - o - $nmbr$ );C0483204;FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ o $nmbr$
1824;$nmbr$ - $nmbr$ ( o - $nmbr$ - o - $nmbr$ o );C0483204;FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ o $nmbr$ o
1824;$nmbr$ - $nmbr$ ( o - $nmbr$ o - o - $nmbr$ );C0483204;FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ o o $nmbr$
1824;$nmbr$ - $nmbr$ ( o - $nmbr$ s - i - $nmbr$ );"C0021966;C0221138;C0483204";FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ s i $nmbr$
1824;$nmbr$ - $nmbr$ ( o - $nmbr$ s - o - $nmbr$ );C0483204;FALSE; -10;$nmbr$ $nmbr$ o $nmbr$ s o $nmbr$
1824;$nmbr$ ( o - $nmbr$ - o - $nmbr$ );C0483204;FALSE; -10;$nmbr$ o $nmbr$ o $nmbr$
1824;$nmbr$ o / $nmbr$ o $nmbr$ ( $nmbr$ - $nmbr$ % );C0483204;FALSE; -10;$nmbr$ o $nmbr$ o $nmbr$ $nmbr$ $nmbr$
1824;$nmbr$ ( o - o $nmbr$ - o - $nmbr$ );C0483204;FALSE; -10;$nmbr$ o o $nmbr$ o $nmbr$
1824;o $nmbr$;C0483204;FALSE; -10;o $nmbr$
1824;o;C0483204;FALSE; -10;o
1824;> o - $nmbr$ - i - i;"C0021966;C0221138;C0483204";FALSE; -10;o $nmbr$ i i
1824;- o $nmbr$ o ( - $nmbr$ - loto - $nmbr$ - $nmbr$ );C0483204;FALSE; -10;o $nmbr$ o $nmbr$ loto $nmbr$ $nmbr$
1824;o - oi $nmbr$ ( - $nmbr$ - $nmbr$ to $nmbr$ - $nmbr$ );"C0029118;C0029434;C0483204";FALSE; -10;o oi $nmbr$ $nmbr$ $nmbr$ to $nmbr$ $nmbr$
1825;f;C0016327;FALSE; -10;f
1825;f * >;C0016327;FALSE; -10;f
1825;$nmbr$ f $nmbr$ q % );C0016327;FALSE; -10;$nmbr$ f $nmbr$ q
1825;$nmbr$ . $nmbr$ - $nmbr$ . $nmbr$ % f;C0016327;FALSE; -10;$nmbr$ $nmbr$ $nmbr$ $nmbr$ f
1825;accp bleeding risk at inclusion  no . ( % ) f;"C0007637;C0016327;C1512693;C3251812";FALSE; -10;accp bleeding risk at inclusion no f
1825;ancestry ( % ) f;C0016327;FALSE; -10;ancestry f
1825;$nmbr$ f $nmbr$ l % $nmbr$;C0016327;FALSE; -10;$nmbr$ f $nmbr$ l $nmbr$
1825;? f ? n;C0016327;FALSE; -10;f n
1825;la grade b  n ( % ) f;"C0016327;C1881342";FALSE; -10;la grade b n f
1819;cancer medications;"C0006826;C0013227;C0802604;C0998265;C1306459;C2598133;C4284232";NA;NA;cancer medications
1819;cancer * *;"C0006826;C0998265;C1306459";NA;NA;cancer
1819;cancer *;"C0006826;C0998265;C1306459";NA;NA;cancer
1819;cancer ( n = $nmbr$ );"C0006826;C0998265;C1306459";NA;NA;cancer n $nmbr$
1819;cancer  fatal and nonfatal;"C0006826;C0998265;C1302234;C1306459;C1705232";NA;NA;cancer fatal and nonfatal
1819;cancer;"C0006826;C0998265;C1306459";NA;NA;cancer
1819;all cancer;"C0006826;C0998265;C1306459";NA;NA;all cancer
1819;active or previous cancer;"C0006826;C0205156;C0205177;C0998265;C1306459;C1552607;C3853793;C3888249";NA;NA;active or previous cancer
1819;active cancer — no . ( % );"C0006826;C0205177;C0998265;C1306459;C3853793;C3888249";NA;NA;active cancer no
1819;active cancer at randomization  n ( % );"C0006826;C0034656;C0205177;C0998265;C1306459;C3853793;C3888249";NA;NA;active cancer at randomization n
1819;active cancer at randomization;"C0006826;C0034656;C0205177;C0998265;C1306459;C3853793;C3888249";NA;NA;active cancer at randomization
1819;active cancer at randomisation;"C0006826;C0034656;C0205177;C0998265;C1306459;C3853793;C3888249";NA;NA;active cancer at randomisation
1819;active cancer at baseline;"C0006826;C0168634;C0205177;C0998265;C1306459;C1442488;C3853793;C3888249";NA;NA;active cancer at baseline
1819;active cancer at any timeb;"C0006826;C0205177;C0998265;C1306459;C3853793;C3888249";NA;NA;active cancer at any timeb
1773;other lipid lowering drugs;C0086440;NA;NA;other lipid lowering drugs
1819;active cancer;"C0006826;C0205177;C0998265;C1306459;C3853793;C3888249";NA;NA;active cancer
1819;ac tve cancer;"C0001246;C0003354;C0006826;C0998265;C1306459;C1412573;C2000891;C3539770";NA;NA;ac tve cancer
1818;non - colorectal cancer;"C0009402;C0346629;C1518422;C1527249;C2984278;C3542412";NA;NA;non colorectal cancer
1818;colorectal cancer;"C0009402;C0346629;C1527249;C2984278;C3542412";NA;NA;colorectal cancer
 -10;oxcarbazepine;C0069751;NA;NA;oxcarbazepine
1816;caffeine users  n ( % );C3532939;NA;NA;caffeine users n
1816;caffeine user  n ( % );C3532939;NA;NA;caffeine user n
1816;caffeine user;C3532939;NA;NA;caffeine user
1816;caffeine consumption *;C0948365;NA;NA;caffeine consumption
1816;caffeine consumption ( yes ) ( n );"C0948365;C1549445;C1705108;C1710701";NA;NA;caffeine consumption yes n
1816;caffeine;"C0006644;C0236734";NA;NA;caffeine
1815;not - japan n = $nmbr$  $nmbr$;"C0022341;C1518422";NA;NA;not japan n $nmbr$ $nmbr$
1815;not - japan;"C0022341;C1518422";NA;NA;not japan
1815;japan n = $nmbr$;C0022341;NA;NA;japan n $nmbr$
1815;japan and south korea;"C0022341;C0022773";NA;NA;japan and south korea
1815;japan;C0022341;NA;NA;japan
1815;calima japan ( n = $nmbr$ );C0022341;NA;NA;calima japan n $nmbr$
1813;overallb;NA;NA;NA;overallb
1813;overall quality of life;C3641830;NA;NA;overall quality of life
1813;( ofl );NA;NA;NA;ofl
1812;otherj ^ :;NA;NA;NA;otherj
1812;other forms of;"C0348078;C0376315";NA;NA;other forms of
1812;history of other medical conditions  n ( % );"C0012634;C0262926;C0348080;C1705253;C3864998";NA;NA;history of other medical conditions n
   8;valve repair / replacement with or without cabg;"C0010055;C0035139;C0043240;C0184252;C0374711;C0559956;C1186983;C1555302;C1704414;C3888056;C4319951;C4553149";NA;NA;valve repair replacement with or without cabg
   8;valve repair / replacement only;"C0035139;C0043240;C0184252;C0205171;C0374711;C0559956;C1186983;C1555302;C1704414;C1720467;C3888056;C4319951;C4553149";NA;NA;valve repair replacement only
   8;cabg or valve;"C0010055;C0184252;C1186983;C1704414;C3888056";NA;NA;cabg or valve
   7;use of cgm interaction test p - value ^ =;"C0022885;C0039593;C0392366;C0456984;C1515976;C1524063;C1704675;C1709380;C3831328;C4318744";NA;NA;use of cgm interaction test p value
   7;univariate p - value;C1709380;NA;NA;univariate p value
   7;test for interaction ( p value );"C0022885;C0039593;C0392366;C0456984;C1515976;C1704675;C1709380;C3831328;C4318744";NA;NA;test for interaction p value
   7;subgroup p value 本;"C1079230;C1515021;C1709380";NA;NA;subgroup p value
   7;subgroup p value !;"C1079230;C1515021;C1709380";NA;NA;subgroup p value
   7;subgroup p - value $nmbr$;"C1079230;C1515021;C1709380";NA;NA;subgroup p value $nmbr$
1811;† includes patients originally randomized to placebo who were switched to secukinumab per the study designs .   ‡ aes that occurred in at least $nmbr$ . $nmbr$ % of the patients in the any secukinumab group during the $nmbr$ ‐ week placebo ‐ controlled period and events with an eair of at least $nmbr$ . $nmbr$ cases per $nmbr$ patient ‐ years in the any secukinumab group during the entire treatment period . events listed according to preferred term in the medical dictionary for regulatory activities ( meddra version $nmbr$ . $nmbr$ )  sorted in descending order of eair in the any secukinumab group for the entire treatment period . the entire treatment period for safety data was from baseline to week $nmbr$ visit of the last patient enrolled in these studies . ae  adverse event  as  ankylosing spondylitis  eair  exposure adjusted incidence rates    n  number of randomized patients  sae  serious adverse event  urti  upper respiratory tract infection .;"C0012113;C0021149;C0030705;C0032042;C0034656;C0035171;C0036043;C0038013;C0039798;C0041912;C0087111;C0168634;C0205386;C0220856;C0220905;C0274281;C0332157;C0332174;C0332257;C0333052;C0374505;C0439230;C0439234;C0439531;C0439751;C0441471;C0441655;C0441833;C0444667;C0456081;C0680240;C0687744;C0745732;C0868928;C0871208;C0877248;C0947630;C1140263;C1257890;C1412268;C1442488;C1511726;C1512346;C1519255;C1519504;C1521828;C1522326;C1533148;C1533734;C1547177;C1547401;C1552866;C1622657;C1696465;C1704735;C1705169;C1705187;C1705428;C1705429;C1706408;C1707719;C1709305;C1709637;C1948053;C2347664;C2360800;C2607870;C2699274;C2700399;C2983265;C2986888;C3179547;C3245479;C3272378;C3538994;C3541888;C3714741;C3815594;C3887670;C3887704;C4553214;C4684790";NA;NA;includes patients originally randomized to placebo who were switched to secukinumab per the study designs aes that occurred in at least $nmbr$ $nmbr$ of the patients in the any secukinumab group during the $nmbr$ week placebo controlled period and events with an eair of at least $nmbr$ $nmbr$ cases per $nmbr$ patient years in the any secukinumab group during the entire treatment period events listed according to preferred term in the medical dictionary for regulatory activities meddra version $nmbr$ $nmbr$ sorted in descending order of eair in the any secukinumab group for the entire treatment period the entire treatment period for safety data was from baseline to week $nmbr$ visit of the last patient enrolled in these studies ae adverse event as ankylosing spondylitis eair exposure adjusted incidence rates n number of randomized patients sae serious adverse event urti upper respiratory tract infection
1811;“ off ”;NA;NA;NA;off
1811;previous number of ciu / csu medications;"C0205156;C0578870;C1552607;C1718138";NA;NA;previous number of ciu csu medications
1811;off omt ( n = $nmbr$ );NA;NA;NA;off omt n $nmbr$
1811;off omt;NA;NA;NA;off omt
1811;number of “ off ” periods;"C0237753;C0439531;C0449788;C1948053";NA;NA;number of off periods
1811;number of treated patients;"C1522326;C2360800";NA;NA;number of treated patients
1811;number of patients with fractures;"C0016658;C2360800";NA;NA;number of patients with fractures
1811;number of patients with events;"C0441471;C2360800;C3541888";NA;NA;number of patients with events
1811;number of patients with dose available;"C0178602;C0470187;C0869039;C1114758;C2360800";NA;NA;number of patients with dose available
1811;number of patients with;C2360800;NA;NA;number of patients with
1811;number of patients ( % ) or mean ± sd;"C0444504;C2347634;C2348143;C2360800;C2699239";NA;NA;number of patients or mean sd
1811;number of patients;C2360800;NA;NA;number of patients
1811;number of medications  n ( % );C1718138;NA;NA;number of medications n
1811;number of individuals;C1549735;NA;NA;number of individuals
1811;number ( % ) of patients;C2360800;NA;NA;number of patients
1814;japanese;"C0376247;C1556094";FALSE;1815;japanese
1818;concern;C2699424;FALSE; -10;concern
1818;golden - $nmbr$;NA;FALSE; -10;golden $nmbr$
1818;golden - $nmbr$ and - $nmbr$;NA;FALSE; -10;golden $nmbr$ and $nmbr$
1812;other forms of atherosclerosis ^;"C0003850;C0004153;C0348078;C0376315";FALSE;1698;other forms of atherosclerosis
1812;other forms of atherosclerosis ’;"C0003850;C0004153;C0348078;C0376315";FALSE;1698;other forms of atherosclerosis
1813;korea  republic of;C0022773;FALSE;1871;korea republic of
1810;number of events ( annualised rate [ % ] );"C0871208;C1521828;C4330837";NA;NA;number of events annualised rate
1810;number of events  event per $nmbr$ person - years;"C0027361;C0439234;C2347489;C4330837";NA;NA;number of events event per $nmbr$ person years
1810;number of events;C4330837;NA;NA;number of events
1809;extent of disease — no . / total no . ( % ) § ^ |;"C0439175;C0439810;C0449279;C4553144";NA;NA;extent of disease no total no
1809;extent of disease  n ( % );"C0449279;C4553144";NA;NA;extent of disease n
1809;extent of disease  %;"C0449279;C4553144";NA;NA;extent of disease
1809;extent of disease;"C0449279;C4553144";NA;NA;extent of disease
1809;angiographic extent of disease;"C0002978;C0449279;C4553144";NA;NA;angiographic extent of disease
1807;effect of covariates on slopes;"C0807955;C1280500;C1518681;C2348382";NA;NA;effect of covariates on slopes
1807;covariates;NA;NA;NA;covariates
1807;covariate;NA;NA;NA;covariate
1807;ap - value from an ancova with corresponding baseline lipid value as the covariate and with a effect for treatment group .;"C0002680;C0023779;C0039798;C0087111;C0168634;C0441833;C0687744;C0814908;C1257890;C1280500;C1442488;C1518681;C1519504;C1522326;C1522609;C1533734;C1705169;C1705428;C1705429;C2348382;C3538994;C3887704;C3887950";NA;NA;ap value from an ancova with corresponding baseline lipid value as the covariate and with a effect for treatment group
1806;median blood eosinophil count ( cells per pl ) t;"C0200638;C0549183;C0876920;C2347635;C2348144;C2939193;C3897966;C4049765";NA;NA;median blood eosinophil count cells per pl t
1806;local eosinophil count ( cells per pl ) t;"C0007584;C0007634;C0200638;C0205276;C0750879;C3897966;C4049765";NA;NA;local eosinophil count cells per pl t
1806;eosinophil count ( cells per pl );"C0007584;C0007634;C0200638;C0750879;C3897966;C4049765";NA;NA;eosinophil count cells per pl
1790;established cardiovascular disease;"C0007222;C0443211;C1272684";NA;NA;established cardiovascular disease
1806;eosinophil count ( cells / pl )  median ( range ) c;"C0007584;C0007634;C0200638;C0549183;C0750879;C0876920;C1514721;C2347635;C2348144;C2348147;C2939193;C3542016;C3897966;C4049765";NA;NA;eosinophil count cells pl median range c
1806;eosinophil counf cells pl ';"C0682547;C3897966;C4049765";NA;NA;eosinophil counf cells pl
1806;eos count ( cells / pl );"C0007584;C0007634;C0750480;C1623465;C1705566;C1861303;C3897966;C4049765";NA;NA;eos count cells pl
1806;biomarker high ( periostin > $nmbr$ ng / ml or blood eosinophils > $nmbr$ cells per pl ) t;"C0005516;C0005773;C0007584;C0007634;C0014467;C0200638;C0205250;C0219433;C0439275;C1299351;C1424662;C2700149;C3812270;C3887512;C3889660;C3897966;C4049765;C4321237;C4522209";NA;NA;biomarker high periostin $nmbr$ ng ml or blood eosinophils $nmbr$ cells per pl t
1806;baseline eosinophil < $nmbr$ cells / pl;"C0168634;C0682547;C1442488;C3897966;C4049765";NA;NA;baseline eosinophil $nmbr$ cells pl
1806;baseline eosinophil $nmbr$ cells / pl;"C0168634;C0682547;C1442488;C3897966;C4049765";NA;NA;baseline eosinophil $nmbr$ cells pl
1806;( cells per pl ) t;"C0007584;C0007634;C3897966;C4049765";NA;NA;cells per pl t
1805;neutrophils  $nmbr$ / nl;"C0027778;C0027950;C0560008;C3892223";NA;NA;neutrophils $nmbr$ nl
1805;monocytes  $nmbr$ / nl;"C0026473;C0027778;C0560008;C3892223";NA;NA;monocytes $nmbr$ nl
1805;leukocytes  $nmbr$ / nl;"C0023516;C0027778;C0560008;C3892223";NA;NA;leukocytes $nmbr$ nl
1804;proximal gl tract  n ( % );"C0018229;C0205107;C1185740;C1423073;C1427674;C4489236";NA;NA;proximal gl tract n
1804;involved gl areas;"C0018229;C1423073;C1427674;C1879646";NA;NA;involved gl areas
1804;hemoglobin ( gl ' );"C0018229;C0019046;C1423073;C1427674";NA;NA;hemoglobin gl
1804;bsl hb  gl - $nmbr$;"C0018229;C0019046;C1423073;C1427674;C1549954";NA;NA;bsl hb gl $nmbr$
1803;positive hla - b $nmbr$ status  n ( % );"C0439178;C0449438;C1426226;C1446409;C1514241;C2825490;C3812269";NA;NA;positive hla b $nmbr$ status n
1803;positive for hla - b $nmbr$  n ( % );"C0019737;C0439178;C0550853;C1415561;C1446409;C1514241;C2825490;C3812269";NA;NA;positive for hla b $nmbr$ n
1803;hla ‐ b $nmbr$ positive    n   ( % );"C0439178;C1426226;C1446409;C1514241;C2825490;C3812269";NA;NA;hla b $nmbr$ positive n
1803;hla - b $nmbr$  n ( % ) ⁎ ⁎;C1426226;NA;NA;hla b $nmbr$ n
1803;hla - b $nmbr$;"C0019737;C0550853;C1415561";NA;NA;hla b $nmbr$
1802;mean platelet volume  fl;"C0200665;C0344388;C1300812;C1708024";NA;NA;mean platelet volume fl
1800;pdqol scale;"C0175659;C0349674;C1947916";NA;NA;pdqol scale
1799;hrqol;"C4279947;C4300252";NA;NA;hrqol
1799;health - related quality of life;C4279947;NA;NA;health related quality of life
1798;right;"C0205090;C0444532";NA;NA;right
1797;hfpef ( ef n $nmbr$ )  ( % );NA;NA;NA;hfpef ef n $nmbr$
1797;ef b $nmbr$ %;NA;NA;NA;ef b $nmbr$
1797;ef > $nmbr$ % hfpef ( n = $nmbr$  $nmbr$ % );NA;NA;NA;ef $nmbr$ hfpef n $nmbr$ $nmbr$
1797;ef > $nmbr$ % ( n = $nmbr$  $nmbr$ );NA;NA;NA;ef $nmbr$ n $nmbr$ $nmbr$
1797;ef > $nmbr$ %;NA;NA;NA;ef $nmbr$
1797;ef < $nmbr$ % n = $nmbr$;NA;NA;NA;ef $nmbr$ n $nmbr$
1797;ef < $nmbr$ % ( n = $nmbr$  $nmbr$ );NA;NA;NA;ef $nmbr$ n $nmbr$ $nmbr$
1797;ef $nmbr$ - $nmbr$ . $nmbr$ % ( n $nmbr$ $nmbr$ );NA;NA;NA;ef $nmbr$ $nmbr$ $nmbr$ n $nmbr$ $nmbr$
1797;ef $nmbr$ - $nmbr$ % hfmref ( n = $nmbr$  $nmbr$ % );NA;NA;NA;ef $nmbr$ $nmbr$ hfmref n $nmbr$ $nmbr$
1797;ef $nmbr$ - $nmbr$ %;NA;NA;NA;ef $nmbr$ $nmbr$
1809;dates of recruitment;"C0011008;C2348077;C2949735";FALSE;1863;dates of recruitment
1808;$nmbr$ . $nmbr$ ± l . ot;"C0439394;C1318464;C1418208;C1705587;C1706495;C3642217";FALSE; -10;$nmbr$ $nmbr$ l ot
1808;exlertl ot disease;"C0012634;C1318464;C1418208;C1705587";FALSE; -10;exlertl ot disease
1810;number of treated lesions;"C0449791;C1522326";FALSE;1870;number of treated lesions
1810;number of treated lesions ( per patient );"C0030705;C0449791;C1522326";FALSE;1870;number of treated lesions per patient
1798;r ight coronary;"C0018787;C0205090;C0684010;C2603358";FALSE; 224;r ight coronary
1798;r ight coronar y artery;"C0003842;C0205090;C0226004;C0684010;C2603358";FALSE; 224;r ight coronar y artery
1798;right ventriculardysfunction atinclusion;"C0205090;C0444532";FALSE;1882;right ventriculardysfunction atinclusion
1798;r $nmbr$;"C0205090;C0684010;C2603358";FALSE; -10;r $nmbr$
1798;canvas - r;"C0205090;C0684010;C2603358;C3281223";FALSE; -10;canvas r
1798;r;"C0205090;C0684010;C2603358";FALSE; -10;r
1800;psaqol;NA;FALSE;1883;psaqol
1801;hbalc < medan;NA;FALSE;1176;hbalc medan
1801;hbalc  median ( ql  q $nmbr$ )  %;"C0549183;C0876920;C2347635;C2348144;C2939193";FALSE;1176;hbalc median ql q $nmbr$
1801;hbalc  mmol / mol;C3829066;FALSE;1176;hbalc mmol mol
1801;hbalc < $nmbr$ mmol / mol ( £ $nmbr$ . $nmbr$ % ) ( n = $nmbr$ / $nmbr$ );C3829066;FALSE;1176;hbalc $nmbr$ mmol mol $nmbr$ $nmbr$ n $nmbr$ $nmbr$
1801;hbalc > $nmbr$ mmol / mol ( > $nmbr$ . $nmbr$ % ) ( n = $nmbr$ / $nmbr$ );C3829066;FALSE;1176;hbalc $nmbr$ mmol mol $nmbr$ $nmbr$ n $nmbr$ $nmbr$
1801;hbalc £ $nmbr$ mmol / mol ( < $nmbr$ . $nmbr$ % ) ( n = $nmbr$ / $nmbr$ );C3829066;FALSE;1176;hbalc $nmbr$ mmol mol $nmbr$ $nmbr$ n $nmbr$ $nmbr$
1801;hbalc £ $nmbr$ mmol / mol ( £ $nmbr$ . $nmbr$ % ) ( n = $nmbr$ / $nmbr$ );C3829066;FALSE;1176;hbalc $nmbr$ mmol mol $nmbr$ $nmbr$ n $nmbr$ $nmbr$
1801;hbalc < $nmbr$ % ( < $nmbr$ mmol / mol )  n ( % );C3829066;FALSE;1176;hbalc $nmbr$ $nmbr$ mmol mol n
1801;hbalc > $nmbr$ - < $nmbr$ mmol / mol ( > $nmbr$ . $nmbr$ - < $nmbr$ . $nmbr$ % ) ( n = $nmbr$ / $nmbr$ );C3829066;FALSE;1176;hbalc $nmbr$ $nmbr$ mmol mol $nmbr$ $nmbr$ $nmbr$ $nmbr$ n $nmbr$ $nmbr$
1801;mean ( s . d . ) hbalc  mmol / mol;"C0444504;C2347634;C2348143;C3829066";FALSE;1176;mean s d hbalc mmol mol
1802;fl ( $nmbr$ b );"C1300812;C1708024";FALSE; -10;fl $nmbr$ b
1802;fl ( $nmbr$ . $nmbr$ );"C1300812;C1708024";FALSE; -10;fl $nmbr$ $nmbr$
1802;history of atrial fibrillation or fl utter;"C0729790;C1300812;C1708024";FALSE;1009;history of atrial fibrillation or fl utter
1797;ef  %;NA;NA;NA;ef
1795;previous cd related surgery ( ref ) a;"C0007928;C0034283;C0038894;C0038895;C0205156;C0439849;C0445223;C0543467;C1274039;C1425988;C1552607;C4552032";NA;NA;previous cd related surgery ref a
1794;prior electrical cardioversion for af ( n = $nmbr$ $nmbr$ );"C0013778;C0332152;C0344434;C0542380;C2826257;C4049859";NA;NA;prior electrical cardioversion for af n $nmbr$ $nmbr$
1794;prior af ablation  n ( % );"C0332152;C0344434;C0547070;C1261381;C2826257;C4049859";NA;NA;prior af ablation n
1794;previous af;"C0205156;C0344434;C1552607;C4049859";NA;NA;previous af
1794;maf;NA;NA;NA;maf
1794;black / af rican american;"C0085756;C0344434;C4049859";NA;NA;black af rican american
1794;af pattern;"C0344434;C0449774;C4049859";NA;NA;af pattern
1794;af alone;"C0205171;C0344434;C0439044;C0679994;C4049859";NA;NA;af alone
1794;af;"C0344434;C4049859";NA;NA;af
 -10;qids - sr $nmbr$;C4331197;NA;NA;qids sr $nmbr$
1792;rivaroxaban $nmbr$ . $nmbr$ mg bid + aspirin $nmbr$ mg od;"C0004057;C0229089;C0439164;C1319635;C1512019;C1739768;C3273373;C3665488";NA;NA;rivaroxaban $nmbr$ $nmbr$ mg bid aspirin $nmbr$ mg od
1791;> $nmbr$ beds;C0004916;NA;NA;$nmbr$ beds
1791;< $nmbr$ beds;C0004916;NA;NA;$nmbr$ beds
1790;prior cvd;"C0007222;C0332152;C2826257";NA;NA;prior cvd
1790;prior cardiovascular disease;"C0007222;C0332152;C2826257";NA;NA;prior cardiovascular disease
1790;patients with no prior cvd ( primary;"C0007222;C0030705;C0205225;C0332152;C0439612;C0439631;C2826257";NA;NA;patients with no prior cvd primary
1790;patients with established cv disease aged > $nmbr$ years .;"C0007222;C0030705;C0443211;C1272684;C1510829";NA;NA;patients with established cv disease aged $nmbr$ years
1790;no prior cvd;"C0007222;C0332152;C2826257";NA;NA;no prior cvd
1790;no cvd;C0007222;NA;NA;no cvd
1790;no cardiovascular disorder $nmbr$ ';C0007222;NA;NA;no cardiovascular disorder $nmbr$
1790;no cardiovascular disease ( n = $nmbr$ );C0007222;NA;NA;no cardiovascular disease n $nmbr$
1790;n ( % ) patients with risk faetors for cv disease aged > $nmbr$;"C0001779;C0001792;C0007222;C0030705;C0035647;C0369718;C0441922;C1999167;C4552904";NA;NA;n patients with risk faetors for cv disease aged $nmbr$
1790;lisinopril cvd total;"C0007222;C0065374;C0439175;C0439810";NA;NA;lisinopril cvd total
1790;cvd without ml ^ troke;"C0007222;C0439526;C1705224;C3887665";NA;NA;cvd without ml troke
1790;cvd without ml / stroke;"C0007222;C0038454;C0439526;C1705224;C3887665;C4554100";NA;NA;cvd without ml stroke
1790;cvd without miatroke;C0007222;NA;NA;cvd without miatroke
1790;cvd  total;"C0007222;C0439175;C0439810";NA;NA;cvd total
1790;cvd;C0007222;NA;NA;cvd
1790;cv disease;C0007222;NA;NA;cv disease
1790;cardiovascular disorder  n ( % );C0007222;NA;NA;cardiovascular disorder n
1790;cardiovascular disorder;C0007222;NA;NA;cardiovascular disorder
1790;cardiovascular disease n ( % );C0007222;NA;NA;cardiovascular disease n
1790;cardiovascular disease history ‡;"C0007222;C0007226;C0012634;C0019664;C0019665;C0262512;C0262926;C0683519;C1705255;C1880008;C2004062;C3887460";NA;NA;cardiovascular disease history
1790;cardiovascular disease history  n ( % ) *;"C0007222;C0007226;C0012634;C0019664;C0019665;C0262512;C0262926;C0683519;C1705255;C1880008;C2004062;C3887460";NA;NA;cardiovascular disease history n
1790;cardiovascular disease history;"C0007222;C0007226;C0012634;C0019664;C0019665;C0262512;C0262926;C0683519;C1705255;C1880008;C2004062;C3887460";NA;NA;cardiovascular disease history
1790;cardiovascular disease *;C0007222;NA;NA;cardiovascular disease
1790;cardiovascular disease ( n = $nmbr$ );C0007222;NA;NA;cardiovascular disease n $nmbr$
1790;cardiovascular disease;C0007222;NA;NA;cardiovascular disease
1790;baseline cardiovascular disease;"C0007222;C0168634;C1442488";NA;NA;baseline cardiovascular disease
1790;any cardiovascular disease history  n ( % );"C0007222;C0007226;C0012634;C0019664;C0019665;C0262512;C0262926;C0683519;C1705255;C1880008;C2004062;C3887460";NA;NA;any cardiovascular disease history n
1790;any cardiovascular disease;C0007222;NA;NA;any cardiovascular disease
1790;$nmbr$ - $nmbr$ with cv disease ( n = $nmbr$ );C0007222;NA;NA;$nmbr$ $nmbr$ with cv disease n $nmbr$
1790;$nmbr$ - $nmbr$  cv disease ( n = $nmbr$  $nmbr$ );C0007222;NA;NA;$nmbr$ $nmbr$ cv disease n $nmbr$ $nmbr$
1789;apremilast;C1678805;NA;NA;apremilast
1788;gliclazide ( modified release ) 一 no . ( % ) ^;"C0017631;C1709058;C4544813";NA;NA;gliclazide modified release no
1787;history of elms  n ( % );"C0019664;C0019665;C0262512;C0262926;C0330531;C1705255;C2004062;C2980688";NA;NA;history of elms n
1787;elms  n ( % );"C0330531;C2980688";NA;NA;elms n
