Text,CUIS
joint space narrowing score mean sd,C1859695;C2699239
accord trial,C0680240;C0008976
sprint,
table baseline characteristics by study and blood pressure intervention in participants with baseline egfr $nmbr$ ml min per $nmbr$ $nmbr$ m $nmbr$ or higher,C4684572;C0184661;C0886296;C1273869;C0168634;C0439445;C1442488;C0205250
standard n $nmbr$,C1442989;C2828392
intensive n $nmbr$,
data are number of patients mean sd or median iqr accord action to control cardiovascular risk in diabetes acr albumin creatinine ratio egfr estimated glomerular filtration rate mdrd modification of diet in renal disease n a not applicable n r not reported sprint systolic blood pressure intervention trial defined in the accord trial as one or more of myocardial infarction stroke angina coronary artery bypass graft percutaneous transluminal coronary intervention or other revascularisation procedure defined in sprint as one or more of myocardial infarction acute coronary syndrome coronary revascularisation carotid revascularisation peripheral arterial disease with revascularisation greater than $nmbr$ stenosis of coronary carotid or lower extremity artery or abdominal aortic aneurysm $nmbr$ mm or larger $nmbr$ participants assigned the standard intervention and $nmbr$ allocated the intensive intervention had a fasting plasma glucose greater than $nmbr$ $nmbr$ mmol l at baseline estimated by four variable mdrd equation,C1511726;C3245479;C3714741;C2360800;C0444504;C2347634;C2348143;C0441472;C3266814;C0086153;C3671772;C0022658;C0205090;C0684010;C2603358;C0814861;C1704788;C3539106;C0205447;C0010055;C1260596;C0184661;C2700391;C3274430;C3539779;C0948089;C0085096;C1704436;C0581603;C0439093;C0007282;C0226415;C4330985;C4554674;C0549177;C0679646;C1704243;C1516050;C1552601;C0886296;C1273869;C0202042;C0455280;C1532563;C0168634;C1442488;C0750572;C0205450
clinical atherosclerotic disease,C0205210;C0012634
accord trial,C0680240;C0008976
antihypertensive agents n per patient,C0003364
sprint,
n r,C0205090;C0684010;C2603358
standard n $nmbr$,C1442989;C2828392
urinary acr mg mmol,C0567349;C2348885
intensive n $nmbr$,
sprint acr,C1412134;C1515941
clinical atherosclerotic disease,C0205210;C0012634
sprint acr $nmbr$ $nmbr$,C1412134;C1515941
antihypertensive agents n per patient,C0003364
accord acr,C1412134;C1515941
n r,C0205090;C0684010;C2603358
accord acr $nmbr$ $nmbr$,C1412134;C1515941
urinary acr mg mmol,C0567349;C2348885
sustain $nmbr$,C0443318;C2732140
sprint acr,C1412134;C1515941
pooled analysis of sustain $nmbr$ $nmbr$ trials,C0002778;C0936012;C1524024;C0443318;C2732140;C0008976
sprint acr $nmbr$ $nmbr$,C1412134;C1515941
semaglutide,C3885068
accord acr,C1412134;C1515941
sitagliptin,C1565750
accord acr $nmbr$ $nmbr$,C1412134;C1515941
semaglutide $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
sustain $nmbr$,C0443318;C2732140
exenatide er,C3810541;C3811131
pooled analysis of sustain $nmbr$ $nmbr$ trials,C0002778;C0936012;C1524024;C0443318;C2732140;C0008976
placebo add on to basal insulin,C1883712;C0650607
semaglutide,C3885068
non elderly,C1518422;C0001792;C1999167
sitagliptin,C1565750
elderly,C0001792;C1999167
semaglutide $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
bw kg,C0022718;C0439209;C4054209
exenatide er,C3810541;C3811131
mdrd egfr ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
placebo add on to basal insulin,C1883712;C0650607
blood pressure mmhg systolic,C0005823;C0039155;C1271104;C1272641
non elderly,C1518422;C0001792;C1999167
dyspnea mmrc grade n,C0013404;C0441800;C0919553;C3244287;C1963100
elderly,C0001792;C1999167
number of patients with exacerbations in the previous $nmbr$ months n,C2360800;C4086268;C0205156;C1552607
bw kg,C0022718;C0439209;C4054209
ccq total score,C2964552
mdrd egfr ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
tofacitinib $nmbr$ mg bid n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
blood pressure mmhg systolic,C0005823;C0039155;C1271104;C1272641
induction study treatment,C4049995
dyspnea mmrc grade n,C0013404;C0441800;C0919553;C3244287;C1963100
in remission at maintenance study baseline,C0544452;C0687702
number of patients with exacerbations in the previous $nmbr$ months n,C2360800;C4086268;C0205156;C1552607
ibdq total score,C2964552
ccq total score,C2964552
baseline crp category mg l,C0168634;C0439268;C1442488
tofacitinib $nmbr$ mg bid n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
prior anti tnf treatment,C1514463;C1448177
induction study treatment,C4049995
prior anti tnf failure,C0332152;C2826257
in remission at maintenance study baseline,C0544452;C0687702
prior immunosuppressant failure,C0231174;C0680095
ibdq total score,C2964552
prior corticosteroid treatment,C1514463;C0001617;C3536709
baseline crp category mg l,C0168634;C0439268;C1442488
steroid use at baseline mg day,C0281991;C0439422
prior anti tnf treatment,C1514463;C1448177
subsets,C1515021
prior anti tnf failure,C0332152;C2826257
dose mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
prior immunosuppressant failure,C0231174;C0680095
semaglutide exposure nmol l,C0274281;C0439282;C0332157
prior corticosteroid treatment,C1514463;C0001617;C3536709
mean change from baseline points,C0392747;C0443172;C1705241;C4319952
steroid use at baseline mg day,C0281991;C0439422
mean $nmbr$ ci change from $nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg points,C0392747;C0443172;C1705241;C4319952;C1552961;C2347617;C3714763
subsets,C1515021
mean change from baseline,C0392747;C0443172;C1705241;C4319952
dose mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
mean $nmbr$ ci change from $nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg,C0392747;C0443172;C1705241;C4319952;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
semaglutide exposure nmol l,C0274281;C0439282;C0332157
all participants,C0679646
mean change from baseline points,C0392747;C0443172;C1705241;C4319952
$nmbr$ participants,C0679646
mean $nmbr$ ci change from $nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg points,C0392747;C0443172;C1705241;C4319952;C1552961;C2347617;C3714763
with highest bwa,C1522410;C0006041
mean change from baseline,C0392747;C0443172;C1705241;C4319952
with lowest bwb,C1708760
mean $nmbr$ ci change from $nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg,C0392747;C0443172;C1705241;C4319952;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
with highest hba $nmbr$ cc,C0008318;C3538933
all participants,C0679646
with lowest hba $nmbr$ cd,C0007928;C0034283;C4552032
$nmbr$ participants,C0679646
sustain $nmbr$ semaglutide vs placebo,C0443318;C2732140;C3885068;C0032042;C1696465;C1706408
with highest bwa,C1522410;C0006041
sustain $nmbr$ semaglutide vs sitagliptin $nmbr$ mg,C0443318;C2732140;C3885068;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
with lowest bwb,C1708760
sustain $nmbr$ semaglutide vs exenatide er $nmbr$ $nmbr$ mg,C0443318;C2732140;C3885068;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
with highest hba $nmbr$ cc,C0008318;C3538933
sustain $nmbr$ semaglutide vs iglar,C0443318;C2732140;C3885068
with lowest hba $nmbr$ cd,C0007928;C0034283;C4552032
sustain $nmbr$ semaglutide add on to insulin vs placebo,C0443318;C2732140;C1883712;C0021641;C1533581;C1579433;C3714501;C0032042;C1696465;C1706408
sustain $nmbr$ semaglutide vs placebo,C0443318;C2732140;C3885068;C0032042;C1696465;C1706408
$nmbr$ wk,C0332174;C0439230
sustain $nmbr$ semaglutide vs sitagliptin $nmbr$ mg,C0443318;C2732140;C3885068;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
baseline characteristics mean sd a,C4684572;C2699239
sustain $nmbr$ semaglutide vs exenatide er $nmbr$ $nmbr$ mg,C0443318;C2732140;C3885068;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
subject disposition n,C0681850;C0743223;C1705555;C1550501;C1706203;C2349001;C2697811
sustain $nmbr$ semaglutide vs iglar,C0443318;C2732140;C3885068
exposed,C0332157
sustain $nmbr$ semaglutide add on to insulin vs placebo,C0443318;C2732140;C1883712;C0021641;C1533581;C1579433;C3714501;C0032042;C1696465;C1706408
trial completers,C0008976
$nmbr$ wk,C0332174;C0439230
premature treatment discontinuation,C0457454;C1444662;C4552847
baseline characteristics mean sd a,C4684572;C2699239
subjects with imputed value for end of treatment body weight,C0681850;C1550501;C1706203;C2349001;C2697811;C2983672;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
subject disposition n,C0681850;C0743223;C1705555;C1550501;C1706203;C2349001;C2697811
number of subjects,C0237753;C0449788
exposed,C0332157
adverse events any grade,C0877248;C1705413;C0441800;C0919553;C3244287
trial completers,C0008976
serious adverse events,C1519255
premature treatment discontinuation,C0457454;C1444662;C4552847
gastrointestinal disorders,C0017178
subjects with imputed value for end of treatment body weight,C0681850;C1550501;C1706203;C2349001;C2697811;C2983672;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
adverse events leading to premature treatment discontinuation,C0877248;C1705413;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
number of subjects,C0237753;C0449788
nausea and or vomiting adverse events,C0027497;C1963179;C2984057;C3829611;C4084796;C4085222;C4085661;C4085862;C4255480;C4552888;C4552889;C4553767;C0877248;C1705413
adverse events any grade,C0877248;C1705413;C0441800;C0919553;C3244287
participants with a history of cabg,C0679646;C0010055
serious adverse events,C1519255
participants without a history of cabg,C0679646;C0010055
gastrointestinal disorders,C0017178
empagliflozin n $nmbr$,C3490348
adverse events leading to premature treatment discontinuation,C0877248;C1705413;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
other missing,C1551393;C1705492;C3272743
nausea and or vomiting adverse events,C0027497;C1963179;C2984057;C3829611;C4084796;C4085222;C4085661;C4085862;C4255480;C4552888;C4552889;C4553767;C0877248;C1705413
north america plus australia and new zealand,C0028405;C0004340;C0027978;C0324547
participants with a history of cabg,C0679646;C0010055
time since cabg,C0040223;C3541383
participants without a history of cabg,C0679646;C0010055
cv disease,C0007222
empagliflozin n $nmbr$,C3490348
multi vessel coronary artery disease,C1299432
other missing,C1551393;C1705492;C3272743
history of strokea,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
north america plus australia and new zealand,C0028405;C0004340;C0027978;C0324547
peripheral artery diseaseb,C0489868
time since cabg,C0040223;C3541383
single vessel coronary artery diseasea,C0265903;C0005847
cv disease,C0007222
cardiac failurec,C0018787;C1522601
multi vessel coronary artery disease,C1299432
hba $nmbr$ c mmol mold,C0019016;C0369241;C1825777;C3538758
history of strokea,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
hba $nmbr$ c d,C0019016;C1825777;C3538758
peripheral artery diseaseb,C0489868
glucose lowering therapy,C0017725;C0441994;C2003888;C0039798;C0087111;C1363945
single vessel coronary artery diseasea,C0265903;C0005847
medication taken alone or in combination,C0205171;C0439044;C0679994;C0205195;C1947911;C3811910
cardiac failurec,C0018787;C1522601
dual therapy,C0039798;C0087111;C1363945
hba $nmbr$ c mmol mold,C0019016;C0369241;C1825777;C3538758
angiotensin converting enzyme inhibitor angiotensin receptor blocker,C0034787;C1622222
hba $nmbr$ c d,C0019016;C1825777;C3538758
renin inhibitor,C1960108;C3537174;C4521920
glucose lowering therapy,C0017725;C0441994;C2003888;C0039798;C0087111;C1363945
lipid lowering therapy,C0585943
medication taken alone or in combination,C0205171;C0439044;C0679994;C0205195;C1947911;C3811910
vitamin k antagonist,C1096489;C2267235
dual therapy,C0039798;C0087111;C1363945
total cholesterol mmol le,C0023190;C0439090;C1423767;C2697858
angiotensin converting enzyme inhibitor angiotensin receptor blocker,C0034787;C1622222
ldl cholesterol mmol lf,C1416933;C2986618;C4554443
renin inhibitor,C1960108;C3537174;C4521920
hdl cholesterol mmol le,C0023190;C0439090;C1423767;C2697858
lipid lowering therapy,C0585943
triacylglycerol mmol le,C0023190;C0439090;C1423767;C2697858
vitamin k antagonist,C1096489;C2267235
egfr mdrd ml min $nmbr$ $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
total cholesterol mmol le,C0023190;C0439090;C1423767;C2697858
placebo $nmbr$ $nmbr$ ml n $nmbr$,C0032042;C0439526;C1705224;C3887665;C1696465;C1706408
ldl cholesterol mmol lf,C1416933;C2986618;C4554443
dupiiumab $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
hdl cholesterol mmol le,C0023190;C0439090;C1423767;C2697858
prebronchodilator fevi liters,C0429706;C0475211;C0849974;C1561566;C4528367
triacylglycerol mmol le,C0023190;C0439090;C1423767;C2697858
percent of predicted normal value,C1882327
egfr mdrd ml min $nmbr$ $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
fevi reversibility,C3830088
placebo $nmbr$ $nmbr$ ml n $nmbr$,C0032042;C0439526;C1705224;C3887665;C1696465;C1706408
no of exacerbations in past year,C4086268;C0439234;C0439508
dupiiumab $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
use of high dose inhaled glucocorticoid no,C1524063;C0444956
prebronchodilator fevi liters,C0429706;C0475211;C0849974;C1561566;C4528367
ongoing atopic or allergic condition no,C0549178;C0392707;C0851444
percent of predicted normal value,C1882327
nasal polyposis or chronic rhinosinusitis no,C0027430;C0149516
fevi reversibility,C3830088
no of pack yr,C1968515;C0439234;C2825051;C2828395
no of exacerbations in past year,C4086268;C0439234;C0439508
biomarker levels,C0005516;C0441889
use of high dose inhaled glucocorticoid no,C1524063;C0444956
blood eosinophil count cells mm,C4330985;C4554674
ongoing atopic or allergic condition no,C0549178;C0392707;C0851444
feno ppb,C1415800
nasal polyposis or chronic rhinosinusitis no,C0027430;C0149516
total ige lu ml,C0439175;C2697941;C0439810
no of pack yr,C1968515;C0439234;C2825051;C2828395
relative risk vs placebo $nmbr$ cl,C0242492;C0032042;C0596019;C1696465;C1706408
biomarker levels,C0005516;C0441889
dupilumab $nmbr$,C3660996
blood eosinophil count cells mm,C4330985;C4554674
$nmbr$ cells mm^,C4330985;C4554674
feno ppb,C1415800
$nmbr$ ppb,C1415800
total ige lu ml,C0439175;C2697941;C0439810
eosinoohil count,C0750480;C1705566
relative risk vs placebo $nmbr$ cl,C0242492;C0032042;C0596019;C1696465;C1706408
gene,C0017337
dupilumab $nmbr$,C3660996
snp,C0752046;C1527094
$nmbr$ cells mm^,C4330985;C4554674
short term n $nmbr$,C0443303
$nmbr$ ppb,C1415800
long term n $nmbr$,C0443252
eosinoohil count,C0750480;C1705566
p $nmbr$ cl,C0369773;C0596019;C2603361
gene,C0017337
octi,
snp,C0752046;C1527094
rs $nmbr$,C0035970;C3714753;C3813325
short term n $nmbr$,C0443303
atm locus,C3711796;C1708726
long term n $nmbr$,C0443252
atm locm,C3711796
ocn,C1412791;C2347392
p $nmbr$ cl,C0369773;C0596019;C2603361
octi,
octi mate $nmbr$,C0682323;C1260875
rs $nmbr$,C0035970;C3714753;C3813325
short term^,C0443303
atm locus,C3711796;C1708726
long term,C0443252
atm locm,C3711796
rs $nmbr$ rs $nmbr$,C0035970;C3714753;C3813325
ocn,C1412791;C2347392
rs $nmbr$ aa rs $nmbr$,C0035970;C0282379;C1235746;C1882141;C4554792;C3714753;C3813325
octi mate $nmbr$,C0682323;C1260875
rs $nmbr$ ac rs $nmbr$,C0001246;C0003354;C1412573;C2000891;C3539770
short term^,C0443303
rs $nmbr$ cc rs $nmbr$,C0035970;C0008318;C3538933;C3714753;C3813325
long term,C0443252
egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
rs $nmbr$ rs $nmbr$,C0035970;C3714753;C3813325
active canakinumab n $nmbr$ $nmbr$,C0205177;C2718773;C3853793;C3888249
rs $nmbr$ aa rs $nmbr$,C0035970;C0282379;C1235746;C1882141;C4554792;C3714753;C3813325
history of congestive heart failure,C0455531
rs $nmbr$ ac rs $nmbr$,C0001246;C0003354;C1412573;C2000891;C3539770
serum creatinine mol l,C0201976;C0347982;C0600061
rs $nmbr$ cc rs $nmbr$,C0035970;C0008318;C3538933;C3714753;C3813325
serum albumin g l,C0439294;C0456615
egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
serum calcium mmol l,C0036785;C1532563;C0728876
active canakinumab n $nmbr$ $nmbr$,C0205177;C2718773;C3853793;C3888249
serum phosphate mmol l,C0036820;C1532563
history of congestive heart failure,C0455531
protein in urine $nmbr$,C0033687
serum creatinine mol l,C0201976;C0347982;C0600061
glucose in urine $nmbr$,C0004076
serum albumin g l,C0439294;C0456615
urine albumin creatinine ratio mg mmol,C0567349;C2348885
serum calcium mmol l,C0036785;C1532563;C0728876
canakinumab dose,C0178602;C0869039;C1114758
serum phosphate mmol l,C0036820;C1532563
ptrend across doses,C0178602
protein in urine $nmbr$,C0033687
all doses,C0178602
glucose in urine $nmbr$,C0004076
incidence rate n,C1708485
urine albumin creatinine ratio mg mmol,C0567349;C2348885
uacr $nmbr$ mg mmol,C0567349;C2348885
canakinumab dose,C0178602;C0869039;C1114758
figure $nmbr$ clinical remission from week $nmbr$ through week $nmbr$ of treatment among a all randomised patients entering the long term extension and b by induction study subgroups sc subcutaneous tnf tumour necrosis factor q $nmbr$ w every $nmbr$ weeks q $nmbr$ w every $nmbr$ weeks,C0205210;C0544452;C0687702;C0332174;C0439230;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0030705;C1522196;C0443252;C0231448;C1880641;C0033453;C0046774;C1824728
ptrend across doses,C0178602
tnf antagonist naive,C1448177;C0231491
all doses,C0178602
tnf antagonist exposed,C1448177;C0231491;C0332157
incidence rate n,C1708485
vedolizumab n $nmbr$,C2742797
uacr $nmbr$ mg mmol,C0567349;C2348885
age y median min max,C0001779;C0549183;C0876920;C2347635;C2348144;C2939193
figure $nmbr$ clinical remission from week $nmbr$ through week $nmbr$ of treatment among a all randomised patients entering the long term extension and b by induction study subgroups sc subcutaneous tnf tumour necrosis factor q $nmbr$ w every $nmbr$ weeks q $nmbr$ w every $nmbr$ weeks,C0205210;C0544452;C0687702;C0332174;C0439230;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704;C0030705;C1522196;C0443252;C0231448;C1880641;C0033453;C0046774;C1824728
sex male n,C0086582
tnf antagonist naive,C1448177;C0231491
weight kg median min max,C0005910;C1532757;C0043100;C1305866;C1705104
tnf antagonist exposed,C1448177;C0231491;C0332157
duration of disease y median min max,C0872146;C0549183;C0876920;C2347635;C2348144;C2939193
vedolizumab n $nmbr$,C2742797
complete mayo clinic score median min max,C0205197;C0002424;C0442592;C0725685;C3853530;C4283785
age y median min max,C0001779;C0549183;C0876920;C2347635;C2348144;C2939193
history of elms n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
sex male n,C0086582
elms n,C0330531;C2980688
weight kg median min max,C0005910;C1532757;C0043100;C1305866;C1705104
concomitant medications yes n,C0521115;C0013227;C0802604;C2598133;C4284232
duration of disease y median min max,C0872146;C0549183;C0876920;C2347635;C2348144;C2939193
imm only,C0205470
complete mayo clinic score median min max,C0205197;C0002424;C0442592;C0725685;C3853530;C4283785
no cs and imm,C0010182;C0271160;C3540510;C4085345;C0205470
history of elms n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
type of tnf antagonist failure n o,C0332307;C1547052
elms n,C0330531;C2980688
weight kg median m n max,C0549183;C0876920;C2347635;C2348144;C2939193;C0369718;C0441922
concomitant medications yes n,C0521115;C0013227;C0802604;C2598133;C4284232
disease duration y median m n max,C0549183;C0876920;C2347635;C2348144;C2939193;C0369718;C0441922
imm only,C0205470
cdai score median min max,C0449820;C0549183;C0876920;C2347635;C2348144;C2939193;C4050231
no cs and imm,C0010182;C0271160;C3540510;C4085345;C0205470
prior surgery for cd n,C0455610;C0007928;C0034283;C4552032
type of tnf antagonist failure n o,C0332307;C1547052
history of fistullzing disease n,C0683519;C0730226;C0850708;C0944983
weight kg median m n max,C0549183;C0876920;C2347635;C2348144;C2939193;C0369718;C0441922
draining fistulae n,C0013103;C0180499;C4265177;C0016169
disease duration y median m n max,C0549183;C0876920;C2347635;C2348144;C2939193;C0369718;C0441922
type of tnf antagonist failure n,C0332307;C1547052
cdai score median min max,C0449820;C0549183;C0876920;C2347635;C2348144;C2939193;C4050231
inadequate response ^,C0871261;C1704632;C1706817;C2911692
prior surgery for cd n,C0455610;C0007928;C0034283;C4552032
loss of response s,C1517945;C0871261;C1704632;C1706817;C2911692
history of fistullzing disease n,C0683519;C0730226;C0850708;C0944983
figure $nmbr$ rbs and sfs in patients with uc percentage change from baseline in rbs in the overall itt a tnf antagonist naive b and tnf antagonist exposed c populations and in sfs in the overall itt d tnf antagonist naive e and tnf antagonist exposed f populations after vdz or pbo administration adata points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se bdifference adjusted o f c $nmbr$ h $nmbr$ a ngcei[v,C0392475;C0030705;C0392747;C0443172;C1705241;C4319952;C0282416;C1561607;C3887647;C0231491;C2348484;C1448177;C0016327;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0033727;C0369286;C0441932;C0564385;C4528284
draining fistulae n,C0013103;C0180499;C4265177;C0016169
type of tnf antagonist failure n,C0332307;C1547052
figure $nmbr$ proportion of patients with uc who achieved the composite score rbs $nmbr$ and sfs $nmbr$ indicate statistical significance at a nominal significance level of $nmbr$ $nmbr$ statistical significance and nonsignificance cl confidence interval ns nonsignificance pbo placebo rbs rectal bleeding subscore sfs stool frequency subscore vdz vedolizumab,C1709707;C0030705;C3272598;C4055211;C0392475;C0814896;C0237881;C1709380;C0009667;C2742797
inadequate response ^,C0871261;C1704632;C1706817;C2911692
figure $nmbr$ abdominal pain subscores in patients with cd percentage change from baseline in aps in overall itt a tnf antagonist naive s and tnf antagonist exposed c populations and percentage change from baseline in lsfs in overall itt d tnf antagonist naive and tnf antagonist exposed f populations after vdz or pbo administration data points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se difference adjusted change [vdz pbo] adjusted mean change from bl for vdz adjusted mean change from bl for pbo upper limit of $nmbr$ cl,C0000737;C4554323;C0392747;C0443172;C1705241;C4319952;C0001468;C1706670;C1448177;C0231491;C2348484;C0243902;C1456377;C3538776;C0016327;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0031962;C1282910;C0439801;C1549649;C2349209
loss of response s,C1517945;C0871261;C1704632;C1706817;C2911692
figure $nmbr$ combined score of abdominal pain and loose stool frequency in patients with cd percentage change from baseline in aps and lsfs in the overall itt a tnf antagonist naive s and tnf antagonist exposed c populations after vdz or pbo administration data points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se difference adjusted change [vdz pbo] adjusted mean change from bl for vdz adjusted mean change from bl for pbo upper limit of $nmbr$ cl,C0582148;C0376249;C0439603;C0871396;C1561548;C1705502;C3898838;C4321352;C0392747;C0443172;C1705241;C4319952;C0001468;C1706670;C0243902;C1456377;C3538776;C1448177;C0231491;C2348484;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0031962;C1282910;C0439801;C1549649;C2349209
figure $nmbr$ rbs and sfs in patients with uc percentage change from baseline in rbs in the overall itt a tnf antagonist naive b and tnf antagonist exposed c populations and in sfs in the overall itt d tnf antagonist naive e and tnf antagonist exposed f populations after vdz or pbo administration adata points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se bdifference adjusted o f c $nmbr$ h $nmbr$ a ngcei[v,C0392475;C0030705;C0392747;C0443172;C1705241;C4319952;C0282416;C1561607;C3887647;C0231491;C2348484;C1448177;C0016327;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0033727;C0369286;C0441932;C0564385;C4528284
figure $nmbr$ proportion of patients with cd gemini $nmbr$ and $nmbr$ who achieved the average daily composite score of aps $nmbr$ indicate statistical significance at a nominal significance level of $nmbr$ $nmbr$ statistical significance and nonsignificance aps abdominal pain subscore cl confidence interval lsfs loose stool frequency subscore ns nonsignificance pbo placebo vdz vedolizumab,C1709707;C0030705;C0007928;C0034283;C4552032;C3272598;C4055211;C0001468;C1706670;C0814896;C0237881;C1709380;C0518090;C2742797;C4082250
figure $nmbr$ proportion of patients with uc who achieved the composite score rbs $nmbr$ and sfs $nmbr$ indicate statistical significance at a nominal significance level of $nmbr$ $nmbr$ statistical significance and nonsignificance cl confidence interval ns nonsignificance pbo placebo rbs rectal bleeding subscore sfs stool frequency subscore vdz vedolizumab,C1709707;C0030705;C3272598;C4055211;C0392475;C0814896;C0237881;C1709380;C0009667;C2742797
tnf na ve,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882
figure $nmbr$ abdominal pain subscores in patients with cd percentage change from baseline in aps in overall itt a tnf antagonist naive s and tnf antagonist exposed c populations and percentage change from baseline in lsfs in overall itt d tnf antagonist naive and tnf antagonist exposed f populations after vdz or pbo administration data points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se difference adjusted change [vdz pbo] adjusted mean change from bl for vdz adjusted mean change from bl for pbo upper limit of $nmbr$ cl,C0000737;C4554323;C0392747;C0443172;C1705241;C4319952;C0001468;C1706670;C1448177;C0231491;C2348484;C0243902;C1456377;C3538776;C0016327;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0031962;C1282910;C0439801;C1549649;C2349209
pain vas mean change from baselinea,C0392747;C0443172;C1705241;C4319952
sf $nmbr$ bodily pain mean change from baselineb,C0392747;C0443172;C1705241;C4319952
figure $nmbr$ combined score of abdominal pain and loose stool frequency in patients with cd percentage change from baseline in aps and lsfs in the overall itt a tnf antagonist naive s and tnf antagonist exposed c populations after vdz or pbo administration data points represent adjusted change from bl mean where adjustment is for subscore bl value and treatment error bars represent se difference adjusted change [vdz pbo] adjusted mean change from bl for vdz adjusted mean change from bl for pbo upper limit of $nmbr$ cl,C0582148;C0376249;C0439603;C0871396;C1561548;C1705502;C3898838;C4321352;C0392747;C0443172;C1705241;C4319952;C0001468;C1706670;C0243902;C1456377;C3538776;C1448177;C0231491;C2348484;C1552961;C2347617;C3714763;C1882932;C0376209;C0456081;C0683269;C0005918;C0006413;C1552663;C2827109;C0679862;C1707156;C3274014;C3541345;C0031962;C1282910;C0439801;C1549649;C2349209
eq $nmbr$ d $nmbr$ l no pain or discomfortc,C0205163;C0439185;C0439394;C1706495;C3642217;C0030193;C0518090;C1962977;C2984058;C4085210;C4085211;C4085212;C4553004;C4554132
figure $nmbr$ proportion of patients with cd gemini $nmbr$ and $nmbr$ who achieved the average daily composite score of aps $nmbr$ indicate statistical significance at a nominal significance level of $nmbr$ $nmbr$ statistical significance and nonsignificance aps abdominal pain subscore cl confidence interval lsfs loose stool frequency subscore ns nonsignificance pbo placebo vdz vedolizumab,C1709707;C0030705;C0007928;C0034283;C4552032;C3272598;C4055211;C0001468;C1706670;C0814896;C0237881;C1709380;C0518090;C2742797;C4082250
tnf ir,C0022065;C0022071;C1448132
tnf na ve,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882
pain vas mean change from baselined,C0392747;C0443172;C1705241;C4319952
pain vas mean change from baselinea,C0392747;C0443172;C1705241;C4319952
