CUI,matchedText,preferred,hasMSH
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0681850,Subject,Study Subject,false
C0743223,Disposition,Disposition,false
C1705555,Disposition,Disposition Domain,false
C1550501,{Subject},Subject -direct target,false
C1706203,Subject,Subject - topic,false
C2349001,Subject,Human Study Subject,false
C2697811,Subject,Investigative Subject,false
C0237753,*Number,Numbers,false
C0449788,Number,Count of entities,false
C0332157,Exposed,Exposure to,false
C0877248,adverse events,Adverse event,false
C1705413,Adverse Events,Adverse Event Domain,false
C3244287,grade,School Grade,false
C0441800,Grade,Grade,false
C0919553,Grade,Histopathologic Grade,false
C0008976,Trial,Clinical Trials,true
C1519255,Serious Adverse Event,Serious Adverse Event,false
C0457454,Discontinuation,Discontinuation (procedure),false
C1444662,Discontinuation,Discontinued,false
C4552847,discontinuation,Clinical Trial Discontinuation,false
C0017178,GASTROINTESTINAL DISORDERS,Gastrointestinal Diseases,true
C0681850,Subject,Study Subject,false
C1550501,{Subject},Subject -direct target,false
C1706203,Subject,Subject - topic,false
C2349001,Subject,Human Study Subject,false
C2697811,Subject,Investigative Subject,false
C2983672,Terminal Body Weight,Terminal Body Weight,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0877248,adverse events,Adverse event,false
C1705413,Adverse Events,Adverse Event Domain,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0449788,Number,Count of entities,false
C0237753,*Number,Numbers,false
C1963179,Nausea,"Nausea, CTCAE 3.0",false
C0027497,NAUSEA,Nausea,true
C2984057,Nausea,Have Nausea,false
C3829611,Nausea,How Much Nausea During This Period,false
C4084796,Nausea,How Often Nausea,false
C4085222,Nausea,How Much Distress Nausea,false
C4085661,Nausea,Usual Severity Nausea,false
C4085862,Nausea,Bothered by Nausea,false
C4255480,Nausea,Nausea:Presence or Threshold:Point in time:^Patient:Ordinal,false
C4552888,Nausea,Nausea Visual Analogue Scale,false
C4552889,Nausea,Feel Nausea,false
C4553767,Nausea,"Nausea, CTCAE 5.0",false
C0877248,adverse events,Adverse event,false
C1705413,Adverse Events,Adverse Event Domain,false
C0877248,adverse events,Adverse event,false
C1705413,Adverse Events,Adverse Event Domain,false
C0441800,Grade,Grade,false
C0919553,Grade,Histopathologic Grade,false
C3244287,grade,School Grade,false
C0679646,participants,Participant,false
C0010055,CABG,Coronary Artery Bypass Surgery,true
C1519255,Serious Adverse Event,Serious Adverse Event,false
C0679646,participants,Participant,false
C0010055,CABG,Coronary Artery Bypass Surgery,true
C0017178,GASTROINTESTINAL DISORDERS,Gastrointestinal Diseases,true
C3490348,EMPAGLIFLOZIN,empagliflozin,true
C0877248,adverse events,Adverse event,false
C1705413,Adverse Events,Adverse Event Domain,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C1551393,Missing,Container status - Missing,false
C1705492,Missing,Missing,false
C3272743,MISSING,Missing Study Animal,false
C0027497,NAUSEA,Nausea,true
C1963179,Nausea,"Nausea, CTCAE 3.0",false
C2984057,Nausea,Have Nausea,false
C3829611,Nausea,How Much Nausea During This Period,false
C4084796,Nausea,How Often Nausea,false
C4085222,Nausea,How Much Distress Nausea,false
C4085661,Nausea,Usual Severity Nausea,false
C4085862,Nausea,Bothered by Nausea,false
C4255480,Nausea,Nausea:Presence or Threshold:Point in time:^Patient:Ordinal,false
C4552888,Nausea,Nausea Visual Analogue Scale,false
C4552889,Nausea,Feel Nausea,false
C4553767,Nausea,"Nausea, CTCAE 5.0",false
C0877248,adverse events,Adverse event,false
C1705413,Adverse Events,Adverse Event Domain,false
C0028405,North America,North America,true
C0004340,AUSTRALIA,Australia,true
C0027978,NEW ZEALAND,New Zealand,true
C0324547,NEW ZEALAND,New Zealand Rabbits,true
C0010055,CABG,Coronary Artery Bypass Surgery,true
C0679646,participants,Participant,false
C0040223,TIME,Time,true
C3541383,Time,Time (foundation metadata concept),false
C0010055,CABG,Coronary Artery Bypass Surgery,true
C0679646,participants,Participant,false
C0007222,CV Disease,Cardiovascular Diseases,true
C3490348,EMPAGLIFLOZIN,empagliflozin,true
C1299432,Multi vessel coronary artery disease,Multi vessel coronary artery disease,false
C1551393,Missing,Container status - Missing,false
C1705492,Missing,Missing,false
C3272743,MISSING,Missing Study Animal,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0028405,North America,North America,true
C0004340,AUSTRALIA,Australia,true
C0027978,NEW ZEALAND,New Zealand,true
C0324547,NEW ZEALAND,New Zealand Rabbits,true
C0489868,Peripheral artery,peripheral artery,false
C0040223,TIME,Time,true
C3541383,Time,Time (foundation metadata concept),false
C0265903,"Coronary artery, single",Single coronary artery,false
C0005847,Vessel,Blood Vessel,true
C0007222,CV Disease,Cardiovascular Diseases,true
C0018787,Cardiac,Heart,true
C1522601,Cardiac,Cardiac - anatomy qualifier,false
C1299432,Multi vessel coronary artery disease,Multi vessel coronary artery disease,false
C0019016,HBA,Hemoglobin A,true
C0369241,Mould,Filamentous fungus,true
C1825777,HBA,KRT90P gene,false
C3538758,HBA,SCN2A wt Allele,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0019016,HBA,Hemoglobin A,true
C1825777,HBA,KRT90P gene,false
C3538758,HBA,SCN2A wt Allele,false
C0489868,Peripheral artery,peripheral artery,false
C0017725,GLUCOSE,Glucose,true
C0441994,lowering,Lower - spatial qualifier,false
C2003888,Lowering,Lower (action),false
C0039798,therapy,therapeutic aspects,true
C0087111,Therapy,Therapeutic procedure,true
C1363945,Therapy,Therapy Object (animal model),false
C0265903,"Coronary artery, single",Single coronary artery,false
C0005847,Vessel,Blood Vessel,true
C0205171,Alone,Singular,false
C0439044,Alone,Living Alone,false
C0679994,alone,alone - group size,false
C0205195,Combination,Combined,false
C1947911,Combination,combination of objects,false
C3811910,Combination,combination - answer to question,false
C0018787,Cardiac,Heart,true
C1522601,Cardiac,Cardiac - anatomy qualifier,false
C0039798,therapy,therapeutic aspects,true
C0087111,Therapy,Therapeutic procedure,true
C1363945,Therapy,Therapy Object (animal model),false
C0019016,HBA,Hemoglobin A,true
C0369241,Mould,Filamentous fungus,true
C1825777,HBA,KRT90P gene,false
C3538758,HBA,SCN2A wt Allele,false
C0034787,Angiotensin Receptor,Angiotensin Receptor,true
C1622222,Angiotensin Receptor,"MAS1 protein, human",true
C0019016,HBA,Hemoglobin A,true
C1825777,HBA,KRT90P gene,false
C3538758,HBA,SCN2A wt Allele,false
C1960108,Renin inhibitor,Renin inhibitor,false
C3537174,Renin Inhibitor,Renin Inhibitor [EPC],false
C4521920,Renin inhibitor,Renin inhibitor (disposition),false
C0017725,GLUCOSE,Glucose,true
C0441994,lowering,Lower - spatial qualifier,false
C2003888,Lowering,Lower (action),false
C0039798,therapy,therapeutic aspects,true
C0087111,Therapy,Therapeutic procedure,true
C1363945,Therapy,Therapy Object (animal model),false
C0585943,Lipid-lowering therapy,Lipid-lowering therapy,false
C0205171,Alone,Singular,false
C0679994,alone,alone - group size,false
C0439044,Alone,Living Alone,false
C0205195,Combination,Combined,false
C1947911,Combination,combination of objects,false
C3811910,Combination,combination - answer to question,false
C1096489,vitamin k antagonist,Treatment with Vitamin K antagonist,false
C2267235,Vitamin K Antagonist,Vitamin K Antagonist [EPC],false
C0039798,therapy,therapeutic aspects,true
C0087111,Therapy,Therapeutic procedure,true
C1363945,Therapy,Therapy Object (animal model),false
C0023190,LE,Lebanon,true
C0439090,LE,Less Than or Equal to,false
C1423767,LE,HPS4 gene,false
C2697858,LE,"LE, Rat Strain",false
C0034787,Angiotensin Receptor,Angiotensin Receptor,true
C1622222,Angiotensin Receptor,"MAS1 protein, human",true
C1416933,LF,LTF gene,false
C2986618,LF,LTF wt Allele,false
C4554443,LF,LF genotype,false
C1960108,Renin inhibitor,Renin inhibitor,false
C4521920,Renin inhibitor,Renin inhibitor (disposition),false
C3537174,Renin Inhibitor,Renin Inhibitor [EPC],false
C0023190,LE,Lebanon,true
C0439090,LE,Less Than or Equal to,false
C1423767,LE,HPS4 gene,false
C2697858,LE,"LE, Rat Strain",false
C0585943,Lipid-lowering therapy,Lipid-lowering therapy,false
C0023190,LE,Lebanon,true
C0439090,LE,Less Than or Equal to,false
C1423767,LE,HPS4 gene,false
C2697858,LE,"LE, Rat Strain",false
C1096489,vitamin k antagonist,Treatment with Vitamin K antagonist,false
C2267235,Vitamin K Antagonist,Vitamin K Antagonist [EPC],false
C0439445,mL/min,mL/min,false
C1739039,EGFR,"EGFR protein, human",true
C3811844,eGFR,Estimated Glomerular Filtration Rate,false
C3812682,EGFR,Epidermal Growth Factor Receptor Measurement,false
C0023190,LE,Lebanon,true
C0439090,LE,Less Than or Equal to,false
C1423767,LE,HPS4 gene,false
C2697858,LE,"LE, Rat Strain",false
C0032042,Placebo,Placebos,true
C1705224,ML,THPO wt Allele,false
C3887665,ML,"Thrombopoietin, human",false
C1696465,PLACEBO,placebo,false
C1706408,PLACEBO,Placebo Control,false
C0439526,/mL,/mL,false
C1416933,LF,LTF gene,false
C2986618,LF,LTF wt Allele,false
C4554443,LF,LF genotype,false
C0024671,MG,Mammography,true
C0026410,MG,Mongolia,true
C0439269,mg%,mg/dL,false
C1960952,mg %,Milligram percent,false
C2346927,Mg++,Magnesium Cation,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C0439090,LE,Less Than or Equal to,false
C1423767,LE,HPS4 gene,false
C0023190,LE,Lebanon,true
C2697858,LE,"LE, Rat Strain",false
C0429706,FEV 1.0,Forced expiratory volume in 1 second finding,false
C0475211,LITER,liter,false
C0849974,fev 1,Pulmonary Function Test/Forced Expiratory Volume 1,false
C1561566,FEV(1),"FEV1, CTCAE",false
C4528367,FEV_1,Forced Expiratory Volume in 0.1 Second,false
C0023190,LE,Lebanon,true
C0439090,LE,Less Than or Equal to,false
C1423767,LE,HPS4 gene,false
C2697858,LE,"LE, Rat Strain",false
C1882327,Percent of Predicted Value,Percent of Predicted Value,false
C1739039,EGFR,"EGFR protein, human",true
C3812682,EGFR,Epidermal Growth Factor Receptor Measurement,false
C0439445,mL/min,mL/min,false
C3811844,eGFR,Estimated Glomerular Filtration Rate,false
C3830088,FEV1 Reversibility,Forced Expiratory Volume in 1 Second Reversibility,false
C0032042,Placebo,Placebos,true
C0439526,/mL,/mL,false
C1696465,PLACEBO,placebo,false
C3887665,ML,"Thrombopoietin, human",false
C1705224,ML,THPO wt Allele,false
C1706408,PLACEBO,Placebo Control,false
C4086268,EXACERBATION,Exacerbation,false
C0439508,/Year,per year,false
C0439234,Year,year,false
C0024671,MG,Mammography,true
C0026410,MG,Mongolia,true
C0439269,mg%,mg/dL,false
C1960952,mg %,Milligram percent,false
C2346927,Mg++,Magnesium Cation,false
C4321396,MG,MG,false
C4521761,MG,United States Military Commissioned Officer O8,false
C1524063,Use of,Use of,false
C0444956,High dose,High dose,false
C0429706,FEV 1.0,Forced expiratory volume in 1 second finding,false
C0475211,LITER,liter,false
C1561566,FEV(1),"FEV1, CTCAE",false
C0849974,fev 1,Pulmonary Function Test/Forced Expiratory Volume 1,false
C4528367,FEV_1,Forced Expiratory Volume in 0.1 Second,false
C0392707,atopic,Atopy,false
C0549178,ONGOING,Continuous,false
C0851444,Allergic condition,Allergic condition,false
C1882327,Percent of Predicted Value,Percent of Predicted Value,false
C0027430,NASAL POLYPOSIS,Nasal Polyps,true
C0149516,Chronic rhinosinusitis,Chronic sinusitis,false
C3830088,FEV1 Reversibility,Forced Expiratory Volume in 1 Second Reversibility,false
C1968515,Pack,Pack (physical object),false
C0439234,yr,year,false
C2825051,PACK,Pack unit,false
C2828395,PACK,Packing (action),false
C4086268,EXACERBATION,Exacerbation,false
C0439234,Year,year,false
C0439508,/Year,per year,false
C0005516,Biomarker,Biological Markers,true
C0441889,Levels,Levels (qualifier value),false
C1524063,Use of,Use of,false
C0444956,High dose,High dose,false
C4330985,/mm,Per Millimeter,false
C4554674,MM,MM genotype,false
C0549178,ONGOING,Continuous,false
C0392707,atopic,Atopy,false
C0851444,Allergic condition,Allergic condition,false
C1415800,PPB,HTN1 gene,false
C0027430,NASAL POLYPOSIS,Nasal Polyps,true
C0149516,Chronic rhinosinusitis,Chronic sinusitis,false
C0439175,% total,% of total,false
C2697941,LU/ml,Loomis Unit per Milliliter,false
C0439810,Total,Total,false
C1968515,Pack,Pack (physical object),false
C0439234,yr,year,false
C2828395,PACK,Packing (action),false
C2825051,PACK,Pack unit,false
C0242492,Relative Risk,Relative Risk,true
C0032042,Placebo,Placebos,true
C0596019,Cl -,Chloride Ion,false
C1696465,PLACEBO,placebo,false
C1706408,PLACEBO,Placebo Control,false
C0005516,Biomarker,Biological Markers,true
C0441889,Levels,Levels (qualifier value),false
C3660996,DUPILUMAB,dupilumab,true
C4330985,/mm,Per Millimeter,false
C4554674,MM,MM genotype,false
C4330985,/mm,Per Millimeter,false
C4554674,MM,MM genotype,false
C1415800,PPB,HTN1 gene,false
C1415800,PPB,HTN1 gene,false
C0439175,% total,% of total,false
C0439810,Total,Total,false
C2697941,LU/ml,Loomis Unit per Milliliter,false
C0750480,Count,Count,false
C1705566,COUNT,Count Dosing Unit,false
C0242492,Relative Risk,Relative Risk,true
C0032042,Placebo,Placebos,true
C0596019,Cl -,Chloride Ion,false
C1696465,PLACEBO,placebo,false
C1706408,PLACEBO,Placebo Control,false
C0017337,GENE,Genes,true
C3660996,DUPILUMAB,dupilumab,true
C0752046,SNP,Single Nucleotide Polymorphism,true
C1527094,SNP,SNP Info,false
C4330985,/mm,Per Millimeter,false
C4554674,MM,MM genotype,false
C0443303,Short-term,short-term,false
C1415800,PPB,HTN1 gene,false
C0443252,Long Term,Long-term,false
C0750480,Count,Count,false
C1705566,COUNT,Count Dosing Unit,false
C0369773,P NOS,P Blood group antibodies,false
C0596019,Cl -,Chloride Ion,false
C2603361,P',P prime,false
C0017337,GENE,Genes,true
C0752046,SNP,Single Nucleotide Polymorphism,true
C1527094,SNP,SNP Info,false
C0035970,RS,Russia,true
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C3813325,RS,Disease Response Domain,false
C0443303,Short-term,short-term,false
C3711796,ATM,"ATM protein, human",true
C1708726,Locus,Locus,false
C0443252,Long Term,Long-term,false
C3711796,ATM,"ATM protein, human",true
C1412791,OCN,BGLAP gene,false
C2347392,OCN,Oncology Certified Nurse,false
C0369773,P NOS,P Blood group antibodies,false
C0596019,Cl -,Chloride Ion,false
C2603361,P',P prime,false
C0682323,mate,Partner in relationship,false
C1260875,Mate,mating,false
C0035970,RS,Russia,true
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C3813325,RS,Disease Response Domain,false
C0443303,Short-term,short-term,false
C3711796,ATM,"ATM protein, human",true
C1708726,Locus,Locus,false
C0443252,Long Term,Long-term,false
C3711796,ATM,"ATM protein, human",true
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C3813325,RS,Disease Response Domain,false
C0035970,RS,Russia,true
C1412791,OCN,BGLAP gene,false
C2347392,OCN,Oncology Certified Nurse,false
C0035970,RS,Russia,true
C0282379,AA,Aruba,true
C1235746,Aa,Aa (Plant),false
C1882141,aa,Of Each,false
C4554792,AA,AA genotype,false
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C3813325,RS,Disease Response Domain,false
C0682323,mate,Partner in relationship,false
C1260875,Mate,mating,false
C0001246,Ac,Actinium,true
C0003354,AC,Antigua and Barbuda,true
C1412573,AC,ASAH1 gene,false
C2000891,AC,"ASAH1 protein, human",true
C3539770,AC,ASAH1 wt Allele,false
C0443303,Short-term,short-term,false
C0008318,CC,Cholecalciferol,true
C0035970,RS,Russia,true
C3538933,CC,C-Circle,false
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C3813325,RS,Disease Response Domain,false
C0443252,Long Term,Long-term,false
C1739039,EGFR,"EGFR protein, human",true
C0439445,mL/min,mL/min,false
C3811844,eGFR,Estimated Glomerular Filtration Rate,false
C3812682,EGFR,Epidermal Growth Factor Receptor Measurement,false
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C0035970,RS,Russia,true
C3813325,RS,Disease Response Domain,false
C0205177,Active,Active,false
C2718773,CANAKINUMAB,canakinumab,true
C3853793,active,active (HL7 RoleLink),false
C3888249,Active,Active License,false
C0035970,RS,Russia,true
C0282379,AA,Aruba,true
C1235746,Aa,Aa (Plant),false
C1882141,aa,Of Each,false
C4554792,AA,AA genotype,false
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C3813325,RS,Disease Response Domain,false
C0455531,History of - heart failure,H/O: heart failure,false
C0001246,Ac,Actinium,true
C0003354,AC,Antigua and Barbuda,true
C1412573,AC,ASAH1 gene,false
C2000891,AC,"ASAH1 protein, human",true
C3539770,AC,ASAH1 wt Allele,false
C0201976,Serum Creatinine,"Creatinine measurement, serum (procedure)",false
C0347982,mol/L,Mole per Liter,false
C0600061,serum creatinine,Serum creatinine level,false
C0035970,RS,Russia,true
C0008318,CC,Cholecalciferol,true
C3538933,CC,C-Circle,false
C3714753,RS,"RETINOSCHISIS 1, X-LINKED, JUVENILE",false
C3813325,RS,Disease Response Domain,false
C0439294,g l,Kilogram per Cubic Meter,false
C0456615,G/L,Billion per Liter,false
C1739039,EGFR,"EGFR protein, human",true
C0439445,mL/min,mL/min,false
C3811844,eGFR,Estimated Glomerular Filtration Rate,false
C3812682,EGFR,Epidermal Growth Factor Receptor Measurement,false
C0036785,serum calcium,Serum Calcium Level,false
C1532563,mmol/L,Millimole per Liter,false
C0728876,Serum calcium,Serum calcium measurement,false
C0205177,Active,Active,false
C2718773,CANAKINUMAB,canakinumab,true
C3853793,active,active (HL7 RoleLink),false
C3888249,Active,Active License,false
C0036820,serum phosphate,serum phosphate,false
C1532563,mmol/L,Millimole per Liter,false
C0455531,History of - heart failure,H/O: heart failure,false
C0033687,Protein in urine,Proteinuria,true
C0201976,Serum Creatinine,"Creatinine measurement, serum (procedure)",false
C0347982,mol/L,Mole per Liter,false
C0600061,serum creatinine,Serum creatinine level,false
C0004076,Glucose In Urine,"Glucose measurement, urine",false
C0439294,g l,Kilogram per Cubic Meter,false
C0456615,G/L,Billion per Liter,false
C0567349,mg/mmol,milligram/millimole (mg/mmol),false
C2348885,mg/mmol,Gram per Mole (g/mol),false
C0036785,serum calcium,Serum Calcium Level,false
C1532563,mmol/L,Millimole per Liter,false
C0728876,Serum calcium,Serum calcium measurement,false
C0178602,DOSE,Dosage,false
C0869039,Dose,Unit dose,false
C1114758,Dose #,Dose number:Number:Point in time:^Patient:Quantitative,false
C0036820,serum phosphate,serum phosphate,false
C1532563,mmol/L,Millimole per Liter,false
C0178602,Doses,Dosage,false
C0033687,Protein in urine,Proteinuria,true
C0178602,Doses,Dosage,false
C0004076,Glucose In Urine,"Glucose measurement, urine",false
C1708485,Incidence Rate,Incidence Rate,false
C0567349,mg/mmol,milligram/millimole (mg/mmol),false
C2348885,mg/mmol,Gram per Mole (g/mol),false
C0567349,mg/mmol,milligram/millimole (mg/mmol),false
C2348885,mg/mmol,Gram per Mole (g/mol),false
C0178602,DOSE,Dosage,false
C0869039,Dose,Unit dose,false
C1114758,Dose #,Dose number:Number:Point in time:^Patient:Quantitative,false
C0205210,Clinical,Clinical,false
C0544452,Remission,Disease remission,false
C0687702,remission,Cancer Remission,false
C0332174,/week,Weekly,false
C0439230,Week,week,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0030705,Patients,Patients,true
C1522196,ENTER,Enteral Route of Drug Administration,false
C0443252,Long Term,Long-term,false
C0231448,Extension,Extension,false
C1880641,Extension,Telephone Extension Number,false
C0033453,b factor,Complement Factor B,true
C0046774,B-factor,3'-(1-butylphosphoryl)adenosine,true
C1824728,FACTOR B,CFB gene,false
C0178602,Doses,Dosage,false
C0231491,Antagonist,Antagonist muscle action,false
C1448177,TNF,"TNF protein, human",true
C0178602,Doses,Dosage,false
C1448177,TNF,"TNF protein, human",true
C0231491,Antagonist,Antagonist muscle action,false
C0332157,Exposed,Exposure to,false
C1708485,Incidence Rate,Incidence Rate,false
C2742797,VEDOLIZUMAB,vedolizumab,true
C0567349,mg/mmol,milligram/millimole (mg/mmol),false
C2348885,mg/mmol,Gram per Mole (g/mol),false
C0001779,AGE,Age,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0205210,Clinical,Clinical,false
C0687702,remission,Cancer Remission,false
C0332174,/week,Weekly,false
C0544452,Remission,Disease remission,false
C0439230,Week,week,false
C0039798,treatment,therapeutic aspects,true
C0087111,Treatment,Therapeutic procedure,true
C1522326,Treatment,Treating,false
C1533734,Treatment,Administration procedure,false
C1705169,Treatment,Biomaterial Treatment,false
C3538994,TREATMENT,Treatment Epoch,false
C3887704,treatment,treatment - ActInformationManagementReason,false
C0030705,Patients,Patients,true
C1522196,ENTER,Enteral Route of Drug Administration,false
C0443252,Long Term,Long-term,false
C0231448,Extension,Extension,false
C1880641,Extension,Telephone Extension Number,false
C0033453,b factor,Complement Factor B,true
C0046774,B-factor,3'-(1-butylphosphoryl)adenosine,true
C1824728,FACTOR B,CFB gene,false
C0086582,Sex Male,Males,true
C1448177,TNF,"TNF protein, human",true
C0231491,Antagonist,Antagonist muscle action,false
C0005910,Weight,Body Weight,true
C0043100,Weight,Weight,true
C1705104,Weight,Importance Weight,false
C1305866,weight,Weighing patient,false
C1532757,kg/min,kg/min,false
C1448177,TNF,"TNF protein, human",true
C0231491,Antagonist,Antagonist muscle action,false
C0332157,Exposed,Exposure to,false
C0872146,disease duration,disease length,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C2742797,VEDOLIZUMAB,vedolizumab,true
C0205197,COMPLETE,Complete,false
C0002424,Clinic,Ambulatory Care Facilities,true
C0442592,Clinic,Clinic,false
C0725685,COMPLEAT,Compleat Liquid Nutrition,false
C3853530,complete,Data operation - complete,false
C4283785,Complete,Complete Pharyngeal Contraction,false
C0001779,AGE,Age,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0086582,Sex Male,Males,true
C0330531,ELM,Ulmus,true
C2980688,ELM,Elm extract,false
C0005910,Weight,Body Weight,true
C1532757,kg/min,kg/min,false
C0043100,Weight,Weight,true
C1305866,weight,Weighing patient,false
C1705104,Weight,Importance Weight,false
C0521115,Concomitant,Simultaneous,false
C0013227,Medications,Pharmaceutical Preparations,true
C0802604,Medications,Medications:Presence or Identity:Duration of the study:^Patient:Nominal,false
C2598133,Medications,Medications:-:Point in time:^Patient:-,false
C4284232,Medications,Medications,false
C0872146,disease duration,disease length,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0205470,Imm,immunologic,false
C0002424,Clinic,Ambulatory Care Facilities,true
C0205197,COMPLETE,Complete,false
C0725685,COMPLEAT,Compleat Liquid Nutrition,false
C0442592,Clinic,Clinic,false
C3853530,complete,Data operation - complete,false
C4283785,Complete,Complete Pharyngeal Contraction,false
C0271160,CS,Cortical cataract,false
C0010182,CS,Costa Rica,true
C3540510,cs,Centisecond,false
C4085345,cs,Condylion superiore,false
C0205470,Imm,immunologic,false
C0019664,History,History,true
C0019665,history,Historical aspects qualifier,true
C0262512,"History, NOS",History of present illness,false
C0262926,History,Medical History,false
C1705255,History,Concept History,false
C2004062,History,History of previous events,false
C0332307,TYPE,Type - attribute,false
C1547052,*Type,*Type - Kind of quantity,false
C0330531,ELM,Ulmus,true
C2980688,ELM,Elm extract,false
C0549183,Median,Midline (qualifier value),false
C2347635,Median,Population Median,false
C0876920,Median,Median Statistical Measurement,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0441922,N+,N+ (tumor staging),false
C0369718,N NOS,N not otherwise specified Antibody,false
C0521115,Concomitant,Simultaneous,false
C0013227,Medications,Pharmaceutical Preparations,true
C0802604,Medications,Medications:Presence or Identity:Duration of the study:^Patient:Nominal,false
C2598133,Medications,Medications:-:Point in time:^Patient:-,false
C4284232,Medications,Medications,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C0205470,Imm,immunologic,false
C0449820,SCORE,Score,false
C0549183,Median,Midline (qualifier value),false
C2347635,Median,Population Median,false
C0876920,Median,Median Statistical Measurement,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C4050231,Score,ADHD hyperactive symptoms mean score:Score:Pt:^Patient:Qn:Calculated,false
C0010182,CS,Costa Rica,true
C0271160,CS,Cortical cataract,false
C3540510,cs,Centisecond,false
C4085345,cs,Condylion superiore,false
C0205470,Imm,immunologic,false
C0455610,Prior Surgery,H/O: surgery,false
C0007928,CD,Chad,true
C0034283,CD,Pyrimethamine,true
C4552032,CD,With lunch,false
C0332307,TYPE,Type - attribute,false
C1547052,*Type,*Type - Kind of quantity,false
C0683519,History of disease,disease history,false
C0730226,History of Disease,H/O: Disorder,false
C0850708,History of disease,History of disease,false
C0944983,History of Disease,History of symptoms & diseases:Finding:Point in time:^Patient:Nominal:Observed,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2347635,Median,Population Median,false
C2348144,Median,Sample Median,false
C2939193,Median,Median (qualifier value),false
C0369718,N NOS,N not otherwise specified Antibody,false
C0441922,N+,N+ (tumor staging),false
C0013103,drain,Drainage procedure,true
C0016169,FISTULA,pathologic fistula,true
C4265177,Drain #,Drain number:ID:Pt:^Patient:Nom,false
C0180499,DRAIN,Drain device,false
C0549183,Median,Midline (qualifier value),false
C0876920,Median,Median Statistical Measurement,false
C2939193,Median,Median (qualifier value),false
C0369718,N NOS,N not otherwise specified Antibody,false
