'docid'|'page'|'user'|'annotation'|'corrupted'|'tableType'|'corrupted_text'|'N'
'19332455'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16467'
'19213680'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16468'
'19201775'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"arms":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"time/period":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'Column 1 is a combination of arms and subgroup level.'|'16470'
'19097665'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"indented":true,"empty_row":true},"number":"1"},{"location":"Row","content":{"measures":true,"time/period":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_without_subgroup'|''|'16471'
'19052124'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"indented":true,"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16472'
'19026303'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Last column and last row have footnotes'|'16473'
'19001024'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"measures":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_without_subgroup'|''|'16474'
'18975369'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'''Recent use of allopurinol (within 30 days of'' should finish ''randomisation'''|'16475'
'26523993'|'2'|'Lili'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'15084'
'18972097'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"arms":true,"p-interaction":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"3"},{"location":"Col","content":{"other":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'16476'
'18926433'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'16477'
'27708114'|'2'|'Lili'|'{"annotations":[{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'15019'
'18821708'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Rows wrongly split across rows, but can ignore these apart from last two rows, where (Interquartile range) (mm) should read ''Median of JSW (Interquartile range) (mm)'''|'16479'
'18813219'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"measures":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'baseline_table'|'Row 1 and row 2 should be a single row'|'16480'
'18676075'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"other":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'baseline_table'|'Empty rows are mostly caused by rows erroneously split eg Baseline systolic blood is separated from pressure. Where it is a true heading, it is not needed to interpret the table'|'16481'
'18676075'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"outcomes":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'Column 1 includes the hazard ratio for each subgroup level followed by the event rate for each arm. No formatting distinguishes these two different types of measure.'|'16482'
'18600389'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Empty cell in column 1 is BMI'|'16483'
'18597830'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Last 5 rows are composed of the footnotes'|'16484'
'18549913'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16485'
'18539917'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16486'
'16053964'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16555'
'18511702'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'16487'
'18370800'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'16488'
'18284434'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16489'
'18259029'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'16490'
'18259029'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"3"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"4"}]}'|'false'|'result_table_subgroup'|''|'16491'
'23706759'|'2'|'Avi'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true,"bold":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'15215'
'18227370'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Empty row wont work for this table because of extraneous letters. Means wont be able to know that ''current'' refers to smoking'|'16492'
'18227370'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true,"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'Unusual layout. Column 1 includes the hazard ratio for each outcome followed by the event rate for each arm. No formatting distinguishes these two different types of measure.'|'16493'
'18227370'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true,"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'Unusual layout. Column 1 includes the hazard ratio for each outcome followed by the event rate for each arm. No formatting distinguishes these two different types of measure.'|'16494'
'18227370'|'4'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true,"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'Unusual layout. Column 1 includes the hazard ratio for each outcome followed by the event rate for each arm. No formatting distinguishes these two different types of measure.'|'16495'
'18025537'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_name":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'16496'
'18025537'|'2'|'David'|'{"annotations":[{"location":"Row","content":{"characteristic_name":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'other_table'|'Associations adjusted for treatment group. Not a subgroup effect or interaction table'|'16497'
'18000186'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"other":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16498'
'18000186'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"other":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"arms":true},"qualifiers":{},"number":"3"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'16499'
'17988947'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16500'
'17980928'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'16501'
'17980928'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"}]}'|'false'|'baseline_table'|''|'16502'
'17980928'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"time/period":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'16503'
'17969365'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|'Table doesn''t seem to match PMID'|'16504'
'17878242'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"time/period":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"other":true},"qualifiers":{"empty_row":true},"number":"2"},{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'16505'
'17846352'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'baseline_table'|'Original table, age is given as mean, but is also a header for age levels. So table doesn''t make sense when converted'|'16506'
'17846352'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"time/period":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"outcomes":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'16507'
'17723125'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"other":true},"qualifiers":{"empty_row":true,"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16508'
'17634458'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Lovely job from autoadd again. 3 differnet types of thing in column 1, all captured'|'16509'
'17634458'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"time/period":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'Produces table, but annotator cannot capture the fact that the outcome differs in the last 7 rows of this table. Maybe a split table here feature.'|'16510'
'17605774'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'I think that this is a post-randomisation stratifying variable'|'16512'
'17605774'|'3'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|'This is a 4 row table which is really a two row table. Rows 1 and 2 are one thing. Rows 3 and 4 another'|'16513'
'17456819'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true,"p-interaction":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'16514'
'17392541'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'16515'
'17384437'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|'Auto add''s first choice was right in every case. Need to think about handling strings which include characteristic levels AND names if implement the mutually excluding approach'|'16517'
'17384434'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16518'
'17304660'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16519'
'17304660'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'16520'
'17292766'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16523'
'16488800'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'baseline_table'|''|'16541'
'17292766'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"outcomes":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"measures":true,"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"indented":true,"empty_row":true},"number":"1"}]}'|'false'|'NA'|''|'16524'
'17259484'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16525'
'17259484'|'2'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"}]}'|'false'|'result_table_subgroup'|''|'16526'
'17190893'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16527'
'17124018'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true,"characteristic_name":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16528'
'17022864'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"2"}]}'|'false'|'baseline_table'|''|'16529'
'17010793'|'1'|'David'|'{"annotations":[{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row_with_p_value":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16530'
'16801465'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"other":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"characteristic_name":true,"measures":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"characteristic_level":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16531'
'16801465'|'2'|'David'|'{"annotations":[{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"outcomes":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|''|'16532'
'16651474'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"2"},{"location":"Col","content":{"time/period":true},"qualifiers":{"empty_row":true},"number":"1"}]}'|'false'|'result_table_subgroup'|'Annotator (not auto-add) beautifully captures this table format despite it being unusual)'|'16533'
'16537665'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row_with_p_value":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Row","content":{"arms":true,"measures":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16534'
'16537663'|'1'|'David'|'{"annotations":[{"location":"Col","content":{"characteristic_name":true,"characteristic_level":true},"qualifiers":{},"number":"1"},{"location":"Col","content":{"characteristic_name":true,"other":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{"indented":true},"number":"1"},{"location":"Row","content":{"arms":true,"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'baseline_table'|''|'16535'
'16537663'|'2'|'David'|'{"annotations":[{"location":"Row","content":{"measures":true},"qualifiers":{},"number":"3"},{"location":"Row","content":{"arms":true},"qualifiers":{},"number":"4"},{"location":"Col","content":{"other":true},"qualifiers":{"empty_row":true},"number":"1"},{"location":"Col","content":{"characteristic_name":true},"qualifiers":{"empty_row_with_p_value":true},"number":"1"},{"location":"Col","content":{"characteristic_level":true},"qualifiers":{},"number":"1"}]}'|'false'|'result_table_subgroup'|'Contains two tables Panel A and Panel B. Needs split outside anntoator to work properly in it.'|'16536'
