,descriptor,terms
434,characteristic_level,"age , years-age , years-age , years-age , years-female sex-female sex-female sex-female sex-weight , kg-weight , kg-weight , kg-weight , kg-bmi , kg / mnmbr-bmi , kg / mnmbr-bmi , kg / mnmbr-bmi , kg / mnmbr-duration diabetes , years-duration diabetes , years-duration diabetes , years-duration diabetes , years-established atherosclerotic disease-established atherosclerotic disease-established atherosclerotic disease-established atherosclerotic disease-hypertension-hypertension-hypertension-hypertension-dyslipidemia-dyslipidemia-dyslipidemia-dyslipidemia-prior mi-prior mi-prior mi-prior mi-prior heart failure-prior heart failure-prior heart failure-prior heart failure-prior coronary revascularization-prior coronary revascularization-prior coronary revascularization-prior coronary revascularization-systolic blood pressure , mmhg-systolic blood pressure , mmhg-systolic blood pressure , mmhg-systolic blood pressure , mmhg-diastolic blood pressure , mmhg-diastolic blood pressure , mmhg-diastolic blood pressure , mmhg-diastolic blood pressure , mmhg-%-%-%-%-mmol / mol-mmol / mol-mmol / mol-mmol / mol-fasting serum glucose , mg / dl-fasting serum glucose , mg / dl-fasting serum glucose , mg / dl-fasting serum glucose , mg / dl-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-acr , mg / mmol-acr , mg / mmol-acr , mg / mmol-acr , mg / mmol-acr-, nmbr . nmbr mg / mmol-, nmbr . nmbr mg / mmol-, nmbr . nmbr mg / mmol-nmbr . nmbr # nmbr . nmbr mg / mmol-nmbr . nmbr # nmbr . nmbr mg / mmol-nmbr . nmbr # nmbr . nmbr mg / mmol-. nmbr . nmbr mg / mmol-. nmbr . nmbr mg / mmol-. nmbr . nmbr mg / mmol-nt - probnp , pg / ml-nt - probnp , pg / ml-nt - probnp , pg / ml-nt - probnp , pg / ml-aspirin-aspirin-aspirin-aspirin-statins-statins-statins-statins-b - blockers-b - blockers-b - blockers-b - blockers-diuretics-diuretics-diuretics-diuretics-ace inhibitors-ace inhibitors-ace inhibitors-ace inhibitors-angiotensin receptor blockers-angiotensin receptor blockers-angiotensin receptor blockers-angiotensin receptor blockers-calcium antagonists-calcium antagonists-calcium antagonists-calcium antagonists-metformin-metformin-metformin-metformin-sulfonylurea-sulfonylurea-sulfonylurea-sulfonylurea-thiazolidinediones-thiazolidinediones-thiazolidinediones-thiazolidinediones-insulin-insulin-insulin-insulin-none-none-none-none"
436,characteristic_name,nyha functional class-nyha functional class-nyha functional class-nyha functional class-nyha functional class-baseline cardiovascular disease-baseline cardiovascular disease-baseline cardiovascular disease-baseline cardiovascular disease-baseline cardiovascular disease-baseline cardiovascular disease-baseline cardiovascular disease-baseline cardiovascular disease-baseline cardiovascular disease-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-haemodynamics lv function-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-laboratory findings-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-baseline medication-age ( years )-age ( years )-age ( years )-males ( % )-males ( % )-males ( % )-body weight ( kg )-body weight ( kg )-body weight ( kg )-height ( cm )-height ( cm )-height ( cm )-body mass index ( kg / mnmbr )-body mass index ( kg / mnmbr )-body mass index ( kg / mnmbr )
437,characteristic_level,ii-ii-iii-iii-ischaemic heart disease-ischaemic heart disease-ischaemic heart disease-dilated cardiomyopathy-dilated cardiomyopathy-dilated cardiomyopathy-diabetes mellitus-diabetes mellitus-diabetes mellitus-systolic blood pressure ( mmhg )-systolic blood pressure ( mmhg )-systolic blood pressure ( mmhg )-diastolic blood pressure ( mmhg )-diastolic blood pressure ( mmhg )-diastolic blood pressure ( mmhg )-heart rate ( bpm )-heart rate ( bpm )-heart rate ( bpm )-lvdd ( mm )-lvdd ( mm )-lvdd ( mm )-lvef ( % )-lvef ( % )-lvef ( % )-< nmbr %-< nmbr %-< nmbr %-> nmbr < nmbr %-> nmbr < nmbr %-> nmbr < nmbr %-> nmbr %-> nmbr %-> nmbr %-haemoglobin ( g / dl )-haemoglobin ( g / dl )-haemoglobin ( g / dl )-blood urea nitrogen ( mg / dl )-blood urea nitrogen ( mg / dl )-blood urea nitrogen ( mg / dl )-creatinine ( mg / dl )-creatinine ( mg / dl )-creatinine ( mg / dl )-albumin ( mg / dl )-albumin ( mg / dl )-albumin ( mg / dl )-ldl - c ( mg / dl )-ldl - c ( mg / dl )-ldl - c ( mg / dl )-egfr ( ml / min / nmbr . nmbr mnmbr )-egfr ( ml / min / nmbr . nmbr mnmbr )-egfr ( ml / min / nmbr . nmbr mnmbr )-bnp ( pg / ml )-bnp ( pg / ml )-bnp ( pg / ml )-p - blocker-p - blocker-p - blocker-acei-acei-acei-diuretics-diuretics-diuretics-thiazides-thiazides-thiazides-loop diuretics-loop diuretics-loop diuretics-spironolactone-spironolactone-spironolactone-calcium - channel blocker-calcium - channel blocker-calcium - channel blocker-statin-statin-statin
439,characteristic_name,"age , . .-age , . .-age , . .-age , . .-age , . .-age , . .-gender-gender-gender-gender-gender-gender-bmi , kg / mnmbr-bmi , kg / mnmbr-bmi , kg / mnmbr-bmi , kg / mnmbr-bmi , kg / mnmbr-bmi , kg / mnmbr-diabetes mellitus-diabetes mellitus-diabetes mellitus-diabetes mellitus-diabetes mellitus-diabetes mellitus-lvh-lvh-lvh-lvh-lvh-lvh-sbp , mmhg-sbp , mmhg-sbp , mmhg-sbp , mmhg-sbp , mmhg-sbp , mmhg-dbp , mmhg-dbp , mmhg-dbp , mmhg-dbp , mmhg-dbp , mmhg-dbp , mmhg-lvef , %-lvef , %-lvef , %-lvef , %-lvef , %-lvef , %-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-egfr , ml / min / nmbr . nmbr mnmbr-bnp , pg / ml-bnp , pg / ml-bnp , pg / ml-bnp , pg / ml-bnp , pg / ml-bnp , pg / ml-hscrp , mg / l-hscrp , mg / l-hscrp , mg / l-hscrp , mg / l-hscrp , mg / l-hscrp , mg / l-spironolactone-spironolactone-spironolactone-spironolactone-spironolactone-spironolactone"
440,characteristic_level,< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-male-male-male-male-male-male-female-female-female-female-female-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-yes-yes-yes-yes-yes-yes-no-no-no-no-no-yes-yes-yes-yes-yes-yes-no-no-no-no-no-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-< nmbr-> nmbr-> nmbr-> nmbr-> nmbr-> nmbr-yes-yes-yes-yes-yes-yes-no-no-no-no-no
441,measures,event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper-event / total-ratio-lower-upper-upper-upper-event / total-ratio-lower-upper-upper
443,characteristic_name,medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history-medical history
444,characteristic_level,"treatment candesartan-treatment candesartan-treatment candesartan-treatment candesartan-treatment candesartan-hypertension-hypertension-hypertension-hypertension-hypertension-diabetes mellitus-diabetes mellitus-diabetes mellitus-diabetes mellitus-diabetes mellitus-current previous atrial fibrillation-current previous atrial fibrillation-current previous atrial fibrillation-current previous atrial fibrillation-current previous atrial fibrillation-previous stroke tia-previous stroke tia-previous stroke tia-previous stroke tia-previous stroke tia-current use ace inhibitor-current use ace inhibitor-current use ace inhibitor-current use ace inhibitor-current use ace inhibitor-thrombolytic treatment randomization-thrombolytic treatment randomization-thrombolytic treatment randomization-thrombolytic treatment randomization-thrombolytic treatment randomization-female sex-female sex-female sex-female sex-female sex-age , y-age , y-age , y-age , y-age , y-systolic blood pressure , mm hg-systolic blood pressure , mm hg-systolic blood pressure , mm hg-systolic blood pressure , mm hg-systolic blood pressure , mm hg-diastolic blood pressure , mm hg-diastolic blood pressure , mm hg-diastolic blood pressure , mm hg-diastolic blood pressure , mm hg-diastolic blood pressure , mm hg-sss score-sss score-sss score-sss score-duration symptoms , h-duration symptoms , h-duration symptoms , h-duration symptoms , h-duration symptoms , h"
447,characteristic_level,paci-paci-paci-poci-poci-laci-laci
448,outcomes,functional outcome ( mrs nmbr - nmbr )-functional outcome ( mrs nmbr - nmbr )-functional outcome ( mrs nmbr - nmbr )-functional outcome ( mrs nmbr - nmbr )-functional outcome ( mrs nmbr - nmbr )-functional outcome ( mrs nmbr - nmbr )-functional outcome ( mrs nmbr - nmbr )
449,arms,placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )-placebo group ( n = nmbr )-dapagliflozin nmbr mg group ( n = nmbr )
450,characteristic_level,"full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *-full analysis set-full analysis set-age , nmbr years-age , nmbr years-age $ nmbr years § *-age $ nmbr years § *"
451,measures,"n-n-n-n-n-n-%-%-%-%-%-%-mmol / mol-mmol / mol-mmol / mol-mmol / mol-mmol / mol-mmol / mol-%-%-%-%-%-%-mmol / mol-mmol / mol-mmol / mol-mmol / mol-mmol / mol-mmol / mol-x / n-x / n-x / n-x / n-x / n-x / n-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-n-n-n-n-n-n-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-n-n-n-n-n-n-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-change baseline , adjusted mean ( nmbr % ci ) , %-change baseline , adjusted mean ( nmbr % ci ) , %-change baseline , adjusted mean ( nmbr % ci ) , %-change baseline , adjusted mean ( nmbr % ci ) , %-change baseline , adjusted mean ( nmbr % ci ) , %-change baseline , adjusted mean ( nmbr % ci ) , %-n-n-n-n-n-n-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-x / n-x / n-x / n-x / n-x / n-x / n-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-% ( nmbr % ci )-n-n-n-n-n-n-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-baseline , mean ( sd )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )-change baseline , adjusted mean ( nmbr % ci )"
453,arms,"p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr-ranolazine , n = inmbrinmbr-ranolazine , n = inmbrinmbr-placebo , n = inmbr-placebo , n = inmbr-p value nmbr . nmbr"
454,characteristic_name,index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis-index diagnosis
455,characteristic_level,"gender , male-gender , male-gender , male-gender , male-gender , male-gender , male-ua-ua-ua-ua-nsteacs-nsteacs-nsteacs-nsteacs-other-other-other-other-diabetes-diabetes-diabetes-diabetes-diabetes-hypertension-hypertension-hypertension-hypertension-hypertension-dyslipidemia-dyslipidemia-dyslipidemia-dyslipidemia-dyslipidemia-current smoker-current smoker-current smoker-current smoker-current smoker-family history cad-family history cad-family history cad-family history cad-family history cad-history chf-history chf-history chf-history chf-history chf-lvef < nmbr % , n = nmbr nmbr ) “-lvef < nmbr % , n = nmbr nmbr ) “-lvef < nmbr % , n = nmbr nmbr ) “-lvef < nmbr % , n = nmbr nmbr ) “-lvef < nmbr % , n = nmbr nmbr ) “-prior ml-prior ml-prior ml-prior ml-prior ml-prior pci-prior pci-prior pci-prior pci-prior pci-prior cabg-prior cabg-prior cabg-prior cabg-prior cabg-prior angiography showing stenosis > nmbr % , n = nmbr °-prior angiography showing stenosis > nmbr % , n = nmbr °-prior angiography showing stenosis > nmbr % , n = nmbr °-prior angiography showing stenosis > nmbr % , n = nmbr °-prior angiography showing stenosis > nmbr % , n = nmbr °-prior revascularization-prior revascularization-prior revascularization-prior revascularization-prior revascularization-creatinine clearance < nmbr ml / min-creatinine clearance < nmbr ml / min-creatinine clearance < nmbr ml / min-creatinine clearance < nmbr ml / min-creatinine clearance < nmbr ml / min-bnp > nmbr pg / ml , n = nmbr-bnp > nmbr pg / ml , n = nmbr-bnp > nmbr pg / ml , n = nmbr-bnp > nmbr pg / ml , n = nmbr-bnp > nmbr pg / ml , n = nmbr-tnl ultrapositive > nmbr . nmbr pg / l , nmbr = nmbr-tnl ultrapositive > nmbr . nmbr pg / l , nmbr = nmbr-tnl ultrapositive > nmbr . nmbr pg / l , nmbr = nmbr-tnl ultrapositive > nmbr . nmbr pg / l , nmbr = nmbr-tnl ultrapositive > nmbr . nmbr pg / l , nmbr = nmbr-aspirin-aspirin-aspirin-aspirin-aspirin-clopidogrel-clopidogrel-clopidogrel-clopidogrel-clopidogrel-ff - blocker-ff - blocker-ff - blocker-ff - blocker-ff - blocker-ace - lorarb-ace - lorarb-ace - lorarb-ace - lorarb-ace - lorarb-statin-statin-statin-statin-statin-age > nmbr years-age > nmbr years-age > nmbr years-age > nmbr years-age > nmbr years"
