cluster,term
153,cs use : no
154,stent diameter < nmbr mm
154,stent diameter $ nmbr mm
155,"overall ( n = nmbr , nmbr )"
155,overall ( n = nmbr vs nmbr )
156,leukotriene receptor antagonists
156,leukotriene - receptor antagonist
157,"high - sensitivity c - reactive protein , mg / ltt"
157,"high - sensitivityc - reactive protein , mg / l"
158,etn + mtx ( n = nmbr )
158,hcq + mtx ( n = nmbr )
158,ssz + mtx ( n = nmbr )
158,lef + mtx ( n = nmbr )
159,> nmbr drinks
159,nmbr drinks
160,glucose ( mg / dl )
160,glucose — mg / dl
161,thienopyridine
161,+ thienopyridine
161,no thienopyridine
161,- thienopyridine
162,acholesterol ( % )
162,cholesterol ( % )
163,< nmbr . nmbr mg / dl
163,> nmbr . nmbr mg / mmol
163,> nmbr . nmbr - g / l
163,nmbr - nmbr mg / g
163,nmbr nmbr mg / dl
163,≥ nmbr to < nmbr mg / g
163,> nmbr . nmbr mg / l
163,> nmbr . nmbr mmol / l
163,≥ nmbr to < nmbr mg / dl
163,< nmbr . nmbr mmol / l
163,< nmbr . nmbr mg / mmol
163,> nmbr & < nmbr mg / dl
163,> nmbr and < nmbr mg / dl
163,> nmbr to nmbr mg / g
163,> nmbr but < nmbr mg / dl
163,< nmbr . nmbr ng / ml
163,> nmbr + nmbr mmol / l
163,nmbr - nmbr mg / dl
163,. nmbr . nmbr mg / mmol
163,< nmbr - nmbr mmol / l
163,", nmbr . nmbr mg / mmol"
163,nmbr to nmbr mg / g
163,nmbr to < nmbr mg / dl
163,> nmbr . nmbr mg / dl
163,"> nmbr , < nmbr mg / dl"
163,< nmbr . nmbr l - g / l
163,> nmbr . nmbr ng / ml
163,> nmbr ' nmbr mmol / l
163,> nmbr - nmbr mmol / l
163,< nmbr . nmbrmg / l
164,cerebral vascular disease
164,cerebrovascular disease
165,linagliptin
165,vildagliptin
165,sitagliptin
165,saxagliptin
166,mean ( s . e . )
166,mean ( s . e . ) t
166,mean ( s . d . )
167,"mean bmi , kg / mnmbr ( sd )"
167,mean bmi ( kg / mnmbr ) ( sd )
168,tiotropium ( nznmbr )
168,tiotropium ( n z nmbr )
168,tiotropium ( n = nmbr )
169,gastroduodenum
169,gastroduodenal
170,primary endpoint
170,"primary end point """
170,primary end point
171,dyslipidemia — no . ( % )
171,dyslipidemia — no . ( % ) |
172,"tjc ( nmbr - nmbr ) , mean ( sd )"
172,"sjc ( nmbr - nmbr ) , mean ( sd )"
173,non cv mortality
173,non - cv mortality
174,patients with prevalent kidney disease at baseline
174,patients without prevalent kidney disease at baseline
175,"mean ( s . d . ) age , years"
175,"mean ± s . d . age , years"
176,nmbr mg / day early - start - delayed - start
176,nmbr mg / day early - start - delayed start
177,£ nmbr kg / mnmbr
177,anmbr kg / mnmbr
177,< nmbr kg / m nmbr
177,> nmbrkg / mnmbr
177,< nmbrkg / mnmbr
177,snmbr kg / mnmbr
177,< nmbr kg / mnmbr
177,≥ nmbr kg / mnmbr
177,> nmbr kg / mnmbr
178,hypokalemia ‡   ( potassium < nmbr . nmbr mmol / l )
178,hyperkalemia ‡   ( potassium ≥ nmbr . nmbr mmol / l )
179,heparin only
179,aspirin only
180,"mitral regurgitation , n ( % )"
180,"mitral regurgitation , ( % )"
181,< nmbr years n z nmbr
181,> nmbr years n z nmbr
182,age < nmbr y ( n = nmbr )
182,age ' nmbr y ( n nmbr )
182,age > nmbr y ( n = nmbr )
183,"ace inhibitor , %"
183,ace inhibitor
183,ace inhibitors
183,tnf inhibitors
183,tnf inhibitor
183,ace inhibitor yes
184,body - mass index : ! :
184,body - mass index ; ! ;
185,"change from baseline to eos , uu / ml"
185,"change from baseline to eos , mg / dl"
186,right coronary artery
186,r ight coronar y artery
187,duration of tnmbrdm > nmbr years
187,duration of tnmbrdm < nmbr years
188,time to randomization
188,time of randomization
189,p value ( cangrelor versus clopidogrel in men )
189,p value ( cangrelor versus clopidogrel in women )
190,weight ( kg )
190,"weight , kg *"
190,height — cm
190,w eight ( k g )
190,"weight , lbs"
190,"weight , kg"
190,"height , cm"
190,weight 一 kg
190,height ( cm )
190,weight — kg
190,weight - kg
190,"height , cm *"
191,"ldl - c , mmol / l ( mg / dl )"
191,"hdl - c , mmol / l ( mg / dl )"
192,body - mass index ) -
192,"body mass index , %"
192,body - mass indexj
192,body - mass indexf
192,"body - mass index ) """
192,body - mass index )
192,body - mass index *
192,body - mass index §
192,body mass index *
192,body - mass index $
192,body mass indexc
192,body mass index +
192,body mass index
192,body mass index :
192,body - mass index
193,family history of premature chd
193,family history of premature chdj
194,abatacept nmbr mg / kg ( n = nmbr )
194,abatacept ~ nmbr mg / kg ( n = nmbr )
195,prior tnf antagonist failure - no
195,prior tnf antagonist failure - yes
196,previous cabg
196,previous mi
196,previous ptca
196,previous pci
196,previous hf
196,previous tia
196,previous ml
196,previous chf
196,previous cad
196,previous ami
196,previously
196,previous
197,w event ( rate )
197,n event ( rate )
198,"type nmbr diabetes ( n = nmbr , nmbr )"
198,"no type nmbr diabetes ( n = nmbr , nmbr )"
199,family history of vte
199,family history of cad
200,with p blockers
200,without p blockers
201,triglycerides < nmbr - nmbr mmol / l
201,triglycerides > nmbr - nmbr mmol / l
202,"non - hdl - c , mg / dl"
202,non - hdl - c ( mg / dl )
203,lipid - lowering medications^
203,lipid - lowering medications
203,lipid - lowering medication
204,history of cad
204,no history of af
204,history of pci
204,history of copd
204,history pci
204,history of mi
204,history of vte
204,history of chf
204,history of chd
204,history of cabg
204,no history of chf
204,history of pad
204,history of ml
204,history of hf
204,history of af
205,lesion length $ nmbr mm
205,lesion length > nmbr mm
206,male gender
206,female gender
207,"ratio of hrs ( nmbr % cl ) , p for sex interaction"
207,"ratio of hrs ( nmbr % ci ) , p for sex interaction"
208,statins / ezetimibe
208,statin or ezetimibe
209,> median ( nmbr . nmbr ) — number / n ( % )
209,< median ( nmbr . nmbr ) — number / n ( % )
210,renal impairment
210,renal impairmentt
211,antiplatelet drugs
211,antiplatelet drug
212,chanmbrdsnmbr - vasc $ nmbr
212,chanmbrdsnmbr - vasc # nmbr
212,chanmbrdsnmbr - vasc > nmbr
213,reversibility to
213,reversibility ( % ) t
213,reversibility *
213,reversibility
213,"reversibility , %"
213,reversibility ( % )
213,reversibility %
214,present ( £ nmbr mg / dl )
214,present ( > nmbr mg / dl )
215,hbanmbrc < = nmbr %
215,hbanmbrc < nmbr %
215,hbanmbrc > nmbr %
215,hbanmbrc > = nmbr %
216,metformin 一 no . ( % )
216,metformin — no . ( % )
217,women / men [ % ]
217,"women / men , %"
218,nmbr . nmbr to # nmbr . nmbr mg / mmol
218,nmbr . nmbr - < nmbr . nmbr mg / mmol
219,"baseline tav - > = median ( n = nmbr , nmbr )"
219,"baseline pav - > = median ( n = nmbr , nmbr )"
219,"baseline tav - < median ( n = nmbr , nmbr )"
219,"baseline pav - < median ( n = nmbr , nmbr )"
220,ifg / igt
220,ifg and igt
221,< nmbr % ( < nmbr mmol / mol )
221,> nmbr % ( > nmbr mmol / mol )
221,> = nmbr % ( nmbr mmol / mol )
221,< nmbr % ( nmbr mmol / mol )
222,"no mi ( n - nmbr , nmbr )"
222,"pad ( n - nmbr , nmbr )"
222,"no mvd ( n - nmbr , nmbr )"
222,"acs ( n - nmbr , nmbr )"
222,"mvd ( n - nmbr , nmbr )"
222,"any mi ( n - nmbr , nmbr )"
222,"no pad ( n - nmbr , nmbr )"
223,total cholesterol > nmbr - nmbr mmol / lt
223,total cholesterol < nmbr nmbr mmol / lt
223,total cholesterol < nmbr - nmbr mmol / lt
223,total cholesterol > nmbr ' nmbr mmol / lt
224,"body mass index , mean ( sd )"
224,"body mass index , mean ( sd ) t"
224,"body massindex , mean ( sd ) a"
224,"body - mass index , mean ( sd )"
224,"body mass index , mean ( sd ) d"
225,change from baseline *
225,change from baseline
225,% change from baseline
226,rectal bleeding subscore {
226,rectal bleeding subscore
227,ldl - c ( mmol / l )
227,"ldl - c , mmol / l"
227,"hdl - c , mmol / l"
227,hdl - c ( mmol / l )
227,ldl - c * ( mmol / l )
228,insulin - dependent
228,insulin dependentc
229,antihypertensive therapy
229,anti - hypertensive therapy
230,ace inhibitors or angiotensin - receptor blockers^
230,ace inhibitor or angiotensin receptor blocker
230,ace inhibitor or angiotensin ii receptor blocker
230,ace inhibitors or angiotensin receptor blockers
231,"diabetes duration , years"
231,diabetes duration ( years )
232,age ( years ) mean ± sd
232,"age , y , mean ( sd )"
232,"cdai , mean ( sd )"
232,"age , years ( sd )"
232,"age , years , mean + sd"
232,"age , yr mean ( sd )"
232,"age , mean ( sd )"
232,"bmi , mean ( sd )"
232,age ( years ) mean ( sd )
232,"age ( years ) ( mean , sd )"
232,"tc , mean ( sd )"
232,"bmi , mean ( sd ) b"
232,"ibdq , mean ± sd"
232,"age ( years ) , mean ± sd"
232,"age , y , mean ± sd"
232,"age , years , mean ( sd )"
232,"bmi , mean ± sd"
232,"age , yr , mean ( sd )"
232,"sdai , mean ( sd )"
232,"age , mean ± sd"
232,"age ( yrs ) , mean ± sd"
232,"age ( years ) , mean ( sd )"
232,"age , years , mean ± sd"
232,"age , mean yr ( sd )"
232,"basfi , mean ( sd )"
232,"age in years , mean ( sd )"
232,age ( years ) - mean ± sd
232,"age , yrs , mean ( sd )"
233,one of the above
233,two of the above
233,all of the above
233,none of the above
233,any of the above
234,asian or oriental
234,asian / oriental
235,no . of stents
235,no . of events
235,no . of patients
236,serum creatinine — mg / dl §
236,serum creatinine ( mg / dl )
236,serum creatinine — mg / dl
236,"serum creatinine , mg / dlb"
236,"serum creatinine , mg / dl"
237,"no diabetes ( n - nmbr , nmbr )"
237,"diabetes ( n - nmbr , nmbr )"
238,"final median , mg / l"
238,"final mean , mg / dl"
239,nonwhite race !
239,nonwhite race
239,white race
239,non - white race
239,non - white raceb
240,"> nmbr egfr , ml / min / nmbr . nmbr mnmbr"
240,"> nmbr egfr , ml / min / nmbr . nmbr mnmbr a"
241,current cigarette smoker
241,current cigarette smoking
242,at home systolic pressure > nmbr mm hg
242,at home diastolic pressure < nmbr mm hg
242,at home diastolic pressure > nmbr mm hg
242,at home systolic pressure < nmbr mm hg
243,hx stroke / tia
243,stroke or tia
243,stroke ortiab
243,stroke / tia
243,no stroke / tia
244,clinical history — no . ( % )
244,"clinical history , no . ( % )"
244,"clinical history , n ( % )"
245,combination therapy ( n = nmbr )
245,"combination therapy , n = nmbr"
246,anmbrc at baseline < nmbr . nmbr %
246,anmbrc at baseline ≥ nmbr . nmbr %
247,native american
247,latin american
247,latin america
248,"liraglutide nmbr . nmbr mg ,"
248,liraglutide nmbr . nmbr mg
249,"medical history , no . ( % )"
249,medical history — no . ( % )
249,"medical history , n ( % )"
250,diabetes mellitus :
250,diabetes mellitus
250,no diabetes mellitus
250,"diabetes mellitus , n ( % )"
250,diabetes mellitus !
250,"diabetes mellitus , § n ( % )"
250,"diabetes mellitus , %"
250,diabetes mellitus ( % )
250,"diabetes mellitus , ( % )"
251,since diagnosis
251,index diagnosis
252,"> nmbr months , mean ( sd )"
252,"< nmbr months , mean ( sd )"
253,placebo ( n = nmbr nmbr )
253,"placebo ( n = nmbr , nmbr )"
253,placebo ( n - nmbr . nmbr )
253,placebo ( n nmbr nmbr )
254,second mi
254,no second mi
255,controlled
255,coronary
255,country
255,controlld
255,uncontrolled
255,control
256,"diabetes status , n ( % )"
256,"diabetes status , no . ( % )"
257,ezetimibe nmbr mg ( n = nmbr * )
257,ezetimibe nmbr mg ( n = nmbr )
258,chadsnmbr score
258,chadsnmbr score *
258,chadsnmbr scoreb
259,"age , mean = sd , years"
259,"age , mean ± sd ( year )"
259,"age , mean ± sd years"
259,"age , mean ( sd ) years"
259,"age , mean ( sd ) , years"
259,"age , mean ( sd ) , y"
259,"age , mean ( sd ) , yrs"
259,"age , mean ± sd , years"
260,aiirocumab ( n = nmbr )
260,alirocumab ( n = nmbr )
261,< nmbr enroll
261,> nmbr enroll
262,"dasnmbr - crp , ls mean change from baseline ( se ) ¥"
262,"dasnmbr - crp , ls mean change from baseline ( se ) §"
263,anacetrapib nmbr mg ( n = nmbr )
263,anacetrapib nmbrmg ( n = nmbr )
263,anacetrapib nmbr mg ( n - nmbr )
264,current
264,currently
265,total stent length - mm
265,"total stent length , mm"
266,body mass index > nmbr kg / mnmbr *
266,body mass index < nmbr kg / mnmbr
267,p inleraclion
267,p nmbr interaction
267,p for interaction
267,pfor interaction
267,p interaction
267,pinteraction
267,"p , interaction !"
267,p for interaction *
267,interaction p
267,age - interaction
267,interaction - p
267,p - interaction
267,p . interaction
267,p : interaction
267,p - interactio n
268,angiotensin receptor blockers
268,angiotensin receptor blocker yes
268,angiotensin ii receptor blocker
268,angiotensin - receptor blocker
268,angiotensin receptor blocker
268,angiotensin ll - receptor blocker
269,creatinine — mg / dl
269,"creatinine , mg / dl_"
269,creatinine ( mg / dl )
269,"creatinine , mg / dl"
270,"baseline post - bronchodilator % predicted fev , > nmbr % and no prior ics use"
270,"baseline post - bronchodilator % predicted fev , > nmbr % and prior ics use"
271,fevnmbr ( % predicted )
271,"fevnmbr , % predicted"
271,"fevnmbr , % predicteda"
271,fevnmbr % predicted
272,"fevnmbr , l *"
272,"fevnmbr , l"
272,"fevnmbr , la"
272,fevnmbr ( l )
273,mean sitting sbp ( mmhg )
273,mean sitting dbp ( mmhg )
274,potassium ( mmol / l )
274,potassium ( meq / l )
274,"potassium , mmol / l"
275,£ nmbr ( men ) / £ nmbr ( women )
275,< nmbr ( men ) / < nmbr ( women )
276,creat clearance < nmbr ml / min
276,creat clearance > nmbr ml / min
277,pre - bronchodilator
277,prebronchodilator
277,post - bronchodilator
277,postbronchodilator
278,heritable
278,variable
279,apolipoprotein b ( mg / dl )
279,apolipoprotein b ( g / l )
280,tiotropiumc
280,tiotropium
281,no prior statin use
281,prior statin use
282,"nyha iv , n ( % )"
282,"nyha ii , n ( % )"
282,"nyha iii , n ( % )"
283,metabolic syndrome
283,"metabolic syndrome ,"
283,metabolic syndrome *
284,tiotropium nmbr mg
284,tiotropium nmbrmg
284,tiotropium nmbr m g
285,pitavastatin nmbr mg
285,pravastatin nmbr mg
285,rosuvastatin nmbr mg
285,simvastatin nmbr mg
285,atorvastatin nmbr mg
285,fluvastatin nmbr mg
285,lovastatin nmbr mg
286,stage nmbrb : nmbr - nmbr ml / min / nmbr . nmbr mnmbr
286,stage nmbra : nmbr - nmbr ml / min / nmbr . nmbr mnmbr
286,stage nmbr : nmbr - nmbr ml / min / nmbr . nmbr mnmbr
287,readmission ( n = nmbr )
287,no readmission ( n = nmbr )
288,nyha class iii
288,nyha class iv
288,nyha class
288,nyha class ii
288,nyha class > ii
288,nyha class i
289,no prior cv event
289,prior lgi event
289,prior ugi event
289,no prior ugi event
289,prior cv event
289,major cv event
289,no prior lgi event
290,prior peripheralarterialdisease
290,prior peripheral arterial disease
291,pre - bronchodilator fevnmbr ( l )
291,"post - bronchodilator fevnmbr , l"
291,"post - bronchodilator fevnmbr , l *"
291,"postbronchodilator fevnmbr , l"
291,prebronchodilator fevnmbr ( l ) t
291,post - bronchodilator fevnmbr ( l ) a
291,post - bronchodilator fevnmbr ( l ) *
291,prebronchodilator fevnmbr ( l )
291,"prebronchodilator fevnmbr , l"
291,post - bronchodilator fevnmbr ( l )
291,"pre - bronchodilator fevnmbr , l *"
292,amlodipine / valsartan nmbr / nmbr mg ( n = nmbr )
292,amlodipine / valsartan nmbr / nmbr mg ( n = nmbri )
293,noncardiovascular
293,cardiovascular
294,"etoricoxib ( n = nmbr , nmbr )"
294,etoricoxib ( n = nmbr nmbr )
295,no previous cv event
295,previous cv event
296,"asa use at baseline , n ( % )"
296,"ics use at baseline , n ( % )"
296,"ics users at baseline , n ( % )"
296,"icsusers atbaseline , n ( % )"
297,mean fvc ± sd
297,mean dlco ± sd
298,saphenous vein graft
298,saphenous - vein graft
299,hypercholesterolemia
299,hypercholesterolemia *
299,hypercholesterolemiat
299,hypercholesterolaemia
300,one tnfi and
300,one tnfi *
301,with stent^l
301,with stent
301,without stent
302,postmenopausal and current hrt
302,postmenopausal and current ht
302,"postmenopausal , current hrt"
303,end point
303,endpoint
303,end points
303,endpointc
304,telmisartan ( n = nmbr )
304,irbesartan ( n = nmbr )
304,olmesartan ( n = nmbr )
305,"duration of rheumatoid arthritis , year"
305,duration of rheumatoid arthritis — yr
306,"dyslipidaemia , n ( % )"
306,"dyslipidemia , n ( % )"
307,heart failure nmbr mo before admission
307,heart failure nmbr month before admission
308,no anemia bsl hb > nmbrg i - nmbr ; yr nmbr > nmbrg i - nmbr
308,new anemia bsl hb > nmbrg i - nmbr ; yr nmbr < nmbrg i - nmbr
309,no previous myocardial infarction
309,previous myocardial infarction
310,peripheral artery disease
310,peripheral arterial disease
310,peripheral - artery disease
310,peripheral artery disease *
310,peripheral artery diseasef
311,"history of pvd , n ( % )"
311,"history of chd , n ( % )"
311,"history of mi , n ( % )"
311,"history of chf , n ( % )"
311,"history of tia , n ( % )"
311,"history of pci , n ( % )"
311,"history of cabg , n ( % )"
312,white race — no . / total no . ( % ) $
312,white race — no . / total no . ( % ) f
313,aspirin nmbr
313,aspirin nmbr mg
314,"total cholesterol , mmol / l"
314,total cholesterol ( mmol / l )
314,"total cholesterol , mmol / l 本"
314,total cholesterol ( mmol / l ) :
315,no myocardial infarction at presentation ( n = nmbr )
315,myocardial infarction at presentation ( n = nmbr )
316,< nmbr mmol / l
316,> nmbr mmol / l
317,black / african american
317,black or african - american
317,black / african - american
317,black or african american
317,black or african america
317,black / african american *
318,saxagliptin nmbr . nmbr mg ( n = nmbr )
318,saxagliptin nmbr . nmbr mg ( n z nmbr )
319,"bmi ( kg / mnmbr ) , mean ± sd"
319,bmi ( kg / mnmbr ) mean ± sd
319,"bmi ( kg / mnmbr ) , mean ( sd )"
319,"bmi , kg / mnmbr , mean + sd"
319,"bmi , kg / mnmbr , mean ( sd )"
319,"bmi , kg / mnmbr , mean ± sd"
319,"bmi in kg / mnmbr , mean ( sd )"
319,bmi ( kg / mnmbr ) mean ( sd )
320,"> nmbr years , n ( % )"
320,"< nmbr years , n ( % )"
321,hazard ratio or differencenmbr * ( nmbr % cl ) p - value
321,hazard ratio or differencenmbr ( nmbr % cl ) p - value
322,history of hypertension ( a ) c
322,history of hypertension ( % )
323,"women ( n = nmbr ) , n / n ( % )"
323,"men ( n = nmbr ) , n / n ( % )"
324,aldosterone antagonists
324,aldosterone antagonist
325,"diastolic blood pressure , mm hg , mean ± sd"
325,"diastolic blood pressure ( mm hg ) , mean ( sd )"
325,"systolic blood pressure , mm hg , mean ± sd"
325,"systolic blood pressure ( mm hg ) , mean ( sd )"
325,"systolic blood pressure , mm hg , mean ( sd )"
325,"diastolic blood pressure , mm hg , mean ( sd )"
326,length of stent > median
326,length of stent < median
327,£ median ( nmbr . nmbr )
327,< median ( nmbr . nmbr )
327,> median ( nmbr . nmbr )
328,with previous surgery
328,without previous surgery
329,corticosteroids
329,corticosteroid use
329,no corticosteroid
329,corticosteroidsa
329,corticosteroid
330,full population
330,full po pulatio n
331,no epa group n = nmbr
331,epa group n = nmbr
332,coronary artery disease — %
332,coronary artery disease ( % )
333,olodaterol nmbr m g
333,olodaterol nmbr mg
334,baseline : > nmbr . nmbr meq / l eos : < nmbr . nmbr meq / l
334,baseline : > nmbr . nmbr meq / l eos : > nmbr . nmbr meq / l
335,"digoxin , ( % )"
335,"digoxin , n ( % )"
336,vitamin k antagonists
336,vitamin k antagonist
337,off omt ( n = nmbr )
337,on omt ( n = nmbr )
338,ticlopidine
338,ticlopidin
339,"type nmbr diabetes , n ( % )"
339,"type nmbr diabetes , n ( % ) d"
340,"laba use at screening , n ( % )"
340,"lama use at screening , n ( % )"
341,dasnmbr - nmbr ( esr ) < nmbr . nmbr *
341,dasnmbr - nmbr ( esr ) < nmbr . nmbrt
342,modified acc / aha lesion class bnmbr / c
342,modified acc - aha lesion class bnmbr or c
342,modified acc / aha lesion class bnmbr or cj
342,modified acc or aha lesion class bnmbr or c
343,mtss ( nmbr - nmbr )
343,vas ( nmbr - nmbr )
344,oad only
344,diet only
344,past only
344,cabg only
344,dvt only
344,ptca only
344,ics only
345,< nmbr ml / min per nmbr - nmbr mnmbr
345,> nmbr ml / min per nmbr - nmbr mnmbr
346,gold stage
346,"gold stage , %"
346,gold stage ii
346,gold stage iv
346,gold stage iii
346,gold stage #
347,austrafca and new zealand
347,australia / new zealand
347,australia and new zealand
348,simvastatin
348,pravastatin
349,"subjects $ nmbr years of age , n ( % )"
349,"subjects , nmbr years of age , n ( % )"
350,"previous mi , n ( % )"
350,"previous ami , n ( % )"
350,"previous cabg , n ( % )"
350,"previous pci , n ( % )"
351,nmbr - nmbr vr — no . ( % )
351,nmbr - nmbr yr — no . ( % )
351,nmbr = nmbr yr — no . ( % )
352,"ldl cholesterol , mmol / l 丰"
352,"hdl cholesterol , mmol / 冲"
352,hdl cholesterol ( mmol / l )
352,ldl - cholesterol ( mmol / )
352,hdl cholesterol ( mmol / l ) :
352,"hdl cholesterol , mmol / l"
352,kdl cholesterol ( mmol / )
352,ldl - cholesterol ( mmol / l )
352,"hdl cholesterol , ( mmol / l )"
352,ldl cholesterol ( mmol / l ) :
352,"hdl cholesterol , mmol / l *"
352,ldl cholesterol ( mmol / l )
352,"ldl cholesterol , mmol / l"
352,"ldl cholesterol , mmol / l *"
352,hdl - cholesterol ( mmol / l )
353,no renal dysfunction
353,renal dysfunction
353,renal function
354,"prebronchodilator fevnmbr , % predicted"
354,"postbronchodilator fevnmbr , % predicted"
354,"post - bronchodilator fevnmbr , % predicted"
355,< qnmbr ( nmbr . nmbr ) — number / n ( % )
355,> qnmbr ( nmbr . nmbr ) — number / n ( % )
356,p valuenmbr
356,p value * nmbr
357,eze / simva - nmbryr km rale ( % )
357,pbo / simva - nmbryr km rale ( % )
358,"age , median ( iqr )"
358,"bmi , median ( iqr )"
359,inter .
359,intense
360,< nmbr . nmbr kg / mnmbr
360,nmbr - nmbr kg / mnmbr
360,> nmbr . nmbr kg / mnmbr
361,thiazide
361,thiazides
362,antiplatelet agents
362,antiplatelet agent
363,"hemoglobin , g / dl"
363,haemoglobin ( g / dl )
363,haemoglobin ( g / l )
363,hemoglobin ( g / dl )
363,hemoglobin ( gm / dl )
363,"hemoglobin , mg / dl"
363,"hemoglobin , g / l"
363,"haemoglobin , mg / dl"
363,hemoglobin — g / dl
363,"hemoglobin , g / dlf"
364,usual care ( n = nmbrla )
364,usual care ( n = nmbra )
364,usual care ( n = nmbr )
365,"ace - inhibitors , n ( % )"
365,"ace inhibitor , n ( % )"
366,total ho population ( n = nmbr )
366,total population ( n = nmbr )
367,"mean age , years"
367,mean age ( years )
367,"mean age , yrs"
367,mean age ( yrs )
367,mean age — yr
368,"waist - to - hip , female"
368,"waist - to - hip , male"
369,at index acs event
369,index acs event
370,chronic bronchitis !
370,chronic bronchitis
371,post - bronchodilation fevnmbr
371,pre - bronchodilation fevnmbr
371,pre - bronchodilator fevnmbr
372,lama use at screening
372,laba use at screening
373,exetimibe / simvastatin
373,ezetimibe / simvastatin
374,"cv death , ml , ischemic stroke"
374,"cv death , mi , ischemic stroke"
374,"cv death , mi , or ischemic stroke"
375,proton pump inhibitors
375,proton - pump inhibitors
375,proton - pump inhibitor
375,proton pump inhibitor use
376,duration of tnmbrdm ( years )
376,"duration of tnmbrdm , years"
376,duration of tnmbrd ( years )
377,anti platelet therapy
377,anti - platelet therapy
377,no antiplatelet therapy
377,antiplatelet therapy
377,antiplatelet therapy §
378,"diastolic blood pressurea , mmhg"
378,systolic blood pressure — mm hg
378,diastolic blood pressure ( mm hg )
378,"systolic blood pressure , mm hg"
378,systolic blood pressure ( mmhg )
378,diastolic blood pressure ( mm hg ) :
378,"systolic blood pressurea , mm hg"
378,"diastolic blood pressure , mm hg"
378,systolic blood pressure ( mm hg )
378,"diastolic blood pressure , mmhg"
378,diastolic blood pressure - mmhg
378,diastolic blood pressure ( mmhg )
378,systolic blood pressure - mmhg
378,"systolic blood pressure , mmhg"
378,diastolic blood pressure — mm hg
379,mineralocorticoid receptor antagonist
379,mineralocorticoid receptor antagonists
380,diet group ( n = nmbr )
380,stent group ( n = nmbr )
381,haq - di scoreff
381,haq - di scored
381,haq - di score
382,sirolimus
382,everolimus
383,ambulance
383,in ambulance
384,p value for heterogeneity
384,pvalue for heterogeneity
385,"race , while"
385,racea white
386,nmbr . nmbr - nmbr . nmbr mg / l
386,nmbr . nmbr - nmbr . nmbr mmol / l
387,"macroalbuminuria , n ( % )"
387,"microalbuminuria , n ( % )"
388,womac score
388,total score
389,lacunar
389,vascular
390,"dbp , mm hg , mean ± sdc"
390,"sbp , mm hg , mean ± sdc"
390,"sbp , mm hg , mean + sdc"
391,mean dlqi score ( nmbr % ci )
391,mean pasi score ( nmbr % ci )
392,"tc , mmol / l ( mg / dl )"
392,"fpg , mmol / l ( mg / dl )"
393,"body weight , mean ± sd , kg"
393,"body weight , mean = sd , kg"
394,race / ethnicity n ( % )
394,"race / ethnicity , n ( % )"
394,"race / ethnicity , no . ( % )"
394,"race or ethnicity , n ( % )"
395,arial flutter or fibrillation
395,atrial flutter / fibrillation
396,current smoker ( n z nmbr )
396,current smoker ( n = nmbr )
397,"waist circumference , mean ( sd ) , cm"
397,"waist circumference , mean ( sd ) , in"
398,empagliflozin
398,dapagliflozint
398,canagliflozin
399,coronary - artery bypass grafting
399,coronary artery bypass grafting
399,coronary artery bypass graft
400,sex : male
400,"sex , male"
400,"sex , % female"
400,sexa male
400,sex : female
400,"sex , female"
400,sex ( female )
401,"dbp , mean ( sd ) , mm hg"
401,"sbp , mean ( sd ) , mmhg"
401,"dbp , mean ( sd ) , mmhg"
401,"sbp , mean ( sd ) , mm hg"
401,"sbp , mean = sd , mmhg"
402,contrast volume ( ml )
402,"contrast volume , ml"
403,crp — mg / liter^
403,hscrp — mg / liter
404,omega - nmbr fa intake nmbrnd third
404,omega - nmbr fa intake nmbrst third
404,"omega - nmbr fa intake nmbr , d third"
405,mean ( sd ) pre - bronchodilator
405,mean ( sd ) post - bronchodilator
406,former smoking
406,former smoker
407,egfr > nmbr ml / min / nmbr . nmbr mnmbr
407,egfr > nmbr ml / min / nmbr - nmbr mnmbr
407,egfr < nmbr ml / min / nmbr . nmbr mnmbr
407,egfr > nmbr ( ml / min / nmbr . nmbr mnmbr )
407,egfr < nmbr ml / min / nmbr - nmbr mnmbr
407,egfr > nmbr ml / min / nmbr . nmbrmnmbr
407,egfr < nmbr ( ml / min / nmbr . nmbr mnmbr )
407,egfr < nmbr ml / min / nmbr . nmbr mnmbr *
407,egfr £ nmbr ml / min / nmbr . nmbrmnmbr
407,egfr < nmbr ml / min / nmbr . nmbr mnmbr §
407,egfr < nmbr ml / min / nmbr . nmbrmnmbr
408,primary outcomes
408,primary outcome !
408,primary outcome
409,nmbr vessel
409,nmbr vessels
410,non - st - segment elevation mi
410,non - st - segment elevation acs
411,rate ratio ( nmbr % ci )
411,rate ratio ( nmbr % cl )
412,extensive colitisy
412,extensive colitis
413,lipid - lowering therapy — no . ( % )
413,lipid - lowering therapy - no . ( % )
414,patients with at least one concomitant disease *
414,patients with at least one concomitant disease | |
415,hyperlipidemia ( % ) §
415,"hyperlipidemia , %"
415,hyperlipidaemia ( % )
415,hyperlipidemia ( % )
416,diagnosed diabetes ( n = nmbr )
416,undiagnosed diabetes ( n = nmbr )
417,salmeterol ( n[nmbr )
417,salmeterol ( n [nmbr )
418,physician ' s judgment that vka inappropriate]
418,physician ' s judgment that vka inappropriate
419,female simva
419,male simva
420,western europe ( n = nmbr )
420,eastern europe ( n = nmbr )
421,elevated creatine kinase - mb ( > nmbr u / l )
421,elevated creatine kinase mb ( > nmbr u / l )
422,current tobacco use
