"docid_page","baseline_level_1","baseline_level_2","arms","arms;measures","subgroup_name","subgroup_level","arms;measures;p-interaction","measures","outcomes","subgroup_name;subgroup_level","measures;p-interaction","other","time/period;measures","subgroup_level;measures","measures;arms","outcomes;subgroup_level","time/period","measures_","measures__","baseline_level_1;outcomes","baseline_level_2;measures","outcomes_","arms;p-interaction","arms_","measures;baseline_level_2","measures;subgroup_level","measures;p-interaction;arms","outcomes;measures","subgroup_level.y","outcomes.y","outcomes;time/period;measures","arms;measures;time/period","measures;arms;p-interaction","other;measures","measures;other","subgroup_level_","p-interaction;subgroup_name","outcomes;time/period","p-interaction;arms","subgroup_level;p-interaction","subgroup_level;outcomes","measures;time/period","baseline_level_1.y","baseline_level_1_","baseline_level_2_","p-interaction","p-interaction;measures"
"28910237_2",NA,NA,NA,NA,"Antihyperglycemic oral agent therapy",">15 yr","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Antihyperglycemic oral agent therapy","Yes","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Antihyperglycemic oral agent therapy","Yes","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Antihyperglycemic oral agent therapy","Yes","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Antihyperglycemic oral agent therapy","No","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Antihyperglycemic oral agent therapy","No","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Antihyperglycemic oral agent therapy","No","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Insulin therapy","No","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Insulin therapy","Yes","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Insulin therapy","Yes","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Insulin therapy","Yes","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Insulin therapy","No","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Insulin therapy","No","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Insulin therapy","No","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"DPP-4 inhibitor therapy","No","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"DPP-4 inhibitor therapy","Yes","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"DPP-4 inhibitor therapy","Yes","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"DPP-4 inhibitor therapy","Yes","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"DPP-4 inhibitor therapy","No","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"DPP-4 inhibitor therapy","No","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"DPP-4 inhibitor therapy","No","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"History of congestive heart failure","No","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"History of congestive heart failure","Yes","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"History of congestive heart failure","Yes","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"History of congestive heart failure","Yes","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"History of congestive heart failure","No","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"History of congestive heart failure","No","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"History of congestive heart failure","No","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Glycated hemoglobin level","No","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Glycated hemoglobin level","<8%","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Glycated hemoglobin level","<8%","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Glycated hemoglobin level","<8%","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Glycated hemoglobin level",">8%","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Glycated hemoglobin level",">8%","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Glycated hemoglobin level",">8%","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR",">8%","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR",">60 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR",">60 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR",">60 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR","<60 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR","<60 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR","<60 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","<60 ml/min/1.73 m2","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 1: >90 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 1: >90 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 1: >90 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 2: 60 -89 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 2: 60 -89 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 2: 60 -89 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3: 30-59 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3: 30-59 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3: 30-59 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3a: 45 -59 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3a: 45 -59 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3a: 45 -59 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3b: 30-44 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3b: 30-44 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 3b: 30-44 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 4: 15 -29 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 4: 15 -29 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 4: 15 -29 ml/min/1.73 m2","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 5: <15 ml/min/1.73 m2","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Estimated GFR renal function stage","Stage 5: <15 ml/min/1.73 m2","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Body-mass index","Stage 5: <15 ml/min/1.73 m2","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Body-mass index","<30","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Body-mass index","<30","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Body-mass index","<30","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Body-mass index",">30","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Body-mass index",">30","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Body-mass index",">30","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Previous cardiovascular event at randomization",">30","P Value for Interaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Previous cardiovascular event at randomization","Yes","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Previous cardiovascular event at randomization","Yes","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Previous cardiovascular event at randomization","Yes","Hazard Ratio (95% CI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Previous cardiovascular event at randomization","No","Exenatide no. of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28910237_2",NA,NA,NA,NA,"Previous cardiovascular event at randomization","No","Placebo       no.of events/total no. (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
