,descriptor,terms
1289,characteristic_level,"stroke n = nmbr nmbr-stroke n = nmbr-stroke n = nmbr ""-p value"
1290,characteristic_level,"renal dysfunction-no prior stroke / tia-prior stroke / tia-diabetes-renal dysfunction-history chf-no history chf-history af-no diabetes-no history af ""-no history af"
1292,characteristic_name,"medical history risk factors-killip class-previous cardiovascular events-medical history risk factors ""-coronary angiography intervention-sex-age ( years )-stented vessels-concomitant medication randomisation"
1293,characteristic_level,"unstable angina-statin-proton - pump inhibitor-two - vessel disease-hypertension-coronary bypass graft-left main-myocardial infarction-current smoker-stent implanted-aspirin-left circumflex coronary artery-percutaneous coronary intervention-left anterior descending coronary artery-drug - eluting stent implanted ( least one )-chronic respiratory failure-creatinine clearance < nmbr ml / min-iv-> nmbr-coronary artery bypass grafting-heart failure-peripheral vascular disease-dyslipidaemia ""-dyslipidaemia-ace inhibitor arb-nstemi-inflammatory disease-stemi-three - vessel disease-number stents implanted-female-diabetes-( blocker-mra ( spironolactone eplerenone )-calcium - channel blocker-left main artery-multivessel ( two vessel , three vessel , left main )-i-right coronary artery-ii-iii-primary pci-radial access-one - vessel disease-bodyweight ( kg )-left ventricular ejection fraction-previous cancer-male-median ( iqr )-body - mass index ( kg / ' )-secondary pci-creatinine clearance admission ( ml / min )-haemoglobin ( g / dl )"
1294,arms,"monitoring group ( n = nmbr ) ""-control group ( n = nmbr )-monitoring group ( n = nmbr )"
1295,characteristic_level,"men-age > nmbr-st --no prior cancer-age < nmbr-hypertension-no prior ml-no prior heart failure-women-bms-length stent > median-full population-prior ml-no hypertension-women ""-diabetes-weight > nmbr kg-weight < nmbr kg-one vessel-no diabetes-no current smoking-prior cancer-length stent < median-st +-multi vessel ( left main )-des-current smoking-prior heart failure-number stent > nmbr-number stent = l nmbr nmbr-creat clearance < nmbr ml / min-creat clearance > nmbr ml / min"
1297,measures,"n ""-n"
1298,characteristic_name,"age group ( years )-ethnic group ""-ethnic group-smoking history-sex-race"
1299,characteristic_level,"diagnosis allergic rhinitis-time since asthma diagnosis ( years )-prebronchodilator fevnmbr ( % predicted normal ) t-missing data ""-reversibility ( % ) t-patients > nmbr exacerbations resulting hospital admission-former-age ( years )-total asthma symptom score :-acq - nmbr score *-never-prebronchodilator fevnmbr ( l ) t-number resulting hospital admission-white-number resulting emergency department visit-missing data-atopic ( based phadiatop test )-body - mass index ( kg / mnmbr ) t-> nmbr < nmbr-number exacerbations past nmbr months-history omalizumab treatment-not hispanic latino-current-female-asian-central eosinophil count ( cells per pl ) t-nasal polyps-black african american-> nmbr nmbr-other *-male-hispanic latino-smoking pack year ( years ) fl-patients > nmbr exacerbations resulting emergency department visit-aqlq ( ) + nmbr scorets-local eosinophil count ( cells per pl ) t-fevnmbr / fvc prebronchodilatort"
1300,characteristic_level,"high - dosage ics plus laba baseline blood eosinophils < nmbr cells per pl ( n = nmbr )-high - dosage ics plus laba baseline blood eosinophils anmbr cells per pl ( n = nmbr ) ""-high - dosage ics plus laba baseline blood eosinophils anmbr cells per pl ( n = nmbr )-all patients ( n = nmbr )"
1301,arms,"benralizumab nmbr mg qnmbrw ( n = nmbr )-benralizumab nmbr mg qnmbrw ( n = nmbr ) ""-placebo ( n = nmbr )"
1302,characteristic_name,"age group ( years )-ethnic group ""-ethnic group-sex-race"
1303,characteristic_level,"diagnosis allergic rhinitis-time since asthma diagnosis ( years )-acq - nmbr scoret-patients > nmbr exacerbations resulting ed visit-number resulting ed visit-patients > nmbr exacerbations resulting hospital admission-eosinophil count ( cells per pl )-age ( years )-prebronchodilator fevnmbr / fvc-central eosinophil count ( cells per pl )-number resulting hospital admission-white-smoker-nicotine pack - years-missing data-total asthma symptom score-atopic ( based phadiatop test )-> nmbr < nmbr-number exacerbations past nmbr months-history omalizumab treatment-not hispanic latino-predicted normal ( % )-reversibility ( % )-female-asian-aqlq ( ) + nmbr scored-nasal polyps-black african american-prebronchodilator fevnmbr ( l ) ""-> nmbr nmbr-other *-male-hispanic latino-prebronchodilator fevnmbr ( l )-body - mass index ( kg / ' )"
1304,characteristic_level,"high - dosage ics plus laba baseline blood eosinophils < nmbr cells per pl ( n = nmbr )-high - dosage ics plus laba baseline blood eosinophils > nmbr cells per pl ( n = nmbr )-high - dosage ics plus laba baseline blood eosinophils > nmbr cells per pl ( n = nmbr ) ""-all patients ( n = nmbr )"
1305,arms,"benralizumab nmbr mg qnmbrw ( n = nmbr )-benralizumab nmbr mg qnmbrw ( n = nmbr ) ""-placebo ( n = nmbr )"
1306,characteristic_name,"ncep risk category study entry , n ( % )-ncep risk category study entry , n ( % ) """
1307,characteristic_level,"apolipoprotein b , mean ( sd ) , g / l-triglycerides , median ( ql , qnmbr ) , mmol / l-current cigarette use , n ( % )-c - peptide , median ( ql , qnmbr ) , nmol / l-sbp , mean ( sd ) , mm hg-white-statin use study entry , n ( % )-waist circumference , mean ( sd ) , cm-insulin , median ( ql , qnmbr ) , pmol / l-low risk ""-coronary artery disease , n ( % )-low risk-moderate risk-moderately high risk-homa . ir , median ( ql , qnmbr ) , % / nmbr-lipoprotein ( ) , median ( ql , qnmbr ) , nmol / l-hypertension , n ( % )-demographics age , years , mean ( sd )-high risk-dbp , mean ( sd ) , mm hg glycaemic parameters-fpg , median ( ql , qnmbr ) , mmol / l-other lipid - modifying drug use study entry , n ( % )-black african american-hbalc , median ( ql , qnmbr ) , %-low - density lipoprotein cholesterol , mean ( sd ) , mmol / l-homa . % b , median ( ql , qnmbr ) , %-other-cerebrovascular peripheral arterial disease , n ( % )-female sex , n ( % ) race , n ( % )-high - density lipoprotein cholesterol , mean ( sd ) , mmol / l-bmi , mean ( sd ) , kg / mnmbr-weight , mean ( sd ) , kg"
1308,characteristic_level,"mets-type nmbr diabetes-ifg-no dysglycaemia mets-no dysglycaemia mets """
1309,arms,"evomab ( n = nmbr ) ""-pbo ( n = nmbr )-evomab ( n = nmbr )"
1310,outcomes,"homajr tx difference vs pbo , median change baseline ( se ) nmbr lipid parameters-hbalc tx difference vs pbo , median change baseline ( se ) nmbr-hbalc tx difference vs pbo , median change baseline ( se ) nmbr ""-insulin tx difference vs pbo , median change baseline ( se ) nmbr-triglycerides tx difference vs pbo , ls mean % change baseline ( se )-apolipoprotein b tx difference vs pbo , ls mean % change baseline ( se )-parameter-low - density lipoprotein cholesterol tx difference vs pbo , ls mean % change baseline ( se )-lipoprotein ( ) tx difference vs pbo , ls mean % change baseline ( se )-high - density lipoprotein cholesterol tx difference vs pbo , ls mean % change baseline ( se )-homa_ % b tx difference vs pbo , median change baseline ( se ) nmbr-c - peptide tx difference vs pbo , median change baseline ( se ) nmbr-fpg tx difference vs pbo , median change baseline ( se ) nmbr"
1311,characteristic_level,"mets-type nmbr diabetes-ifg-no dysglycaemia mets-no dysglycaemia mets """
1312,arms,"pbo ( n = nmbr ) vs-pbo ( n = nmbr ) vs """
1313,characteristic_name,"age , y-total cholesterol-core laboratory percent stenosis-egfr-hdl-bmi-race-hdl ""-systolic blood pressure , mm hg-albumin creatinine ratio"
1314,characteristic_level,"uacr available-cohort nmbr ( uacr > nmbr . nmbr mg / g ) ""-cohort nmbr ( uacr < nmbr . nmbr mg / g )-cohort nmbr ( uacr > nmbr . nmbr mg / g )"
1315,arms,"medical therapy ( n = nmbr )-stent ( n = nmbr )-medical therapy ( n = nmbr ) """
1316,characteristic_name,"acr deciles-acr deciles """
1317,characteristic_level,"overall-> = nmbr . nmbr-nmbr , nmbr - < nmbr . nmbr ""-nmbr - < nmbr . nmbr-nmbr , nmbr - < nmbr . nmbr-nmbr . nmbr - < nmbr . nmbr-nmbr . nmbr - < nmbr-< nmbr . nmbr"
1319,characteristic_name,"congestive heart failure-age , yrs-u . . site-previous cabg-weight , kg-prior stroke tia-white race-male-prior stroke tia ""-previous mi-peripheral artery disease-previous pci-smokers-diabetes mellitus"
1321,outcomes,"death "" ; na-d / mi / idr / st-death-ml-idr-st-qmi"
1322,characteristic_level,"sa-acs-acs """
1323,characteristic_name,"diabetes duration , n ( % )-number antidiabetes drugs screening , n ( % )-hbanmbrc , % , n ( % ) b ""-age , n ( % )-race , n ( % )-hbanmbrc , % , n ( % ) b-renal function ( egfr , ml / min / nmbr . nmbr mnmbr , according mdrd ) , n ( % )-ethnicity , n ( % )"
1324,characteristic_level,"nmbr < nmbr years-concomitant medication , n ( % )-> nmbr years-coronary artery disease-hispanic / latino-hypertension-nmbr-aspirin-age , years ( sd )-fasting plasma glucose , mg / dl , mean ( sd ) b-white-microvascular disease , n ( % )-neuropathy-< nmbr years-retinopathy-lipid - lowering drugs-cerebrovascular disease-asian-black-hbanmbrc , % , mean ( sd ) b-native american / alaskan-nephropathy-peripheral artery disease-> nmbr . nmbr % ""-< nmbr year-severe impairment ( < nmbr )-> nmbr . nmbr %-mild impairment ( nmbr < nmbr )-macrovascular disease , n ( % )-normal ( > nmbr )-antihypertensive drugs-bmi , kg / mnmbr , mean ( sd )-< nmbr . nmbr %-non - hispanic / latino-male , n ( % )-moderate impairment ( nmbr < nmbr )"
1325,arms,"linagliptin-linagliptin ""-linagliptin / metformin"
1326,characteristic_name,"ethnicity-bmi ( kg / mnmbr )-creatinine clearance ( ml / min )-race ""-age ( years )-race"
1327,measures,"difference ( nmbr % cl )-difference ( nmbr % cl ) ""-number patients"
1328,arms,"baricitinib nmbr mg qd ( n = nmbr )-baricitinib nmbr mg qd ( n = nmbr ) ""-placebo ( n = nmbr )"
1329,characteristic_name,"cardiovascular risk factors , n ( % )-sex , n ( % )-medical history , n ( % )-cardiovascular risk factors , n ( % ) """
1330,characteristic_level,"mean age , years ( sd )-chronic renal failure-smoker ( current / former )-mean % predicted dlco * ( sd )-mean ucsd - sobq score * ( sd )-male-hypertension-diabetes-hypercholesterolaemia-cardiovascular disease-copd-obesity t-smoker ( current / former ) ""-mean % predicted fvc ( sd )-mean nmbrmwd * , ( sd )"
1332,outcomes,"nmbrmwd decrease > nmbr m-absolute decrease > nmbr %-ipf - related-all - cause ""-all - cause-all - cause mortality-relative decrease > nmbr %-death absolute fvc decrease > nmbr %-respiratory - related^-disease - progression composite outcome !-absolute fvc decrease > nmbr %-death nmbrmwd decrease > nmbr"
1333,measures,"bivariate frailty model ( statin users vs non - users )-crude analysis , n ( % )-crude analysis , n ( % ) """
1335,characteristic_name,"mmrc grade , n ( % )-copd exacerbation history , n ( % )-catscorecategory , n ( % )-gold nmbr groups , n ( % )-mmrc grade , n ( % ) ""-copd severity , n ( % ) *"
1336,characteristic_level,"no-nmbr-nmbr - nmbr ( moderate )-nmbr - nmbr ( severe )-post - bronchodilator fevnmbr reversibility , %-post - bronchodilator fevnmbr , l-age , years-nmbr - nmbr ( severe )-icsusers atbaseline , n ( % )-nmbr ""-gold d-moderate-duration copd , years-yes-post - bronchodilator fevnmbr / fvc , %-current smokers , n ( % )-severe-post - bronchodilator fev , , % predicted-nmbr - nmbr ( mild )-sex , male , n ( % )-mild-gold b"
1337,arms,"sfcnmbr / nmbr pg b . . . n = nmbr ""-ind / glynmbr / nmbr pg . . n = nmbr-sfcnmbr / nmbr pg b . . . n = nmbr"
1338,characteristic_name,"cigarette smoking-glucose - lowering therapies-cigarette smoking ""-cardiovascular medications"
1339,characteristic_level,"diuretic-bmi ( kg / mnmbr )-coronary artery disease-statin-uacr ( mg / g )-myocardial infarction-former-age ( years )-acei / arb-never-aspirin-hbanmbrc ( mmol / mol )-beta blocker-women-sulfonylurea-metformin-current ""-egfr ( ml / min / nmbr . nmbrmnmbr )-heart failure-ldl - cholesterol ( mg / dl )-systolic blood pressure ( mmhg )-diabetes duration ( years )-total cholesterol ( mg / dl )-cerebrovascular disease-thiazolidinedione-diastolic blood pressure ( mmhg )-thienopyridine-peripheral arterial disease-white race-hbanmbrc ( % )-calcium channel blocker-insulin-previous vascular disease-current"
1340,characteristic_name,"stage nmbra-stage nmbrb ""-stage nmbrb-stage nmbr"
1341,characteristic_level,"egfr > = nmbrml / min / nmbr . nmbrmnmbr n = nmbr , nmbr ( nmbr . nmbr % )-egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr n = nmbr , nmbr ( nmbr . nmbr % )-egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr n = nmbr ( nmbr . nmbr % ) ""-egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr n = nmbr ( nmbr . nmbr % )"
1342,outcomes,"hospitalization unstable angina-nmbr - point mace ""-all - cause death-nmbr - point mace-stroke-hospitalization heart failure-myocardial infarction-cv death"
1343,characteristic_name,"stage nmbr ""-stage nmbr-stage nmbra-stage nmbrb-treatment egfr stage"
1344,characteristic_level,"egfr > nmbr ml / min / nmbr . nmbrmnmbr-egfr nmbr - nmbr ml / min / nmbr . nmbrmnmbr-egfr > nmbr ml / min / nmbr . nmbrmnmbr """
1345,characteristic_name,"il - nmbr ( pg / ml )-serum creatinine ( mmol / l )-haemoglobin ( g / l )-nt - probnp ( pg / ml )-age-disease duration ( years )-dasnmbr-c - reactive protein ( mg / dl )-troponin ( pg / ml )-number previous dmards-swollen joint count ( n / nmbr )-white ethnicity-white ethnicity ""-tender joint count ( n / nmbr )-current smoker-female sex-baseline diabetes"
1346,characteristic_name,"clinical characteristics-clinical characteristics ""-demographics-baseline medical therapy-peripheral artery disease details"
1347,characteristic_level,"hyperlipidemia-history atrial fibrillation fl utter-hypertension-current smoker-smoking status-aspirin-abi-diabetes mellitus-age , yrs-history stroke tia-prior amputation-abi > nmbr . nmbr-any coronary artery disease-prior carotid intervention-abi < nmbr . nmbr-peripheral artery revascularization without amputation-hypertension ""-ace inhibitor arb-egfr crcl < nmbr ml / min / nmbr . nmbr mnmbr-female-never smoker-weight < nmbr kg-former smoker-thienopyridine-claudication ( fontaine class > nmbr )-no antiplatelet therapy-aspirin thienopyridine therapy-white race-bmi , kg / mnmbr-statin therapy-cilostazol"
1349,characteristic_name,"clinical features hf-nyha class-race / ethnicity-treatment randomization-medical history-medical history """
1350,characteristic_level,"cardiac resynchronization therapy-ischemic cardiomyopathy-bnp , median ( iqr ) , pg / ml-hypertension-nmbr-myocardial infarction-atrial fibrillation-left ventricular ef , mean ( sd ) , %-sbp , mean ( sd ) , mm hg-heart rate , mean ( sd ) , beats / min-age , mean ( sd ) , y-white-p - blocker-implantable cardioverter - defibrillator-bmi , mean ( sd )-digitalis-iv-atrial fibrillation ""-potassium , mean ( sd ) , meq / l-female sex-asian-diabetes-black-potassium supplement-creatinine , mean ( sd ) , mg / dl-nt - probnp , median ( iqr ) , pg / ml-diuretics-ii-iii-other-hospitalization hf-stroke"
1351,measures,"p value mra vs mra-no . ( % ) participants ""-no . ( % ) participants"
1352,arms,"mra baseline-mra baseline-mra baseline """
1353,arms,"sacubitril / valsartan ( n = nmbr )-enalapril ( n = nmbr )-enalapril ( n = nmbr ) """
1354,outcomes,"hyperkalemiab ""-severe hyperkalemiac-hyperkalemiab"
1355,characteristic_level,"mra baseline-mra baseline-mra baseline """
1357,characteristic_name,"baseline medications-lntensityd-lntensityd ""-race / ethnicity"
1358,characteristic_level,"baseline ezetimibe usec-men-baseline statin usec-ace inhibitor-previous ml-hypertension-previous pci-antiplatelet therapy-age , mean ( sd ) , y-white-p - blocker-smoking-american indian alaska native-moderate-low ""-asian-diabetes-arb-bmi , mean ( sd ) b-black african american-native hawaiian pacific islander-high-other-multiple-low"
1359,arms,". ( % )-no . ( % ) """
1360,characteristic_name,"baseline tav - < median ( n = nmbr , nmbr )-non - smoker ( n = nmbr , nmbr )-non high dose statin ( n = nmbr , nmbr )-family history chd ( n = nmbr , nmbr )-baseline tav - > = median ( n = nmbr , nmbr )-proprotein convertase subtil / kexin typnmbr ( ng / ml ) - baseline - > = median ( n = nmbr , nmbr )-prior statin ( n = nmbr , nmbr )-race - white ( n = nmbr , nmbr )-current smoker ( n = nmbr , nmbr )-non - high density lipoprotein ( mg / dl ) - baseline - < median ( n = nmbr , nmbr )-type nmbr diabetes ( n = nmbr , nmbr )-high dose statin ( n = nmbr , nmbr )-age ( years ) - < median ( n = nmbr , nmbr )-proprotein convertase subtil / kexin typnmbr ( ng / ml ) - baseline - < median ( n = nmbr , nmbr )-no family history chd ( n = nmbr , nmbr )-race - non - white ( n = nmbr , nmbr )-baseline pav - > = median ( n = nmbr , nmbr )-no history mi ( n = nmbr , nmbr )-female ( n = nmbr , nmbr ) ""-age ( years ) - > = median ( n = nmbr , nmbr )-baseline pav - < median ( n = nmbr , nmbr )-female ( n = nmbr , nmbr )-no type nmbr diabetes ( n = nmbr , nmbr )-no prior statin ( n = nmbr , nmbr )-history mi ( n = nmbr , nmbr )-male ( n = nmbr , nmbr )-non - high density lipoprotein ( mg / dl ) - baseline - > = median ( n = nmbr , nmbr )"
1361,measures,"pav , mean ( nmbr % ci )-pav , mean ( nmbr % ci ) """
1362,arms,"evolocumab ( nmbr mg )-evolocumab ( nmbr mg ) ""-placebo"
1363,measures,"baseline-on - treatment-on - treatment """
1364,characteristic_name,"race - . ( % )-baseline lipid / lipoprotein values-chd risk - . ( % )-prior diagnosis - . ( % )-type concomitant statin daily dose - . ( % )-use concomitant lipid - lowering therapy - . ( % )-at ldl - c ( bq ) goal * baseline - . ( % )-type concomitant statin daily dose - . ( % ) """
1365,arms,"anacetrapib nmbr mg ( n - nmbr ) ""-anacetrapib nmbr mg ( n - nmbr )-placebo ( n = nmbr )"
1366,characteristic_name,"medication use baseline , n ( % ) ""-medication use baseline , n ( % )"
1367,characteristic_level,"basmi ( linear ) , mean ( sd )-elevated hscrp > nmbr mg / l , n ( % )-patient ' global assessment disease activity , mean ( sd )-total basdai , mean ( sd )-methotrexate ""-hla - bnmbr positive , n ( % )-basfi , mean ( sd )-sulfasalazine-age , mean ( sd ) years-msasss , mean ( sd )-syndesmophyte present , n ( % )-glucocorticoids-time since diagnosis , mean ( sd ) years-hscrp , median ( min , max ) , mg / l-total back pain , mean ( sd )-methotrexate-weight , mean ( sd ) kg-current smoker , n ( % )-anti - tnf - naive , n ( % )-male gender , n ( % )"
1368,arms,"secukinumab intravenous nmbr mg ( n = nmbr ) ""-secukinumab intravenous nmbr mg ( n = nmbr )"
1369,characteristic_level,"patients syndesmophytes baseline-elevated hscrp-patients without syndesmophytes baseline-male-female-male ""-smokers ( baseline )-overall population-non - smokers ( baseline )-normal hscrp"
1370,measures,"baseline-patients ( n )-change week nmbr-baseline """
1371,arms,"placebo secukinumab nmbr mg-placebo secukinumab pooled-placebo secukinumab nmbr mg """
1372,characteristic_name,"baseline pulmonary medication , n ( % ) ""-gold , n ( % )-baseline pulmonary medication , n ( % )-smoking status , n ( % )"
1373,characteristic_level,"laba-nmbr ( < nmbr % )-b - blocker-mean ( sd ) age , years-current smoker-sama-ics ""-diabetes mellitus-vascular disordersb-nmbr ( nmbre < nmbr % )-cardiac history-lama-cardiac rhythm disorders-saba-co - morbidities , n ( % )-ischaemic heart disease-mean ( sd ) extent exposure , days-nmbr ( > nmbr % )-baseline cardiovascular medication , c n ( % )-ex - smoker-xanthines-ics-male , n ( % )"
1374,arms,"tiotropium / olodaterol nmbr / nmbr mg ( n = nmbr )-tiotropium nmbr mg ( n = nmbr )-tiotropium nmbr mg ( n = nmbr ) ""-olodaterol nmbr mg ( n = nmbr )"
1375,outcomes,"cardiac failure , n ( % )-total patients , n-supraventricular tachyarrhythmias ( incl . atrial-hypertension , n ( % )-any aes , n ( % )-cerebrovascular disorders , n ( % ) ""-ventricular tachyarrhythmias-other ischaemic heart disease ( non - infarction )-tachyarrhythmias , n ( % )-myocardial infarction-haemorrhagic-cerebrovascular disorders , n ( % )-ischaemic-ischaemic heart disease , n ( % )"
1376,characteristic_level,"cardiac rhythm disorder baseline yes-cardiac rhythm disorder baseline yes """
1377,arms,"tiotropium nmbr g ""-tiotropium nmbr g-tiotropium / olodaterol nmbr / nmbr mg-olodaterol nmbr g"
1378,characteristic_name,"age-racea-copd disease severity-cardiac history-age ""-cardiac rhythm disorders-sex-ics use baseline-diabetes mellitus"
1379,arms,"tiotropium nmbr mg-olodaterol nmbr mg-total-tiotropium nmbr . nmbr mg-tiotropium / olodaterol nmbr / nmbr mg-tiotropium / olodaterol nmbr . nmbr / nmbr mg-tiotropium / olodaterol nmbr . nmbr / nmbr mg """
1380,measures,"n-n ( % ) ""-n ( % )"
1381,characteristic_name,"nationality ""-ethnicity-nationality-race"
1382,characteristic_level,"sex , male-india-body weighta , kg-white-malaysia-age , years-asian-bmi , kg / mnmbr-korea , republic of-malaysia ""-china-duration tnmbrdm , years-philippines-romania-not hispanic latino"
1383,characteristic_level,"chinese subgroup-chinese subgroup ""-full analysis set"
1384,arms,"sitagliptin nmbr mg n = nmbr-sitagliptin nmbr mg n = nmbr ""-placebo n = nmbr"
1385,outcomes,"hbanmbrc , %-fpg , mmol / l ""-fpg , mmol / l"
1386,characteristic_level,"chinese subgroup-chinese subgroup ""-full analysis set"
1387,arms,"sitagliptin nmbr mg n = nmbr-sitagliptin nmbr mg n = nmbr ""-sitagliptin nmbrmg n = nmbr-placebo n = nmbr"
1388,characteristic_name,"organ system involvement , . ( % )-disease hare . . ( % ) i-race / ethnicity-( nmbr - nmbr - cm vas )-medications . . ( % )-enrollment region , . ( % )-selena - sledai ( range u - nmbrunmbr ) t-enrollment region , . ( % ) ""-immunosuppressants"
1389,characteristic_level,"female , . ( % )-hematologic-age , mean nmbr sd years-mycophenolate mofetil-americas , excluding us-renal-mean nmbr sd-vascular-cardiovascular respiratory-mucocutaneous-immunosuppressants only-score # nmbr , . ( % )-physician ' global assessment . mean nmbr sd-score $ nmbr , . ( % )-disease duration , median ( range ) years-facit - fatigue . mean nmbrsd ( range nmbr - nmbr )-at least nmbr flare-not hispanic latino-corticosteroids immunosuppressants only-asia-us-azathioprine-constitutional-methotrexate-at least nmbr severe flare-weight , mean nmbr sd kg-eastern europe-immunosuppressants antimalarials only-immunologic-corticosteroids . immunosuppressants . antimalarials-central nervous system-hispanic latino-western europe / australia / israel-corticosteroids only-antimalarials only-corticosteroids antimalarials only-us ""-median ( range )-musculoskeletal"
1390,arms,"placebo ( n nmbr )-belimumab nmbr mg sc ( n nmbr )-belimumab nmbr mg sc ( n nmbr ) """
1391,characteristic_name,"ss baseline-race ss baseline-baseline body weight quartile-steroid use baseline-race-steroid use baseline """
1392,characteristic_name,"bmi ( kg / mnmbr )-age ( years )-esr ( mm / hour )-haq - di score-dasnmbr ( esr )-sjc ( / nmbr joints )-erosion score-weight ( kg )-sdai-female , n ( % )-mmp - nmbr ( ng / ml )-bone erosion ( judged physician ) , n ( % )-mtss-average weekly mtx dose ( mg / week ) t-tjc ( / nmbr joints )-sjc ( / nmbr joints ) ""-ra duration ( months ) *-anti - ccp antibody positive , n ( % )-rf positive , n ( % )-crp ( mg / dl )-joint space narrowing score"
1393,arms,"pbo + mtx^mtx-czp + mtx^mtx-czp + mtx^mtx """
1394,measures,"total patients n = nmbr-patients entering pt period n = nmbr ""-patients entering pt period n = nmbr"
1395,measures,"db baseline ( week nmbr ) ""-pt baseline ( week nmbr )-db baseline ( week nmbr )"
1396,characteristic_name,"mmp - nmbr ( ng / ml )-il - nmbr ( pg / ml )-ra duration ( months ) *-haq - di-mtss-dasnmbr-il - nmbr ( pg / ml ) "" ; na-tnf - alpha ( pg / ml )-baseline steroids-rf ( iu / ml )-mtx exposure ( mg / week )-crp ( mg / dl )-baseline erosion"
1397,characteristic_level,"nmbr - < nmbr-> nmbr . nmbr - < nmbr . nmbr-nmbr < - nmbr-< nmbr-no-yes-nmbr - nmbr-> nmbr . nmbr-> nmbr - < nmbr-> nmbr-> nmbr . nmbr - < nmbr . nmbr ""-< nmbr . nmbr"
1398,arms,"czp + mtx mtx ""-pbo + mtx mtx-czp + mtx mtx"
1399,other,"mtss cfb ""-mtss cfb"
1400,measures,"sd-n-mean-mean """
1401,characteristic_name,"ethnic origin ""-methotrexate dose baseline-sex-age range ( years )-ethnic origin"
1402,characteristic_level,"tender joint count ( nmbr - nmbr )-unknown-bmi ( kg / mnmbr )-< nmbr-age ( years )-swollen joint count ( nmbr - nmbr )-white-stiffness ( min )-haq - di score ( nmbr - nmbr )-anti - ccp antibody positive-> nmbr < nmbr-clinical disease activity index score ( nmbr - nmbr )-conventional synthetic dmard use baseline-> nmbr-dasnmbr ( c - reactive protein )-> nmbr < nmbr - nmbr mg / week-bmi ( kg / mnmbr ) ""-female-asian-c - reactive protein ( mg / l )-black-none-duration morning-other-male-simplified disease activity index score ( nmbr - nmbr )-rheumatoid factor - positive-> nmbr - nmbr mg / week-duration rheumatoid arthritis ( years )"
1404,characteristic_name,"overall-prior anti - tnf therapy-prior biologic therapy ( including anti - tnfs ) ""-prior biologic therapy ( including anti - tnfs )"
1405,measures,"acrnmbr response week nmbr , n ( % ) ""-acrnmbr response week nmbr , n ( % )"
1406,characteristic_level,"received nmbr prior biologic therapies , n ""-received > nmbr prior anti - tnf therapies , n-received nmbr prior biologic therapy , n-received nmbr prior biologic therapies , n-received nmbr prior anti - tnf therapy , n-evaluable acrnmbr week nmbr , n"
1407,arms,"placeboa-sirukumab nmbr mg qnmbrw-sirukumab nmbr mg qnmbrw """
1408,characteristic_name,"coexisting conditions-type event-laboratory findings-demographics-medications-coexisting conditions ""-at randomization"
1409,characteristic_level,"unstable angina-hs - crp , mg / l-statin-beta - blocker !-time acs randomization-peripheral artery disease *-egfr < nmbr ml / min / nmbr . nmbr mnmbr *-acei / arb-aspirin-previous stroke *-age , yrs-egfr , ml / min / nmbr . nmbr mnmbr-previous cabg ( index acs ) *-previous pci ( index acs )-caucasian-age > nmbr yrs *-non - hdl - c , mg / dl-female-ml st - segment elevation-ldl - c , mg / dl-thienopyridine-ml without st - segment elevation !-current smoking *-lipid - lowering agent-total cholesterol , mg / dl-hypertension *-previous ml ( index acs )-heart failure *-bmi , kg / mnmbr-pre - randomization pci-diabetes *-diabetes * """
1410,characteristic_level,"intermediate ( nmbr ) ( n = nmbr , nmbr ; nmbr % )-high ( > nmbr ) ( n = nmbr , nmbr ; nmbr % ) ""-low ( nmbr - nmbr ) ( n = nmbr , nmbr ; nmbr % )-overall ( n = nmbr , nmbr )-high ( > nmbr ) ( n = nmbr , nmbr ; nmbr % )"
1411,characteristic_name,"non - hdl - c-total cholesterol-hs - crp-ldl - c-tg-hdl - c-total cholesterol ""-apo - b"
1412,characteristic_level,"overall-low risk ( ri = nmbr - nmbr )-intermediate risk ( ri = nmbr ) ""-intermediate risk ( ri = nmbr )-high risk ( ri = nmbr )"
1413,measures,"baseline-nmbryr-nmbryr """
1414,arms,"simva ""-ez / simva-pooled-simva"
1415,measures,"n = nmbr ""-n = nmbr"
1416,characteristic_name,"race *-blood pressure ( mm hg )-waist circumference ( cm )-hdl cholesterol-cholesterol ( mmol / l )-race * ""-sex-bmi category"
1417,characteristic_level,"men-bmi ( kg / mnmbr )-black african - american-ldl cholesterol-nmbr-age ( years )-overall-free fatty acids ( mmol / l )-white-total-vldl cholesterol-fasting glucose ( mmol / l )-women-triglycerides ( mmol / l )-dyslipidaemiat-women ( n = nmbr vs nmbr )-nmbr - nmbr - nmbr , overweight-nmbr - h plasma glucose ogtt ( mmol / l )-weight ( kg )-hispanic latino ethnic group *-diastolic-men ( n = nmbr vs nmbr )-systolic-dyslipidaemia hypertensiont-other ""-american indian alaska native-fasting insulin ( pmol / l )-nmbr - nmbr - nmbr , obesity class nmbr-non - hdl cholesterol-asian-hypertensiont-native hawaiian pacific islander-other-glycated haemoglobin ( % )-> nmbr , obesity class nmbr-male"
1418,arms,"liraglutide nmbr - nmbr mg ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
1419,characteristic_name,"concomitant medications , n ( % )-physical examination-demographic features-laboratory data-concomitant medications , n ( % ) ""-clinical history , n ( % )"
