,descriptor,terms
1395,measures,"pt baseline ( week nmbr )-db baseline ( week nmbr ) ""-db baseline ( week nmbr )"
1396,characteristic_name,"ra duration ( months ) *-il - nmbr ( pg / ml )-mmp - nmbr ( ng / ml )-il - nmbr ( pg / ml ) "" ; na-dasnmbr-tnf - alpha ( pg / ml )-baseline erosion-baseline steroids-rf ( iu / ml )-crp ( mg / dl )-mtss-mtx exposure ( mg / week )-haq - di"
1397,characteristic_level,"no-yes-nmbr - < nmbr-nmbr < - nmbr-> nmbr . nmbr - < nmbr . nmbr-> nmbr-> nmbr - < nmbr-< nmbr . nmbr-> nmbr . nmbr - < nmbr . nmbr ""-> nmbr . nmbr-nmbr - nmbr-< nmbr"
1398,arms,"czp + mtx mtx ""-pbo + mtx mtx-czp + mtx mtx"
1399,other,"mtss cfb-mtss cfb """
1400,measures,"mean ""-sd-mean-n"
1401,characteristic_name,"ethnic origin-age range ( years )-ethnic origin ""-methotrexate dose baseline-sex"
1402,characteristic_level,"simplified disease activity index score ( nmbr - nmbr )-clinical disease activity index score ( nmbr - nmbr )-other-bmi ( kg / mnmbr ) ""-> nmbr-> nmbr < nmbr - nmbr mg / week-dasnmbr ( c - reactive protein )-> nmbr - nmbr mg / week-stiffness ( min )-male-anti - ccp antibody positive-duration rheumatoid arthritis ( years )-white-> nmbr < nmbr-haq - di score ( nmbr - nmbr )-conventional synthetic dmard use baseline-bmi ( kg / mnmbr )-c - reactive protein ( mg / l )-age ( years )-none-female-black-swollen joint count ( nmbr - nmbr )-asian-tender joint count ( nmbr - nmbr )-unknown-duration morning-< nmbr-rheumatoid factor - positive"
1404,characteristic_name,"prior biologic therapy ( including anti - tnfs ) ""-prior biologic therapy ( including anti - tnfs )-prior anti - tnf therapy-overall"
1405,measures,"acrnmbr response week nmbr , n ( % )-acrnmbr response week nmbr , n ( % ) """
1406,characteristic_level,"received nmbr prior anti - tnf therapy , n-received nmbr prior biologic therapy , n-evaluable acrnmbr week nmbr , n-received nmbr prior biologic therapies , n-received > nmbr prior anti - tnf therapies , n-received nmbr prior biologic therapies , n """
1407,arms,"sirukumab nmbr mg qnmbrw ""-placeboa-sirukumab nmbr mg qnmbrw"
1408,characteristic_name,"laboratory findings-coexisting conditions ""-medications-demographics-coexisting conditions-at randomization-type event"
1409,characteristic_level,"unstable angina-time acs randomization-aspirin-statin-ml without st - segment elevation !-hypertension *-thienopyridine-current smoking *-heart failure *-previous cabg ( index acs ) *-age , yrs-egfr < nmbr ml / min / nmbr . nmbr mnmbr *-previous pci ( index acs )-beta - blocker !-total cholesterol , mg / dl-diabetes * ""-caucasian-lipid - lowering agent-female-non - hdl - c , mg / dl-age > nmbr yrs *-acei / arb-bmi , kg / mnmbr-pre - randomization pci-peripheral artery disease *-previous ml ( index acs )-previous stroke *-ldl - c , mg / dl-hs - crp , mg / l-diabetes *-ml st - segment elevation-egfr , ml / min / nmbr . nmbr mnmbr"
1410,characteristic_level,"overall ( n = nmbr , nmbr )-high ( > nmbr ) ( n = nmbr , nmbr ; nmbr % )-low ( nmbr - nmbr ) ( n = nmbr , nmbr ; nmbr % )-high ( > nmbr ) ( n = nmbr , nmbr ; nmbr % ) ""-intermediate ( nmbr ) ( n = nmbr , nmbr ; nmbr % )"
1411,characteristic_name,"hs - crp-tg-apo - b-hdl - c-total cholesterol ""-ldl - c-total cholesterol-non - hdl - c"
1412,characteristic_level,"overall-intermediate risk ( ri = nmbr ) ""-intermediate risk ( ri = nmbr )-low risk ( ri = nmbr - nmbr )-high risk ( ri = nmbr )"
1413,measures,"nmbryr-baseline-nmbryr """
1414,arms,"ez / simva-simva-pooled-simva """
1415,measures,"n = nmbr ""-n = nmbr"
1416,characteristic_name,"race * ""-hdl cholesterol-race *-cholesterol ( mmol / l )-blood pressure ( mm hg )-bmi category-waist circumference ( cm )-sex"
1417,characteristic_level,"nmbr-other-hypertensiont-native hawaiian pacific islander-men ( n = nmbr vs nmbr )-male-nmbr - h plasma glucose ogtt ( mmol / l )-american indian alaska native-overall-> nmbr , obesity class nmbr-women-free fatty acids ( mmol / l )-dyslipidaemia hypertensiont-white-black african - american-total-nmbr - nmbr - nmbr , overweight-women ( n = nmbr vs nmbr )-non - hdl cholesterol-other ""-bmi ( kg / mnmbr )-diastolic-age ( years )-systolic-fasting glucose ( mmol / l )-asian-weight ( kg )-nmbr - nmbr - nmbr , obesity class nmbr-ldl cholesterol-dyslipidaemiat-glycated haemoglobin ( % )-hispanic latino ethnic group *-vldl cholesterol-triglycerides ( mmol / l )-fasting insulin ( pmol / l )-men"
1418,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-liraglutide nmbr - nmbr mg ( n = nmbr )"
1419,characteristic_name,"demographic features-concomitant medications , n ( % )-concomitant medications , n ( % ) ""-laboratory data-clinical history , n ( % )-physical examination"
1420,arms,"placebo-pioglitazone-placebo """
1421,measures,"( n = nmbr )-( n = nmbr ) """
1422,characteristic_name,"atrial fibrillation-triglycerides-arb / ace-statin-aspirin-glycated hemoglobin-body mass index-body mass index ""-homa > median-age-coronary artery disease history-hypertension history-gender-race-ada impaired fasting glucose"
1423,characteristic_level,"fema le-< nmbr . nmbr %-> nmbr-> nmbr years-absent ( < nmbr mg / dl )-black african american-male-yes-nmbr . nmbr % - nmbr . nmbr %-< nmbr ""-< nmbr mg / dl-all participants-white / other-no-nmbr . nmbr - nmbr . nmbr % t-< nmbr years-present ( > nmbr mg / dl )-> nmbr mg / dl-< nmbr"
1425,characteristic_name,"medical history-medications-clinical characteristics-ecg-medications ""-physical examination"
1426,characteristic_level,"previous cabg , n ( % )-atrial fibrillation / flutter , n ( % )-other cause , n ( % )-nyha iii , n ( % )-qrs duration > nmbr ms , n ( % )-diuretics , n ( % )-heart rate ( beats / min )-ace inhibitors / arbs , n ( % )-nitrates , n ( % )-other antiplatelet agents , n ( % ) ""-nyha ii , n ( % )-hypertensive , n ( % )-non - detectable / unknown , n ( % )-ischaemic , n ( % )-aspirin , n ( % )-pathologic q waves , n ( % )-aortic stenosis , n ( % )-nyha iv , n ( % )-lv hypertrophy , n ( % )-diabetes , n ( % )-total cholesterol ( mg / dl )-dilatative , n ( % )-previous hf hospitalization , n ( % )-heart failure cause-peripheral vascular disease , n ( % )-snmbr gallop , n ( % )-oral anticoagulant , n ( % )-bmi ( kg / mnmbr )-age ( yrs )-symptoms-amiodarone , n ( % )-systolic blood pressure ( mmhg )-other antiplatelet agents , n ( % )-previous cancer , n ( % )-beta - blockers ( ) , n ( % )-previous myocardial infarction , n ( % )-women , n ( % )-diastolic blood pressure ( mmhg )-previous pci , n ( % )-former / current smoker , n ( % )-rales , n ( % )-history atrial arrhythmia , n ( % )-pm , n ( % )-digoxin , n ( % )-calcium channel blockers , n ( % )-icd , n ( % )-previous stroke , n ( % )-hypertension , n ( % )-spironolactone , n ( % )-mitral regurgitation , n ( % )"
1428,outcomes,"non cv mortality-cv mortality-non cv mortality "" ; na-all - cause mortality-all - cause hospitalization"
1430,measures,"p-hr ( nmbr % cl )-p """
1431,characteristic_name,"blood eosinophils count-blood eosinophils count """
1432,characteristic_level,"> nmbr cells / pl ""-nmbr < nmbr cells-> nmbr %-< nmbr %-> nmbr cells / pl-< nmbr cells / pl"
1433,measures,"rate ratio ( nmbr % ci )-no . patients ind / gly sfc-no . patients ind / gly sfc ""-annualized rate ind / gly sfc"
1434,measures,"age , mean ( sd ) , years-age , mean ( sd ) , years ""-> nmbr-female , n ( % )-baseline focal seizure frequency / nmbr days , median ( qnmbr , qnmbr )-nmbr - nmbr"
1435,arms,"topiramate-lamotrigine ""-carbamazepine-lamotrigine-levetiracetam"
1436,characteristic_name,"naive ( n = nmbr ) ""-naive ( n = nmbr )-exposed ( n = nmbr )"
1437,arms,"aspirin nmbr mg ( n = nmbr )-rivaroxaban ""-rivaroxaban"
1438,characteristic_name,"duration pre - randomization anticoagulant therapy-known thrombophilia-extent index event-fragile-active cancer ""-creatinine clearance-body mass index-history recurrent venous thromboembolism-body weight-active cancer-age-risk factor profile index event-presentation index event-sex"
1439,arms,"rivaroxaban nmbr mg-aspirin nmbr mg-aspirin nmbr mg """
1440,characteristic_name,"smoking status-copd medication study entry-race ""-race-sex"
1441,characteristic_level,"ischaemic cardiomyopathy-blood eosinophil concentration , nmbr cells per l-other-fevnmbr / fvc ratio *-black / african american-coronary artery osteochondrosis-body - mass index ( kg / - ) ""-< nmbr %-laba / lama-blood eosinophil proportion ( % )-body - mass index ( kg / - )-inspiratory capacity ( l )-male-angina pectoris-myocardial ischaemia-white-diabetes mellitus-ics / laba-patients least one concomitant disease *-ex - smoker-% predicted normal value *-fevnmbr , l *-reversibility ( % )-cat total score-spacer use study-current smoker-age ( years )-female-cholecystitis chronic-arteriosclerosis-coronary artery disease-lama-fvc ( l ) *-ischaemic heart disease-> nmbr % < nmbr %-blood leucocyte concentration ( nmbr cells per l )-chronic bronchitis !-myocardial infarction-ics / lama-time since first copd diagnosis ( years )-obesity-cardiac failure-exacerbation rate previous year ( range )-hypertension"
1442,arms,"fixed triple ( n = nmbr )-tiotropium ( n = nmbr )-open triple ( n = nmbr )-tiotropium ( n = nmbr ) """
1443,outcomes,"tnmbrdm duration ( years )-fpg ( mmol / l )-hbanmbrc ( % ) "" ; na-hbanmbrc ( % )-daily iglar dose week nmbr ( u )-nmbr - h ppg ( mmol / l )"
1444,arms,"iglar ( insulin glargine lnmbr u ) ""-iglarlixi ( fixed - ratio combination )-iglar ( insulin glargine lnmbr u )"
1445,characteristic_level,"< lnmbr years-> lnmbr years-> lnmbr years ""-< nmbr years"
1446,arms,"ularitide ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
1447,characteristic_name,"time first eval-baseline systolic bp-coronary artery disease-troponin t-diabetes-gender ""-gfr assessed mdrd-region-ejection fraction-age screening-history chronic hf-gender-nt - pro bnp-race"
1448,characteristic_name,"disease activity ""-european quality life - nmbr dimensions - nmbr level ( eq - nmbrd )-activity ( nmbr - nmbr vas )-patient characteristics-disease activity-number prior csdmards , n ( % )-short form nmbr ( sf - nmbr )-patient - reported outcome measures-number concomitant csdmards , n ( % )-( haq - di , nmbr - nmbr )"
1449,characteristic_level,"mtx-age , years-nmbr-health assessment questionnaire - disability index-patient ' assessment pain ( nmbr - nmbr vas )-physical component score ( pcs )-non - mtx-sdai-> nmbr-mental component score ( mcs )-cdai-swollen joint count , nmbr-mtx + non - mtx-concomitant corticosteroid use , n ( % )-nmbr non - mtx-functional assessment chronic illness-esr , mm / hour-mean ( sd ) mtx dose , mg / week-vas ( nmbr - nmbr )-dasnmbr - hscrp-tender joint count , nmbr-duration ra ( time symptom onset ) , years-female patients , n ( % )-tender joint count , nmbr ""-patient ' global assessment disease-hscrp , mg / l-concomitant mtx use , n ( % )-health state index score , uk algorithm"
1450,arms,"placebo ( n = nmbr )-baricitinib nmbr mg ( n = nmbr ) ""-baricitinib nmbr mg ( n = nmbr )"
1451,characteristic_name,"concomitant cardiovascular therapy ( taken > nmbr days )-high risk ( receiving treatment ) : ""-high risk ( receiving treatment ) :-cardiovascular inclusion criteriat-race"
1452,arms,"combination therapy , n = nmbr-vilanterol , n = nmbr-placebo , n = nmbr ""-fluticasone furoate , n = nmbr-total , n = nmbr nmbr-placebo , n = nmbr"
1453,characteristic_name,"age group-smoking status-african - american / african heritage ( n = nmbr )-ischemic heart disease indicator ( n = nmbrl )-african - american / african heritage ( n = nmbr ) ""-nmbr - nmbr cv risk disease ( n = nmbr )-ethnicity-region-cv entry criteria-vascular disease indicator ( n = nmbr )-gender-race"
1454,characteristic_level,"female ( n = nmbr )-current smoker ( n = nmbr )-hispanic latino ( n = nmbr )-male ( n = nmbr )-usa ( n = nmbr )-< nmbr years ( n = nmbr )-not hispanic latino ( n = nmbr )-asian ( n = nmbr )-asia ( n = nmbr )-white ( n = nmbr )-asian ( n = nmbr ) "" ; na-> nmbr years ( n = nmbr )-former smoker ( n = nmbr )-europe nmbr ( n = nmbr )-rest - - world ( n = nmbr )-> nmbr years < nmbr years ( n = nmbr )-yes ( n = nmbr )-nmbr - nmbr cv disease ( n = nmbr )-other ( n = nmbr )"
1455,measures,"hazard ratio ( nmbr % cl ) nmbr . nmbr ( nmbr . nmbr , nmbr . nmbr )-hazard ratio ( nmbr % cl ) nmbr . nmbr ( nmbr . nmbr , nmbr . nmbr ) """
1456,other,"octave sustain-octave induction nmbr ""-octave induction nmbr"
1457,arms,"placebo ( n = nmbr )-tofacitinib , nmbr mg ( n = nmbr )-tofacitinib , nmbr mg ( n = nmbr ) """
1458,characteristic_name,"disease characteristics ""-medication use-demographic characteristics-disease characteristics"
1459,arms,"abatacept ( n = nmbr * )-placebo ( n = nmbr * )-placebo ( n = nmbr * ) """
1460,characteristic_level,"total population-tnfi naive-tnfi naive ""-tnfi exposed"
1461,measures,"acrnmbr ""-acrnmbr"
1462,other,"week nmbr ""-week nmbr"
1464,characteristic_name,"copd severity-copd severity """
1465,characteristic_level,"male , n ( % )-baseline ics use , n ( % ) ""-moderate , n ( % ) a-previous treatment laba / lama , n ( % ) c-cigarette smoking , mean pack - years ( sd )-mean fevnmbr , l ( sd )-post - bronchodilator percent predicted fevnmbr , % ( sd )-current smoker , n ( % )-severe , n ( % ) b-baseline ics use , n ( % )-white , n ( % )-mean number exacerbations previous nmbr months ( sd )-mean sgrq total score ( sd )-mean age , years-mean bdi focal score ( sd )"
1466,arms,"ab nmbr pg ( n = nmbr )-placebo ( n = nmbr ""-ff nmbr pg ( n = nmbr )-placebo ( n = nmbr-ab / ff nmbr / nmbr pg ( n = nmbr )"
1467,characteristic_name,"insulin use-beta - blocker use-region-duration diabetes-history amputation-egfr-history heart failure-study-antithrombotic use-history peripheral vascular disease-raas inhibitor use-glycated hemoglobin-age-bmi-diuretic use-blood pressure control-history cardiovascular disease-sex-blood pressure control ""-statin use-race"
1468,characteristic_level,"nmbr < nmbr ml / min / nmbr . nmbr mnmbr-systolic blood pressure > nmbr mm hg diastolic blood pressure > nmbr mm hg-other-north america-canvas-all patients-europe-> nmbr-< nmbr %-male-central america south america-yes-< nmbr yr-white-systolic blood pressure < nmbr mm hg diastolic blood pressure < nmbr mm hg-no-> nmbr yr-> nmbr %-female-black-systolic blood pressure < nmbr mm hg diastolic blood pressure < nmbr mm hg ""-asian-> nmbr ml / min / nmbr . nmbr mnmbr-canvas - r-rest world-< nmbr"
1470,measures,". participants per nmbr patient - yr-no . participants per nmbr patient - yr """
1471,characteristic_name,"time since diagnosis diabetesa , n ( % )-egfr ( ckd - epi , cystatinc ) , ml / min / nmbr . nmbr mnmbr , n ( % )-time since diagnosis diabetesa , n ( % ) ""-race , n ( % )-uacra , mg / g , n ( % )"
1472,characteristic_level,"age , years-male , n ( % )-other-calcium antagonists-> nmbr-^ - blockers-weight , kg-> nmbr years-< nmbr year-antihypertensive therapy , n ( % )-hawaiian / pacific islander-white-arbs-systolic blood pressurea , mm hg-black / african - american-< nmbr year ""-diuretics-egfr ( ckd - epi , cystatin c ) , ml / min / nmbr . nmbr mnmbr-egfr ( mdrd ) , ml / min / nmbr . nmbr mnmbr-oral antidiabetes monotherapya , n ( % )-diastolic blood pressurea , mmhg-nmbr < nmbr-hbanmbrca , % ( mmol / mol )-uacra , mg / g , gmean = gcv-oral antidiabetes combination therapy without insulina , n ( % )-insulina , n ( % )-asian-bmi , kg / mnmbr-ace inhibitors-> nmbr nmbr years-statins-metformin-< nmbr"
1473,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-linagliptin ( n = nmbr )"
1474,characteristic_level,"europe ""-baseline uacr > nmbr mg / g-baseline uacr < nmbr mg / g-north america-europe-baseline hbalc < nmbr . nmbr % ( nmbr mmol / mol ) nmbr-all participants-baseline hbalc > nmbr . nmbr % ( nmbr mmol / mol ) nmbr-asia"
1476,characteristic_name,"egfr --hdl cholesterol *-hbanmbrc-egfr - ""-total cholesterol *-triglycerides *-time since diagnosis type nmbr diabetes-race-ldl cholesterolt-sex"
1477,characteristic_level,"microalbuminuria baseline ( nmbr % patients treated )-macroalbuminuria baseline ( nmbr % patients treated )-normoalbuminuria baseline ( nmbr % patients treated )-normoalbuminuria baseline ( nmbr % patients treated ) """
1478,arms,"placebo ( n = nmbr )-empagliflozin ( n = nmbr ) ""-empagliflozin ( n = nmbr )"
1479,characteristic_level,"uric acid tertile nmbr ( nmbr . nmbr < nmbr . nmbr mg / dl )-uric acid tertile nmbr ( > nmbr . nmbr mg / dl )-uric acid tertile nmbr ( < nmbr . nmbr mg / dl )-uric acid tertile nmbr ( > nmbr . nmbr mg / dl ) ""-uric acid fertile nmbr ( > nmbr . nmbr mg / dl )"
1480,measures,"n analysed-change baseline *-difference vs placebo * *-difference vs placebo '-change baseline * """
1481,characteristic_level,"patients macroalbuminuria baseline ""-patients microalbuminuria baseline-patients normoalbuminuria baseline-patients macroalbuminuria baseline"
1482,arms,"placebo-empagliflozin-placebo """
1483,characteristic_name,"number exacerbation previous nmbr months , n ( % )-baseline treatments , n ( % ) a-dyspnoea - mmrc grade , n ( % )-baseline treatments , n ( % ) "" ; na"
1484,characteristic_level,"nmbr-othersc-> nmbr-othersc "" ; na-lama ( monotherapy )-laba + ics ( free fixed - dose combination )-laba ( monotherapy )"
1485,arms,"ind / glyb n = nmbr ""-laba + ics n = nmbr-ind / gly n = nmbr-ind / glyb n = nmbr-laba lamab n = nmbr"
1486,characteristic_name,"age , years-smoking status-reversibility-baseline therapy-fevnmbr baseline-exacerbations previous year-smoking status "" ; na-mmrc baseline-sex"
1487,characteristic_level,"male-nmbr-ex - smokers ""-current-= nmbr-sfc-other-ex - smokers-> nmbr %-female-< nmbr %-= nmbr %-form / bud-< nmbr"
1488,measures,"laba + ics versus indzgly lsm difference ( nmbr % cl )-number patients ""-number patients"
1489,arms,"laba + ics-indzgly-indzgly """
1490,characteristic_name,"fev , baseline-age , years-smoking status-reversibility-baseline therapy-exacerbations previous year-age , years "" ; na-mmrc baseline-sex"
1491,characteristic_level,"nmbr-male-snmbr-lama-current-ex - smokers nmbr-nmbr nmbr-> nmbr % nmbr-others-nmbr ""-female-< nmbr %-laba-< nmbr-snmbr %-nmbr % nmbr"
1492,outcomes,"gusto severe-st-gusto moderate-gusto moderate / severe-timi major / minor-idr-gusto severe ""-death , mi , idr , st , timi bleeding-death-death , mi , idr , st-acuity major-mi-st ( arc definite )-death , mi , idr , st , gusto moderate / severe bleeding-death , mi , idr , st gusto severe bleeding-timi major-timi minor-ipst"
1493,characteristic_level,"age < nmbr ( n = nmbr )-age < nmbr ( n = nmbr ) ""-age > nmbr ( n = nmbr )"
1495,arms,"aspirin alone ( n = nmbr )-rivaroxaban plus aspirin ( n = nmbr )-rivaroxaban alone ( n = nmbr ) ""-rivaroxaban alone ( n = nmbr )"
1496,characteristic_name,"estimated gfr-coronary artery disease-body weight-baseline tobacco use-age-baseline dyslipidemia-peripheral arterial disease-sex ""-baseline diabetes-history hypertension-geographic region-race-sex"
1498,other,". events / total . ( % )-no . events / total . ( % ) """
1499,characteristic_name,"infarct location ""-killip class-timi risk score-infarct location"
1500,characteristic_level,"crp , mg / l-previous angina pectoris-systolic blood pressure-hypercholesterolemia-ii - iv-moderate risk ( nmbr - nmbr )-weight , kg-ischemic stroke-peripheral artery disease-anterior-hemoglobin , g / l-men-previous coronary intervention-scr , gmol / l-not anterior-glucose , mmol / l-diabetes mellitus-hdl - c , mmol / l-heart rate , beats / min-platelet , nmbr / l-hemorrhagic stroke-body mass index , kg / mnmbr-i-family history coronary disease-anterior ""-ldl - c , mmol / l-low risk ( nmbr - nmbr )-diastolic blood pressure-high risk ( nmbr - nmbr )-red blood cell counting , nmbr / l-total cholesterol , mmol / l-age , y-mean platelet volume , fl-triglyceride , mmol / l-hypertension"
1502,characteristic_level,"no-yes-< nmbrkg-women-nmbr < nmbrkg-nmbr - nmbr hr-i-nmbr < nmbrmmhg-< nmbr hr-nmbrlnmbrmmhg-nmbr < nmbrmmhg ""-iiiv-nmbrto < nmbrmmhg-men"
1503,characteristic_name,"systolic blood pressure-time randomization-diabetes-systolic blood pressure ""-weight-killip class-hypertension-sex"
1505,measures,". panents . total . nmbr % ) ""-no . panents . total . nmbr % )"
1506,arms,"patients ( n = nmbr , nmbr )-placebo ( n = nmbr , nmbr )-anacetrapib ( n = nmbr , nmbr )-placebo ( n = nmbr , nmbr ) """
1507,characteristic_name,"medication-triglycerides ( mg / dl )-alcohol intake-cigarette smoking-prior disease-region-apolipoprotein b ( mg / dl )-apolipoprotein anmbr ( mg / dl )-waisthip ratio-glomerular filtration rate ( ml / min / nmbr . nmbrma ,-waisthip ratio ""-hdl cholesterol ( mg / dl )-non - hdl cholesterol ( mg / dl )-age randomization ( years )-ldl cholesterol ( mg / dl )-total cholesterol ( mg / dl )-urinary albumimcreatinine ratio-lipoprotein ( ) ( nmol / l )-systolic blood pressure ( mmhg )-diastolic blood pressure ( mmhg )-gender-atorvastatin dose-time since qualifying event-body mass index ( kg / mnmbr )"
1508,characteristic_level,"micro - albuminuria-all-macro - albuminuria-> nmbr < nmbr-heart failure-north america-europe-> nmbr-non - smoker-< nmbr months-male-> nmbr months-calcium channel blocker-former smoker-beta - blocker-high ""-medium-cerebrovascular disease-high-normal-current smoker-diuretic-china-female-> nmbr , < nmbr-current drinker-anti platelet therapy-peripheral - artery disease-ace inhibitor arb-diabetes-low-former / non - drinker-< nmbr-coronary heart disease"
1509,measures,"lipid difference ( mg / dl )-no . participants events ( % )-lipid difference ( mg / dl ) """
1511,characteristic_name,"renal function ( egfr , ml / min / nmbr . nmbr mnmbr ) ""-renal function ( egfr , ml / min / nmbr . nmbr mnmbr )"
1512,characteristic_level,"age , years-ace inhibitors arb-loop diuretics-macroalbuminuria-nmbr bmi , kg / m-calcium channel blockers-mild impairment ( egfr nmbr - nmbr )-severe impairment ( egfr < nmbr )-oad only-not treated ""-moderate impairment ( egfr nmbr - nmbr )-insulin treated-egfr ( ml / min / nmbr . nmbr mnmbr )-diuretics-microalbuminuria-insulin only-hba , % nmbrc-normal ( egfr > nmbr )-others-not treated-antihypertensive therapy-lipid - lowering drugs-insulin + oad-diastolic blood pressure , mmhg-beta blockers-statins-insulin - na ' ive-diabetes duration , years-systolic blood pressure , mmhg-male sex , n ( % )"
1513,arms,"liraglutide ( n = nmbr )-placebo ( n = nmbr ) ""-placebo ( n = nmbr )"
1514,outcomes,"post - bronchodilation fvc-pre - bronchodilation fvc ""-post - bronchodilation fevnmbr-pre - bronchodilation fvc-pre - bronchodilation fevnmbr"
1516,characteristic_level,"cat > nmbr-cat < nmbr-cat > nmbr """
1518,measures,"mean ( se )-mean ( se ) ""-n"
1519,arms,"placebo ( n = nmbr )-mepolizumab , nmbr mg ( n = nmbr )-placebo ( n = nmbr ) """
1520,characteristic_name,"< nmbr historical count > nmbr-> nmbr-< nmbr historical count > nmbr ""-> nmbr < nmbr-< nmbr regardless historical count-< nmbr historical count > nmbr"
1522,other,"randomization groups nmbr nmbr ""-randomization groups nmbr nmbr"
1523,characteristic_level,"pfo closure group ( n = nmbr )-antiplatelet - onl group ( n = nmbr )-antiplatelet - onl group ( n = nmbr ) ""-antiplatelet - group ( n = nmbr )-anticoagulant group ( n = nmbr )"
1524,characteristic_name,"comorbidities-number exacerbations nmbr months randomisation-asthma control test score baseline-comorbidities """
1525,characteristic_level,"nmbr-vascular-any-diabetes ""-> nmbr-diabetes-cardiac-nmbr - nmbr-< nmbr"
1526,arms,"usual care ( n = nmbr )-fluticasone furoate vilanterol ( n = nmbr )-fluticasone furoate vilanterol ( n = nmbr ) """
1527,characteristic_name,"medication taken alone combination-ethnicity ,-region , ""-cv risk factor-urine albumin - - creatinine ratio-anti - hypertensive therapy-anti - coagulants-region ,-lipid - lowering therapy-time since diagnosis type nmbr diabetes-race"
1528,characteristic_level,"patients without prevalent kidney disease baseline ""-patients without prevalent kidney disease baseline-patients prevalent kidney disease baseline"
1529,arms,"placebo ( n = nmbr )-empagliflozin ( n = nmbr ) ""-empagliflozin ( n = nmbr )"
1530,outcomes,"weight ( kg )-hdl - cholesterol ( mg / dl )-serum uric acid ( mg / dl )-systolic blood pressure ( mmhg )-hemoglobin ( g / dl )-ldl - cholesterol ( mg / dl )-hdl - cholesterol ( mg / dl ) ""-hbanmbrc ( % )"
1531,measures,"difference vs placebo-change baseline week nmbr ""-change baseline week nmbr-baseline-week nmbr"
1532,characteristic_level,"patients egfr > nmbr ml / min / nmbr . nmbrmnmbr baseline ""-patients egfr > nmbr ml / min / nmbr . nmbrmnmbr baseline-patients egfr < nmbr ml / min / nmbr . nmbrmnmbr baseline"
1533,arms,"placebo ( n = nmbr )-empagliflozin nmbr mg ( n = nmbr )-empagliflozin nmbr mg ( n = nmbr ) """
1534,characteristic_name,"mean ( . . ) non - hdl cholesterol-age group , n ( % )-mean ( . . ) hdl cholesterol-race , n ( % ) ""-mean ( . . ) calculated ldl cholesterol-mean ( . . ) fpg-concomitant antihyperglycaemic drugs , n ( % )-ethnicity , n ( % )-statin intensitynmbr * nmbr-concomitant lipid - lowering therapy , n ( % )-race , n ( % )-median ( qnmbr : qnmbr ) total daily insulin dosenmbr-median ( qnmbr : qnmbr ) tgs-total cholesterol-median ( qnmbr : qnmbr ) tg - rich lipoprotein cholesterol-mean ( . . ) measured ldl cholesterol"
1535,characteristic_level,"tnmbrdm-tnmbrdm """
1536,arms,"placebo ( n = nmbr )-placebo ( n = nmbr ) ""-alirocumab ( n = nmbr )"
1537,outcomes,"% change baseline , mean ( . e . )-baseline-week nmbr-baseline """
1539,characteristic_level,"tnmbrd ""-tnmbrd"
1540,arms,"placebo ( n = nmbr )-difference vs placebo , % [nmbr % cl] , p-placebo ( n = nmbr ) ""-alirocumab ( n = nmbr )"
1541,arms,"pbo "" ; na-pbo-ali"
1542,characteristic_name,"history cardiovascular disease-antihyperglycemic medication usage-other medication usage-ethnicity-region-european subcategories-antihyperglycemic medication usage ""-cardiovascular medication usage-cigarette smoking status-race"
