descriptor,terms
baseline_level_2, meansd n range min max median iqr sex male american indian alaska native asian black native hawaiian pacific islander white range min max statin usage diabetes cigarette smoking past year prior ml prior heart failure global ischemia
baseline_level_2, age years sd 35 years 35 50 years 50 65 years 65 years male n white asian black native american alaskan nonhispanic latino hispanic latino 1 year hba1c mean sd b 95 95 fasting plasma glucose mg dl mean sd b 0 bmi kg m2 mean sd normal 90 mild impairment 60 90 moderate impairment 30 60 severe impairment 30 microvascular disease n retinopathy nephropathy neuropathy macrovascular disease n coronary artery disease peripheral artery disease cerebrovascular disease hypertension concomitant medication n aspirin antihypertensive drugs lipidlowering drugs
baseline_level_2, mean age years sd male mean predicted fvc sd mean predicted dlco sd mean 6mwd sd mean ucsdsobq score sd cardiovascular disease chronic renal failure copd hypercholesterolaemia smoker current former hypertension obesity diabetes
baseline_level_2, duration copd years mild moderate severe gold b gold icsusers atbaseline n current smokers n yes 010 mild 1120 moderate 2130 severe 3140 severe 2 3 4 postbronchodilator fev1 l postbronchodilator fev predicted postbronchodilator fev1 reversibility postbronchodilator fev1 fvc age years sex male n
baseline_level_2, diabetes duration years current former never bmi kg m2 systolic blood pressure mmhg diastolic blood pressure mmhg hba1c hba1c mmol mol total cholesterol mg dl ldlcholesterol mg dl egfr ml min 173m2 uacr mg g previous vascular disease myocardial infarction coronary artery disease cerebrovascular disease peripheral arterial disease heart failure metformin sulfonylurea thiazolidinedione insulin statin aspirin thienopyridine acei arb beta blocker calcium channel blocker diuretic age years women white race
baseline_level_2, age yrs female white race bmi kg m2 weight 60 kg smoking status current smoker former smoker never smoker diabetes mellitus hypertension hyperlipidemia coronary artery disease history stroke tia history atrial fibrillation fl utter egfr crcl 60 ml min 173 m2 peripheral artery revascularization without amputation prior amputation prior carotid intervention abi abi 09 abi 14 claudication fontaine class 1 antiplatelet therapy aspirin thienopyridine aspirin thienopyridine therapy cilostazol ace inhibitor arb statin therapy
baseline_level_2, female sex white black asian sbp mean sd mm hg heart rate mean sd beats min bmi mean sd creatinine mean sd mg dl potassium mean sd meq l ischemic cardiomyopathy left ventricular ef mean sd bnp median iqr pg ml ntprobnp median iqr pg ml 1 ii iii iv hypertension diabetes atrial fibrillation hospitalization hf myocardial infarction stroke diuretics digitalis pblocker potassium supplement implantable cardioverterdefibrillator cardiac resynchronization therapy age mean sd
baseline_level_2, men white black african american asian native hawaiian pacific islander american indian alaska native multiple bmi mean sd b hypertension previous pci previous ml smoking diabetes baseline statin usec high moderate low baseline ezetimibe usec antiplatelet therapy pblocker ace inhibitor arb age mean sd
baseline_level_2, sex male american indian alaska native asian black african america multiracial native hawaiian pacific islander white body mass index kg m2 mean sd high risk high risk moderate risk lower risk yes missing diabetes coronary artery disease myocardial infarction hypertension statin statin ezetimibe statin niacin statin fibrate other1 atorvastatin 20 mg atorvastatin 30 mg atorvastatin 40 mg atorvastatin 60 mg atorvastatin 80 mg lovastatin 80 mg pitavastatin 4 mg pravastatin 40 mg pravastatin 80 mg rosuvastatin 5 mg rosuvastatin 10 mg rosuvastatin 15 mg rosuvastatin 20 mg rosuvastatin 40 mg simvastatin 40 mg simvastatin 60 mg simvastatin 80 mg ldlc bq mg dl mean sd hdlc mg dl mean sd nonhdlc mg dl mean sd apo b mg dl mean sd apo al mg dl mean sd age years mean sd age 65 years
baseline_level_2, antitnfnaive n methotrexate sulfasalazine glucocorticoids hscrp median min max mg l elevated hscrp 5 mg l n total basdai mean sd basfi mean sd basmi linear mean sd msasss mean sd syndesmophyte present n total back pain mean sd patients global assessment disease activity mean sd age mean sd years male gender n weight mean sd kg time since diagnosis mean sd years hlab27 positive n current smoker n
baseline_level_2, mean sd age years exsmoker current smoker comorbidities n cardiac history cardiac rhythm disorders ischaemic heart disease vascular disordersb diabetes mellitus 1 80 2 50e80 3 30e50 4 30 sama lama saba laba ics xanthines baseline cardiovascular medication c n bblocker mean sd extent exposure days male n
baseline_level_2, sex male asian white hispanic latino china india korea republic malaysia philippines romania body weighta kg bmi kg m2 duration t2dm years age years
baseline_level_2, weight mean 6 sd kg us americas excluding us western europe australia israel eastern europe asia hispanic latino hispanic latino disease duration median range years mean 6 sd median range score #9 score 10 mucocutaneous musculoskeletal immunologic renal hematologic vascular cardiovascular respiratory constitutional central nervous system least 1 flare least 1 severe flare physicians global assessment mean 6 sd facitfatigue mean 6sd range 052 corticosteroids immunosuppressants antimalarials corticosteroids immunosuppressants corticosteroids antimalarials immunosuppressants antimalarials corticosteroids immunosuppressants antimalarials azathioprine methotrexate mycophenolate mofetil female age mean 6 sd years
baseline_level_2, age years 45 45 65 65 75 75 85 85 male female white black asian unknown bmi kg m2 duration rheumatoid arthritis years anticcp antibody positive rheumatoid factorpositive tender joint count 068 swollen joint count 066 creactive protein mg l das28 creactive protein clinical disease activity index score 076 simplified disease activity index score 086 haqdi score 03 duration morning stiffness min conventional synthetic dmard use baseline none 0 125 mg week 125 mg week
baseline_level_2, age yrs age 75 yrs female caucasian bmi kg m2 diabetes current smoking hypertension heart failure peripheral artery disease previous ml index acs previous pci index acs previous cabg index acs previous stroke lipidlowering agent statin aspirin ml stsegment elevation ml without stsegment elevation unstable angina prerandomization pci total cholesterol mg dl ldlc mg dl nonhdlc mg dl time acs randomization thienopyridine betablocker acei arb hscrp mg l egfr ml min 173 m2 egfr 60 ml min 173 m2
baseline_level_2, 0 male age years white black africanamerican asian american indian alaska native native hawaiian pacific islander hispanic latino ethnic group weight kg bmi kg m2 27299 overweight 30349 obesity class 1 35399 obesity class 2 40 obesity class 3 overall women men glycated haemoglobin fasting glucose mmol l 2h plasma glucose ogtt mmol l fasting insulin pmol l systolic diastolic total ldl cholesterol women n1139 vs 572 men n363 vs 176 vldl cholesterol nonhdl cholesterol free fatty acids mmol l triglycerides mmol l dyslipidaemiat hypertensiont dyslipidaemia hypertensiont
baseline_level_2, age meansd male sex n black race n hispanic ethnic group n stroke entry vs transient ischemic attack prior stroke index event hypertension coronary artery disease myocardial infarction coronary artery bypass graft coronary angioplasty stenting carotid artery intervention atrial fibrillation current cigarette smoking body mass index kg m2 meansd systolic blood pressure mm hg meansd diastolic blood pressure mm hg meansd fasting glucose mmol l meansd insulin iu ml median q1 q3 homair median q1 q3 hba1c meansd ldl cholesterol mmol l meansd hdl cholesterol mmol l men meansd hdl cholesterol mmol l women meansd triglycerides mmol l meansd creactive protein median q1 q3 antihypertensive angiotensinconverting enzyme inhibitor angiotensin receptor blocker pblocker thiazide diuretic antihypertensive lipidlowering agent statin fibrate antiplatelet aspirin alone aspirin antiplatelet nonaspirin antiplatelet anticoagulant coumadin anticoagulant antiarrhythmic loop diuretic
baseline_level_2, age yrs women n bmi kg m2 heart rate beats min systolic blood pressure mmhg diastolic blood pressure mmhg total cholesterol mg dl symptoms nyha ii n nyha iii n nyha iv n former current smoker n hypertension n diabetes n previous hf hospitalization n previous myocardial infarction n previous stroke n previous cabg n previous pci n icd n pm n history atrial arrhythmia n peripheral vascular disease n previous cancer n heart failure cause ischaemic n dilatative n hypertensive n cause n nondetectable unknown n rales n s3 gallop n mitral regurgitation n aortic stenosis n atrial fibrillation flutter n pathologic q waves n lv hypertrophy n qrs duration 120 ms n digoxin n spironolactone n diuretics n ace inhibitors arbs n calcium channel blockers n betablockers n oral anticoagulant n aspirin n antiplatelet agents n nitrates n amiodarone n
baseline_level_2, 2 2 3 3 5 5 150 cells pl 150 300 cells 300 cells pl
baseline_level_2, male sex mean sd median iqr 70 kg 70 90 kg 90 kg 30 30 missing data 30 ml min 30 50 ml min 50 80 ml min 80 ml min isolated deepvein thrombosis isolated pulmonary embolism deepvein thrombosis pulmonary embolism index event asymptomatic unconfirmed provoked unprovoked estrogens progestins known thrombophilia previous venous thromboembolism active cancer median duration studydrug administration 6 mo 9 12 mo 12 mo
baseline_level_2, overall male female 65 years 6575 years 75 years 90 kg 90 kg 30 kg m2 30 kg m2 deep vein thrombosis pulmonary embolism deep vein thrombosis limited intermediate extensive yes unprovoked provoked 9 months 9 months 50 ml min 5080 ml min 80 ml min
baseline_level_2, male female white black african american age years bodymass index kg blood leucocyte concentration 109 cells per l blood eosinophil concentration 109 cells per l blood eosinophil proportion exsmoker current smoker time since first copd diagnosis years fev1 l predicted normal value 30 30 50 fvc l fev1 fvc ratio reversibility inspiratory capacity l chronic bronchitis exacerbation rate previous year range cat total score ics laba ics lama laba lama lama spacer use study patients least one concomitant disease hypertension ischaemic heart disease myocardial ischaemia coronary artery disease angina pectoris ischaemic cardiomyopathy myocardial infarction cardiac failure diabetes mellitus arteriosclerosis coronary artery osteochondrosis cholecystitis chronic obesity
baseline_level_2, age years female patients n duration ra time symptom onset years concomitant corticosteroid use n concomitant mtx use n mean sd mtx dose mg week 1 2 3 0 mtx nonmtx mtx + nonmtx 2 nonmtx swollen joint count 66 tender joint count 68 hscrp mg l esr mm hour das28hscrp sdai cdai health assessment questionnairedisability index patients global assessment disease patients assessment pain 0100 vas functional assessment chronic illness physical component score pcs mental component score mcs health state index score uk algorithm vas 0100
baseline_level_2, age placebo tofacitinib 10 mg twice daily tofacitinib 15 mg twice daily remission maintenancetrial entry median range proctosigmoiditis leftsided colitis extensive colitis pancolitis total mayo score partial mayo score oral glucocorticoid use baseline previous treatment tnf antagonist tnf antagonist glucocorticoid immunosuppressant male sex f
baseline_level_2, age years sex female n race white n body mass index kg m2 south america europe north america rest world psa duration years tjc sjc dip involvement n haqdi patient global assessment disease activity vas 0100 mm physician global assessment disease activity vas 0100 mm patient global assessment pain vas 0100 mm crp mg l elevated crp ulnt n das28 crp psamodified total shs psoriasis covering 3 bsa n pasi score enthesitis n dactylitis n anticcp positive 10 u ml n prior tnfi n 1 2 3 concomitant methotrexate n concomitant csdmards methotrexate n concomitant oral corticosteroids n
baseline_level_2, postbronchodilator percent predicted fev1 sd moderate n severe n b mean number exacerbations previous 12 months sd mean bdi focal score sd mean sgrq total score sd previous treatment laba lama n c baseline ics use n mean age years male n white n current smoker n cigarette smoking mean packyears sd mean fev1 l sd
baseline_level_2, male n asian white black africanamerican hawaiian pacific islander bmi kg m2 weight kg hba1ca mmol mol 1 year 1 5 years 5 10 years 10 years systolic blood pressurea mm hg diastolic blood pressurea mmhg egfr mdrd ml min 173 m2 egfr ckdepi cystatin c ml min 173 m2 90 60 90 30 60 30 uacra mg g gmean gcv 30 300 300 oral antidiabetes monotherapya n metformin oral antidiabetes combination therapy without insulina n insulina n statins antihypertensive therapy n arbs calcium antagonists ace inhibitors diuretics blockers age years
baseline_level_2, age years male female white asian black african american missing data weight kg bmi kg m2 mmol mol 1 year 1 5 years 5 10 years 10 years systolic blood pressure mm hg diastolic blood pressure mm hg mg dl mmol l egfr ml min per 173 m2 90 ml min per 173 m2 60 90 ml per 173 m2 30 60 ml per 173 m2 30 ml min per 173 m2 medical history diabetic retinopathy
baseline_level_2, 0 1 2 2 lama monotherapy laba monotherapy laba + ics free fixeddose combination othersc
baseline_level_2, diastolic blood pressure anterior anterior iiiv low risk 03 moderate risk 46 high risk 714 hemoglobin g l red blood cell counting 1012 l platelet 109 l mean platelet volume fl scr gmol l glucose mmol l total cholesterol mmol l triglyceride mmol l hdlc mmol l ldlc mmol l crp mg l age men body mass index kg m2 weight kg hypertension diabetes mellitus hypercholesterolemia peripheral artery disease previous angina pectoris previous coronary intervention ischemic stroke hemorrhagic stroke family history coronary disease heart rate beats min systolic blood pressure
baseline_level_2, mean yr age group 65 65 70 70 male female coronary heart disease cerebrovascular disease peripheralartery disease diabetes heart failure europe north america china mean mm hg level 125 mm hg 125 140 mm hg 140 mmhg 75 mm hg 75 85 mm hg 85 mm hg mean 25 25 30 30 mean mg dl level 54 mg dl 54 66 mg dl 66 mg dl 85 mg dl 85 101 mg dl 101 mg dl 35 mg dl 35 43 mg dl 43 mg dl mean ml min 173 m2 level 60 ml min 173 m2 60 ml min 173 m2
baseline_level_2, egfr ml min 173 m2 normal egfr 90 mild impairment egfr 6089 moderate impairment egfr 3059 severe impairment egfr 30 microalbuminuria macroalbuminuria antihypertensive therapy beta blockers calcium channel blockers ace inhibitors arb others diuretics loop diuretics lipidlowering drugs statins insulinnaive treated oad insulin treated insulin insulin + oad male sex n age years diabetes duration years hba 1c 2 bmi kg systolic blood pressure mmhg diastolic blood pressure mmhg
baseline_level_2, female sex current smoker former smoker duration copd yr 12 mo screening one requiring hospitalization 12 mo screening 1 gold group fev1 liters percent predicted fev1 fvc liters fev1fvc ratio blood eosinophil count 150 mm3 screening geometric mean blood eosinophil count sd loge scale cells mm3 blood eosinophil count 300 mm3 12 months screening sgrq total score cat scoreff age yr
baseline_level_2, male sex hypertension diabetes mellitus current smoker hypercholesterolemia body mass index 30 f oral contraceptive pills total migraine stroke myocardial infarction deepvein thrombosis pulmonary embolism carotid infarct vertebrobasilar infarct 0 1 2 3 rope score pfo large shunt without atrial septal aneurysm pfo large shunt atrial septal aneurysm pfo mildtomoderate shunt atrial septal aneurysm age yr
baseline_level_2, 20 1619 15 0 1 1 cardiac vascular diabetes
baseline_level_2, male white asian black africanamerican missing hispanic latino hispanic latino missing europe north america plus australia new zealand asia latin america africa weight kg body mass index kg m2 coronary artery disease multivessel coronary artery disease history myocardial infarction coronary artery bypass graft history stroke peripheral artery diseasef single vessel coronary artery disease cardiac failure hba1c 1 years 1 5 years 5 10 years 10 years metformin sulfonylurea thiazolidinedione insulin monotherapy dual therapy angiotensinconverting enzyme inhibitors angiotensin receptor blockers betablockers diuretics calcium channel blockers mineralocorticoid receptor antagonists renin inhibitors statins fibrates ezetimibe niacin acetylsalicylic acid clopidogrel vitamin k antagonists systolic blood pressure mmhg diastolic blood pressure mmhg total cholesterol mg dl low density lipoprotein cholesterol mg dl high density lipoprotein cholesterol mg dl triglycerides mg dl estimated glomerular filtration rate mdrd ml min 173m2 30 mg g 30 300 mg g 300 mg g age years
baseline_level_2, female hispanic latino hispanic latino white black asian indian american alaska native native hawaiian pacific islander hispanic europe north america latin america asia pacific western europe eastern europe diabetes duration years 5 years 5 15 years 15 years prior cv event randomization coronary artery disease cerebrovascular disease peripheral arterial disease history congestive heart failure hba1c min max 8 8 egfr via mdrd ml min 173m2 90 6089 3059 30 body mass index kg m2 30 current former never none oral agents use monotherapy dual therapy 3 oral agents biguanides sulfonylurea thiazolidinedione insulin insulin alone insulin plus 1 oral agent insulin plus 1 oral agent pramlintide nonsulfonylurea secretagogues alphaglucosidase inhibitors glp1 receptor agonist study drug exenatide exenatide lar liraglutide glp1 receptor agonist dpp4 inhibitor therapy sitagliptin vildagliptin allogliptin saxagliptin linagliptin sglt2 inhibitors dapagliflozint sglt2 inhibitor antihyperglycemic agents listed antihypertensive antianginal cardiovascular medications ace inhibitor angiotensin receptor blockers diuretic thiazide beta blockers aldosterone antagonists eg spironolactone hydralazine calcium channel blockers alpha 1 blockers nitrates renin inhibitor eg aliskerin antihypertensive ranolazine digoxin digitalis glycoside antithrombotic anticoagulant medications aspirin low molecular weight heparin vitamin k antagonist eg warfarin coumarol factor xa inhibitor direct thrombin inhibitors antiplatelet agents clopidogrel ticlopidine lipidlowering medications statini ezetimibe fibrate niacini hormone replacement therapy chronic nonsteroidal antiinflammatory drugs chronic cox2 inhibitors fish oil proton pump inhibitors age randomization years 65 years 65 years 75 years
baseline_level_2, male n white asian black african american american indian alaska native multiple hispanic latino north america south america europe asia body weight kg bmi kg m2 duration t2dm years hba1c mmol mol hba1c fpg mmol l fpg mg dl sbp mm hg dbp mm hg biguanides dpp4 inhibitors sulphonylureas two agents three agents one blood pressure medications n ras agents beta blockers calcium channel blockers diuretics antihypertensives egfr ml min 173 m2 cpeptide age years
baseline_level_2, 80 64 mmol mol 80 90 64 75 mmol mol 90 100 75 86 mmol mol 100 86 mmol mol
baseline_level_2, caucasian black asian missing north america latin america western europe central europe asia ischaemic cardiomyopathy nonischaemic cardiomyopathy 1 year 15 years 5 years 30 30 ii iii iv systolic blood pressure mmhg heart rate bpm ntprobnp pg ml q1q3 egfr ml min 173 m2 hypertension atrial fibrillation hospitalization heart failure myocardial infarction stroke coronary artery bypass surgery percutaneous coronary intervention digitalis diuretic betaadrenergic blocker mineralocorticoid receptor antagonists oral anticoagulant antiplatelet drug lipidlowering agent icd crtp crtd
baseline_level_2, duration disease median previous antitnf therapy n concomitant aminosalicylates n concomitant corticosteroids n mayo score mean sd ibdq total score mean sd bowel function systemic symptoms emotional status social function sf36v2 pcs mean sd sf36v2 mcs mean sd physical function role physical bodily pain general health vitality social functioning role emotional mental health age mean years sd gender n male
baseline_level_2, yes male female
baseline_level_2, unprotected left main stented 2 lesions per vessel lesion length 30 mm bifurcation lesion side branch 25 mm stented vein bypass graft stented thrombuscontaining lesion prior brachytherapy stent type sirolimuseluting zotarolimuseluting paclitaxeleluting everolimuseluting 1 des type stent diameter 3 mm stent diameter 3 mm age yrs male hispanic latino nonwhite race body mass index kg m2 diabetes mellitus hypertension current cigarette smoker within past year stroke transient ischemic attack congestive heart failure left ventricular ejection fraction 30 renal insufficiency failure peripheral arterial disease previous percutaneous coronary intervention coronary artery bypass graft atrial fibrillation previous mi history cancer stemi nonstemi stable angina unstable angina number treated vessels per patient 1 2 3 number stents per patient prasugrel clopidogrel
baseline_level_2, age male sex black race hispanic ethnicity ischemic stroke vs tia lacunar large vessel cardioembolic defined uncertain unknown modified rankin scale screening 02 nihss randomization 04 prior stroke index event hypertension coronary artery disease carotid artery intervention atrial fibrillation current cigarette smoking body mass index kg m2 systolic blood pressure mm hg diastolic blood pressure mm hg homair hba1c ldl cholesterol mmol l triglycerides mmol l creactive protein statin antiplatelet anticoagulant
baseline_level_2, male female white black african american asian bmi mean sd 30 60 ml min 173 m2 60 o90 ml min 173 m2 90 ml min 173 m2
baseline_level_2, female male current smoker former smoker diabetes hypertension peripheral artery disease previous myocardial infarction 1 year 12 years 25 years 5 years ace inhibitor arb lipidlowerinq druq calcium channel blocker eblocker north american south american western european includinq australia israel south africa eastern european asia pacific
baseline_level_2, mean age years female male mean bodymass index kg m2 mean systolic blood pressure mm hg mean diastolic blood pressure mm hg current former never median total cholesterol mmol l hypertension diabetes history cad history stroke previous aortafemoral lower extremity bypass surgery pta iliac infrainguinal artery history intermittent claudication abi 090 substantial peripheral arterial stenosis 50 previous limb foot amputation symptomatic pad lower extremities carotid artery diseaset symptomatic padt cad abi 090 normal 090 070090 070 egfr 60 ml min antiplatelet lipid lowering acei arb 3 blocker nonstudy ppi use
baseline_level_2, age years male female current smoking bodymass index kg waist circumference cm hypertension diabetes stemi nonstemi unknown missing history pci history cabg history congestive heart failure lipidlowering therapy reninangiotensin inhibitors antiischaemia agents hscrp mg l interleukin6 ng l total cholesterol mmol l ldl cholesterol mmol l hdl cholesterol mmol l triglycerides mmol l egfr ml min per 173 randomised canakinumab 50 mg randomised canakinumab 150 mg randomised canakinumab 300 mg
baseline_level_2, prior lipidlowering agent use stemi nstemi unstable angina ldlc 100 mg dl ldlc 70 mg dl statin aspirin thienopyridine dual antiplatelet age age 75 hypertension current smoker diabetes mellitus history chf history coronary revascularization history stroke tia peripheral arterial disease cabg egfr 60 ml min 173 m2 bmi kg m2 prior statin use
baseline_level_2, median body mass index kg m2 iqr hyperlipidemia hypertension current smoking myocardial infarction percutaneous coronary intervention coronary artery bypass grafting congestive heart failure peripheral arterial disease aspirin pblocker statin angiotensinconverting enzyme inhibitor angiotensin receptor blocker stsegment elevation myocardial infarction diagnostic angiography lowdensity lipoprotein cholesterol mg dl prior statin use prior statin use highdensity lipoprotein cholesterol mg l triglycerides mg l creatine clearance ml min statin admission statin admission creactive protein mg l mean age sd female white median weight kg iqr
baseline_level_2, age years female n male n american indian asian black african american white multiple body mass index kg m2 former smoker n absolute litres predicted reversibility aqlq score median serum periostin ng mla median feno ppba median blood eosinophil count cells per pla biomarker high periostin 50ng ml blood eosinophils 300cells per pl na biomarker low periostin 50 ng ml blood eosinophils 300 cells per pl na saba puffs per day baseline
baseline_level_2, male female white age years bodymass index kg blood leukocyte count 109 cells per l blood eosinophil count 109 cells per l blood eosinophil exsmoker current smoker time since first copd diagnosis years fev_ l proportion predicted normal fev1 value 30 30 50 fvc l fev1fvc ratio reversibility chronic bronchitis emphysema mixed chronic bronchitis emphysema moderate severe exacerbations previous year range 1 2 copd medication taken least 2 months st ics laba ics lama laba lama lama patients least one concomitant disease hypertension ischaemic heart disease myocardial ischaemia coronary artery disease angina pectoris myocardial infarction ischaemic cardiomyopathy diabetes cardiac failure hypercholesterolaemia dyslipidaemia benign prostatic hyperplasia obesity gastroesophageal reflux disease hyperlipidaemia
baseline_level_2, female gender european black ii iii iv ef bmi kg m2 sbp mmhg dbp mmhg physical exam oedema creatinine mg dl_ ischaemic idiopathic hypertensive previous hf ml angina pectoris cabg pci stroke dm hypertension af pacemaker current smoker icd cancer ace inhibitor betablocker diuretic spironolactone digitalis calcium antagonist vasodilator oral anticoagulant anti arrhythmic aspirin antiplatelet lipidlowering candesartan age years
baseline_level_2, w eight k g height cm ngina 7 day previously infarct ion w ithin previous 7 day infarction 830 days infarction 30 days previously infarction date reported ptca cabg diabetes hypertension current smokers aspirin intravenous heparin nitrates 3blockers calcium antagonists ticlopidin
baseline_level_2, 55 vr 5564 yr 6569 vr 570 yr median vr interquartile range yr male female myocardial infarction unstable angina median interquartile range current smoker former smoker history systemic hypertension antihypertensive treatment diabetes mellitus obesityj claudication stroke transient ischemic attack ptca cabg ptca cabg aspirin betablocker calcium antagonist ace inhibitor nitrate diuretic insulin oral hypoglycemic drug
baseline_level_2, age male female white minority weight kg baseline abi affected limb baseline pfd baseline mwd plasma creatine mg dl hypertension prior myocardial infarction angina pectoris diabetes 3blocker diuretic oral hypoglycemic insulin cholesterol triglycerides hdlc hdl2 hdl3 ldlc apoa1 mg dl apob mg dl lpa mg dl n
other, n 17 n 20 n 11 n 12 n 6 n 8
other, placebo treatment
other, select lipids lipoproteins
other, hope n9297 hope patients coronaryartery disease n7477 europa n122l8 peace n8290
other, pooled simvastatin factorial studies atorvastatin factorial study
other, randomised treatment
other, glyburide
other, patients fistulas baseline
other, study end concentration
other, acute dvt study continued treatment study
other, stratum stratum ii
other, lumbar spine total hip femoral neck distal onethird radius total body
other, study 1 study 2
other, study 2
other, 93 105
other, study 1 study 2
other, serum k+ level drug treatment
other, study 1 study 2
other, study 1 study 2
other, baseline sitosterol
other, n
other, itt population mitt population
other, cohort 1 n 225 f cohort 2 n 521 combined n 746
other, p value
other, hr 95 ci
other, acr20 acr50 acr70 change baseline das28esr mean6 sd das28esr remission lda shs mean 6 sd erosion score mean 6 sd jsn score mean 6 sd
other, fh 1 fh ii
other, radial
other, mtss cfb
other, octave induction 1 octave induction 2 octave sustain
other, week 24 week 44
other, events total
other, metrex modified intentiontotreat population eosinophilic phenotypey metrex overall modified intentiontotreat population metreo modified intentiontotreat population
other, randomization groups 1 2 randomization groups 1 3
other, octave induction 1 octave induction 2 octave sustain
other, octave induction 1 2
other, octave sustain
arms;measures;p-interaction, placebo group warfarin group hazard ratio 95 ci p value interaction
arms;measures;p-interaction, control n9319 epa n9326 hazard ratio 95 cl interaction p
arms;measures;p-interaction, losartan n n placebo n n adjusted3 risk reduction losartan vs placebo 95 cl f
arms;measures;p-interaction, aspirin group placebo group rr 95 ci p inleraclion
arms;measures;p-interaction, placebo n rate 1 rosuvastatin n rate 1 hazard ratio2 95 ci2 subgroup pvalue3 interaction pvalue4
arms;measures;p-interaction, placebo n rate rosuvastatin n rate hr 95 cl p subgroup p interaction
arms;measures;p-interaction, macce abciximab placebo relative risk 95 confidence interval p value interaction
arms;measures;p-interaction, vorapaxar placebo 3yr hazard ratio 95 cl 087 080 094 pvalue interaction
arms;measures;p-interaction, events statin group events control group orc 95 cl p value oradj 95 cl p interaction
arms;measures;p-interaction, ipst ipst 95ci p int
arms;measures;p-interaction, continuation interruption relative risk 95 cl p interaction
arms;measures;p-interaction, continuation interruption relative risk 95 cl p interaction
arms;measures;p-interaction, saxagliptin 5 mg n 6 986 placebo n 6 930 hr 95 ci p saxagliptin 25 mg n 1 122 placebo n 1 118 saxagliptin 25 mg n 172 placebo n 164 p interaction
arms;measures;p-interaction, interaction pvalue patients ticagrelor 90 mg 3 year km ticagrelor 60 mg 3 year km placebo 3 year km hr 95 cl
arms;measures;p-interaction, total vorapaxar placebo 3yr km rate hr 95 ci pvalue interaction
arms;measures;p-interaction, n aiirocumab placebo estimated mean 95 cl interaction pvalue consistency effect
arms;measures;p-interaction, ranolazine vs placebo km failure rate hr 95ci pvalue pfor interaction
arms;measures;p-interaction, pvalue interaction 064 cyclo control odds ratio 95 cl
arms;measures;p-interaction, vora plac hr pvalue pint
arms;measures;p-interaction, cangrelor clopidogrel 95 cl p interaction
arms;measures;p-interaction, saxagliptin placebo hr 95 cl p interaction
arms;measures;p-interaction, saxagliptin placebo hr 95 cl p interaction
arms;measures;p-interaction, n continued thienopyridine placebo hr 95 ci p value interactiont
arms;measures;p-interaction, laa closure warfarin hazard ratio 95 confi dence interval p value p interaction
arms;measures;p-interaction, insulin glargine n x standard care n hazard ratio 95 cl p interaction
arms;measures;p-interaction, n n interaction p value
arms;measures;p-interaction, sitagliptin total placebo total hr 95 ci p value fo interactio
arms;measures;p-interaction, continued thienopyridine n placebo n hr 95 ci log rank pvalue adjusted hr 95 ci p value adjusted hr unadjusted pvalue interaction adjusted pvalue interaction
arms;measures;p-interaction, number patients ticagrelor 90 mg 3 yr km ticagrelor 60 mg 3 yr km placebo 3 yr km ticagrelor 90 mg vs placebo hr 95 ci p interaction ticagrelor 60 mg vs placebo hr 95 ci p interactio n
arms;measures;p-interaction, interaction pvalue pts ularitide n n placebo n n hr 95 cl
arms;measures;p-interaction, p value canagliflozin placebo hazard ratio 95ci
arms;measures;p-interaction, cangrelor clopidogrel 95 ci p value int
arms;measures;p-interaction, rivaroxaban+ aspirin aspirin alone hazard ratio cardiovascular death stroke myocardial infarction 95 ci p value interaction
arms;measures;p-interaction, hdlc nonhdlc anacetrapib n15225 placebo n15224 rate ratio pvalue interaction
arms;measures;p-interaction, enalapril + aliskiren dm 665 nondm 1675 aliskiren dm 627 nondm 1713 enalapril dm 652 nondm 1684 hazard ratio difference3 95 cl pvalue hazard ratio difference1 95 cl pvalue pvalue interaction
arms;measures;p-interaction, pioglitazone placebo hazard ratio 95 cl int p
arms;measures;p-interaction, placebo simvastatin ezetimibe simvastatin p value pin
arms;measures;p-interaction, placebo simvastatin ezetimibe simvastatin p value p interaction
arms;p-interaction, pbo eze 10 mg pvalue
arms;p-interaction, aspirin n 19 934 placebo n 19 942 total n 39 876 p value
arms;p-interaction, valsartan n 836 valsartan hctz n 832 p
arms;p-interaction, valsartan valsartan hctz p
arms;p-interaction, subgroup treatment interaction pvalue placebo
arms;p-interaction, p value interaction irbesartan placebo
arms;p-interaction, valsartan placebo p value interaction
arms;p-interaction, p value heterogeneity fluvastatin n250 placebo n247
arms;p-interaction, pvalue interaction
arms;p-interaction, placebo n3 pufa 95 cl interaction
arms;p-interaction, vorapaxar n 7 223 placebo n 7 268 p value
arms;p-interaction, liraglutide 30 mg ls means n placebo ls means n etd 95 ci
arms;p-interaction, lowdose rivaroxaban + aspirin n n aspirin alone n n hr 95 ci pinteraction
other;outcomes, 45 woscops care postcabg afcaps lipid gissi prevention 1 19945 1996 lips hps prosper allhatllt ascotlla alert cards total
measures;baseline_level_1, baseline history vascular disease
arms;other, events treatment 45002 control 45054 rr cl heterogeneity trend test
arms;other, amlodipine valsartan 5 160 mg n443 amlodipine valsartan 10 160 mg n45i total study population n894
arms;other, placebo n758 n3pufa n758 p value
arms;other, p valuey fibrinolysis n 944 primary pci n 948
arms;other, watchman n 361 control n 186 p value
arms;other, device group warfarin group hr 95 ci
arms;other, statin n 252 control n 252 pvalue
