CUI,preferred,hasMSH
C2347784,Clinical Endpoint,false
C2985073,Total Clearance Observed Normalized by Weight,false
C1555715,entry - cluster,false
C1704332,Cluster,false
C0205341,Repeat,false
C1516691,Cognitive,false
C0450989,Alzheimer's disease assessment scale,false
C0009262,Colchicine,true
C0009274,Colectomy,true
C0541155,colesevelam,true
C0541154,Colesevelam hydrochloride,true
C0557806,College,false
C0449286,Degree or extent,false
C0542560,Academic degree,false
C2348088,Degree Unit of Plane Angle,false
C0682187,college completed,false
C0009378,colonoscopy,true
C1548837,Consent Type - Colonoscopy,false
C0453882,Combinations (Undergarment),false
C3539181,Short-acting sulfonamide combinations,false
C3539182,Salt solution combinations,false
C3539954,topical antibiotic combinations,false
C3539955,lung surfactant combinations,false
C3539956,Magnesium antacid compound combinations,false
C3539957,opium alkaloids and derivative combination cough suppressants,false
C3539959,Long-acting sulfonamide combinations,false
C3539960,Other intestinal adsorbent combinations in ATC,false
C3539961,Platelet aggregation inhibitor combinations excl. heparin,false
C3539962,vitamin D and analog combinations,false
C3539963,Amide local anesthetic combinations,false
C3539964,local opthalmologic anesthetic combinations,false
C3539965,Local hemostatic combinations,false
C3539966,insulins and analogs for injection combinations, long-acting,false
C3539967,Insulins and analogs for injection, intermediate-acting combined with fast-acting- combinations,false
C3539968,Enema combinations,false
C3539969,Specific immunoglobulin combinations,false
C3539970,combination drugs used in erectile dysfunction,false
C3539971,otologic analgesic and anesthetic combinations,false
C3539972,Combination solutions for parenteral nutrition,false
C3539973,Other antifungal combinations for topical use in ATC,false
C3539974,Insulins and analogs for injection, intermediate-acting combinations,false
C3539975,Aluminium antacid compound combinations,false
C3539976,Penicillins with extended spectrum combinations,false
C3539977,Calcium antacid compound combinations,false
C3539978,expectorant combinations excluding combinations with cough suppressants,false
C3539979,Antiinfective irrigating solution combinations,false
C3540026,Hepatitis vaccine combinations,false
C3540027,Adrenergic and dopaminergic agents combinations,false
C3540028,Other irrigating solution combinations in ATC,false
C3540030,other cough suppressant combinations in ATC,false
C3540031,gonadotropin combinations,false
C3540719,Intermediate-acting sulfonamide combinations,false
C3540720,Caries prophylactic agent combinations,false
C3540721,other nasal preparation combinations in ATC,false
C3540722,Beta-lactamase sensitive penicillin combinations,false
C3540723,Insulins and analogs for injection, fast-acting combinations,false
C3540724,expectorant combinations, excl. combinations with cough suppressants,false
C3540740,Potassium supplement combinations,false
C3854036,Other anti-dementia drug combinations in ATC,false
C0754659,Dutasteride,true
C0039297,Tantalum,true
C0024776,Maple Syrup Urine Disease,true
C1412759,BCKDHA gene,false
C1506978,Ma+Ta Antibody,false
C1705538,Trial Arms Domain,false
C3272501,Ta Stage Finding,false
C4553364,TOR1A wt Allele,false
C0206277,Fatal Outcome,true
C2353893,golimumab,true
C0033972,Psychotherapy, Multiple,true
C0221423,Illness (finding),false
C0725685,Compleat Liquid Nutrition,false
C3853530,Data operation - complete,false
C4283785,Complete Pharyngeal Contraction,false
C0249529,febuxostat,true
C4551823,instruments,true
C1882460,Principal Component,false
C1707433,Collision-Induced Dissociation,false
C0042789,Vision,true
C1299003,Ocular (qualifier),false
C4521296,Ocular (intended site),false
C0155626,Acute myocardial infarction,false
C0919420,Oncogene EGF,false
C1367721,EGF gene,false
C1705448,EGF wt Allele,false
C2699424,Concern,false
C3850077,Drug Liberation,true
C2347852,Concomitant Agent,false
C2347310,Mutually Defined,false
C0032950,prednisolone,true
C0679827,treatment entry,false
C0700148,Congestion,false
C2826600,Tissue Congestion,false
C0009806,Constipation,true
C1963087,Constipation, CTCAE,false
C3641755,Have Constipation,false
C4084722,How Often Constipation,false
C4084723,How Much Distress Constipation,false
C4084724,Usual Severity Constipation,false
C3495801,Granulomatosis with polyangiitis,true
C4553145,Graded Prognostic Assessment,false
C0009938,Contusions,true
C4048158,Convulsions,true
C0009967,Coping Behavior,true
C0030840,Penicillin V,true
C0032463,Polycythemia Vera,true
C0598352,voltage,false
C0741847,Bypass,false
C2986530,Intervention Group,false
C0026514,Montserrat,true
C2930980,Malignant hyperthermia susceptibility type 1,true
C1511545,Critical,false
C0010347,Cromoglycate,true
C0175721,Clamp (device),false
C1883710,Clamping Activity,false
C3810601,PDZK1 wt Allele,false
C1532632,Unit/deciliter,false
C0439420,mg/min,false
C0019588,Histamine,true
C1177210,cupric cation,false
C2347872,Cuprous,false
C1553379,Cuban,false
C0040329,Tobacco,true
C0086707,Nicotiana,true
C0740009,Nicotiana tabacum,true
C4505217,Smokers, Tobacco,true
C0043314,xanthine,true
C1527240,Derivative,false
C1418793,PPIA gene,false
C2634343,Cypa (invertebrate),false
C0010692,Cystitis,true
C0600041,Infective cystitis,false
C1963088,Cystitis, CTCAE 3,false
C0560573,cystoscopic,false
C0337799,Czech,false
C0206655,Alveolar rhabdomyosarcoma,true
C2681631,KIDINS220 gene,false
C0549207,Bone structure of spine,true
C0026269,Mitral Valve Stenosis,true
C0264766,Rheumatic mitral stenosis,false
C3863761,Dactylitis of finger,false
C0457451,Severity score,false
C0439465,IU/day,false
C0206461,Dalteparin,true
C0007447,Cations,true
C0042508,Ventricular Ejection Fraction,true
C0011198,Delaware,true
C3541240,Device Events Domain,false
C0205120,Square shape,false
C1552595,Style Type - Square,false
C1516606,Clinical Data,false
C1444656,Indicated,false
C0522520,Transluminal approach,false
C1522231,Transluminal Route of Drug Administration,false
C0009235,Coenzymes,true
C0871881,repeated measures,false
C0002780,Analysis of Variance,true
C1720943,Kaplan-Meier Estimate,true
C1154908,nitroglycerin metabolic process,false
C2949735,Recruitment,false
C0442603,Office,false
C0253563,eptifibatide,true
C3830544,Delight,false
C4684639,Demographic Data,false
C0011292,Demographic Factors,true
C0439794,Dense,false
C0011331,Dental Procedures,true
C0221928,Dermal - anatomy qualifier,false
C1522447,Cutaneous Route of Drug Administration,false
C0011603,Dermatitis,true
C0029976,Blastocyst Implantation, natural,true
C0455713,Procedure type,false
C0680043,Descent,false
C0442726,Detected (finding),false
C0220825,Evaluation,false
C1578706,Specimen Source Codes - tumor,false
C3273930,Tumor Mass,false
C1511790,Detection,false
C0868945,deterioration,false
C0180860,Filters,false
C2348248,dexlansoprazole,true
C1417249,MRC1 gene,false
C2347167,Mr. - Title,false
C3254418,NR3C2 protein, human,true
C4050513,Minor Response,false
C1286336,Frequency of eating,false
C2986698,Food Frequency Questionnaire,false
C0011860,Diabetes Mellitus, Non-Insulin-Dependent,true
C4068481,Study diagnosis,false
C0596429,diagnostic catheterization,false
C0376660,Diary,true
C0489458,Calcium intake,false
C0231971,Diffusion capacity of lung, function,false
C0932510,Structure of distal interphalangeal joint,false
C0439851,Direct type of relationship,false
C1947931,Direct (qualifier),false
C0449738,Direction,false
C0743223,Disposition,false
C1705555,Disposition Domain,false
C0152915,Acute miliary tuberculosis,false
C0588203,Bone structure of distal ulna,false
C0948575,Diuretic therapy,false
C0012411,p-Dimethylaminoazobenzene,true
C4296144,Door-to-balloon time,false
C0013023,Dopa,true
C0178601,Dopamine Agonists,true
C3536925,Dopaminergic Agonist [EPC],false
C2826232,Dose Adjustment,false
C0439463,IU/kg,false
C4684647,Double-Dummy,false
C0114873,Doxazosin,true
C0544791,Inflammatory fistula,false
C1880641,Telephone Extension Number,false
C1366394,STAT5A protein, human,true
C3712803,IGF1 protein, human,true
C3887684,Kit Ligand, human,false
C3660996,dupilumab,true
C0024440,Macular Edema, Cystoid,true
C0271051,Macular retinal edema,true
C2346509,Intervention Duration,false
C0034693,Rattus norvegicus,true
C0034721,Rattus,true
C2826870,Exposure Duration,false
C1547660,Duration categories,false
C0031847,physiopathological,true
C0030847,Penile Erection,true
C3641331,International Index of Erectile Function Questionnaire,false
C0277785,Functional disorder,false
C3887504,Dysfunction,false
C3887505,DYSFUNCTION - SKIN DISORDERS,false
C0332183,Frequently,false
C3714753,RETINOSCHISIS 1, X-LINKED, JUVENILE,false
C3813325,Disease Response Domain,false
C3846405,E & S,false
C1836407,Early death,false
C0205547,Routine,false
C0015631,Far East,true
C0001741,Africa, Eastern,true
C0013595,Eczema,true
C4553957,Eczema, CTCAE,false
C0162359,Christ-Siemens-Touraine syndrome,true
C1539327,EDA gene,false
C3539920,ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE,false
C3887494,ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE,false
C0814843,effect size,false
C0439402,mL/min/kg,false
C1300574,mL/kg,false
C3844638,Either,false
C1416870,LIPG gene,false
C1447747,LIPG protein, human,true
C1823249,TBCEL gene,false
C3811107,Tubulin-Specific Chaperone Cofactor E-Like Protein,false
C3811848,TBCEL wt Allele,false
C3815598,LIPG wt Allele,false
C0870602,geriatric patients,false
C0206058,Elective Surgical Procedures,true
C0439608,elective,false
C0747973,Elective procedure,false
C0013798,Electrocardiogram,true
C1547122,Electro-Cardiogram,false
C0180600,Electrocardiographic recorders,true
C0330531,Ulmus,true
C2980688,Elm extract,false
C2699863,Electron Microprobe Analysis,false
C0442418,Endoscopic approach - access,false
C3147679,JPX gene,false
C4684790,Study Subject Enrolled,false
C0165921,entacapone,true
C1170256,entocort ec,false
C3260017,Hip fracture location,false
C0450025,Environmental stimuli,false
C0332120,Evidence of (contextual qualifier),false
C1881447,Los Angeles Classification System,false
C0014549,Tonic-Clonic Epilepsy,true
C0494475,Tonic - clonic seizures,true
C0014591,Epistaxis,true
C4554627,Epistaxis, CTCAE,false
C0961485,eplerenone,true
C0080078,Range of Motion, Articular,true
C0425245,Mobility as a finding,false
C0449580,Qualitative mobility,false
C4318935,Mobility Ability,false
C0018759,Health Status,true
C3810541,Adverse Event Emergency Room Visit,false
C0242350,Erectile dysfunction,true
C1961100,Erectile Dysfunction, CTCAE,false
C0014733,Erysipelas,true
C3489393,Hiatal Hernia,true
C0456685,U/hour,false
C0014912,Estradiol,true
C0242297,Dietary Supplementation,false
C0026192,Minority Groups,true
C0587117,Evening,false
C0337679,Ex-drinker,false
C0033382,Proline,true
C0523852,Proline measurement,false
C2987124,Patient Reported Outcome,true
C0205229,Expanding,false
C1517586,Investigational,false
C0949266,Therapies, Investigational,true
C2585119,Experimental therapeutic procedure,false
C1707968,Extended Release Dosage Form,false
C4054077,Remnant-like Particle Cholesterol Measurement,false
C1538326,BLOC1S3 gene,false
C3541325,Reproductive System Findings Domain,false
C3891451,Randomization Programming Code,false
C0674390,remnant-like particle cholesterol,true
C1333964,Liver Dysplastic Nodule,false
C1707618,DN Term Type,false
C0013014,Dominican Republic,true
C1707664,Delayed Release Dosage Form,false
C2348314,Doctor - Title,false
C3540849,Device to Subject Relationship Domain,false
C1276112,Psoriasis of face,false
C3272505,FACIT Fatigue Scale,false
C2911689,Fair (qualifier),false
C0260526,Encounter due to family history of diabetes mellitus,false
C0455406,Family history: Myocardial infarction,false
C0260520,Encounter due to family history of ischemic heart disease,false
C1313980,Family history of ischemic heart disease,false
C0015620,Famotidine,true
C0123677,Insulin, Aspart, Human,false
C0587119,Mealtimes,true
C4033634,Blood Indices,false
C0120446,Guanidine,true
C3887515,Genitourinary,false
C0583513,Plasma fasting glucose measurement,false
C0583332,serum glucose level,false
C0309049,favor,false
C0347981,Feet, unit of measurement,false
C0150831,Patient sex,false
C2348025,Curie per Milliliter,false
C3541307,POSTN wt Allele,false
C4049640,Picture Naming Subtest (WPPSI-IV),false
C4049767,Infusion pump Alert priority PN,false
C3830088,Forced Expiratory Volume in 1 Second Reversibility,false
C0802741,Volume at 1.0 s post forced expiration/Vital capacity.forced:Volume Ratio:Point in time:Respiratory system:Quantitative,false
C3815113,Forced Expiratory Volume in 1 Second to Forced Vital Capacity Ratio Measurement,false
C0016703,French Guiana,true
C0439214,femtogram,false
C2348814,Transdermal Patch Dosing Unit,false
C0016026,Fibroblast Growth Factor,true
C0919505,Fibroblast Growth Factor Gene Family,false
C0016059,Fibrosis,true
C0439709,Fibrous,false
C4084955,Administrative - Clinical Class,false
C0439568,Post-dose,false
C0016229,Flecainide,true
C0729594,Axillary lymph node group,false
C2681220,C4orf3 gene,false
C0082607,fluticasone,true
C1622832,Fluticasone Propionate, Salmeterol Xinafoate Drug Combination,true
C0016536,Forearm,true
C0439433,mmol/24h,false
C4554413,Fractured,false
C1299590,Seizure free,false
C1517378,Gain,false
C0016928,Gait,true
C0017040,Gamma-glutamyl transferase,true
C0017160,Gastroenteritis,true
C0017178,Gastrointestinal Diseases,true
C0061146,Gaviscon,true
C0017337,Genes,true
C0043459,Zellweger Syndrome,true
C0752046,Single Nucleotide Polymorphism,true
C1527094,SNP Info,false
C1861559,CHROMATE RESISTANCE (disorder),true
C3890034,Total Reticulocyte Corpuscular Hemoglobin Content Measurement,false
C4050175,Complete Hematologic Response,false
C0700624,allergic,false
C0002915,General Anesthesia,true
C2930406,General Anesthesia [PE],false
C0017296,gene therapy,true
C0314603,Genetic,false
C0740330,genital fungal infection,false
C4545686,Geographical location (property),false
C0449829,Geometry,false
C2355607,Anti dsDNA antibody (finding),false
C2746079,Anti-dsDNA Antibody,false
C1415053,GGT1 gene,false
C0289884,glatiramer acetate,true
C0061323,glimepiride,true
C0125690,gamma-Glu-Asp,true
C0004076,Glucose measurement, urine,false
C1136206,Glycemic Index,true
C1320980,Blood glucose status,false
C2827666,Variability,false
C0696092,glyco hemoglobin,false
C0024489,Magnetoencephalography,true
C0025175,Megestrol,true
C1522544,CSF2RA protein, human,true
C1704695,CSF2RA wt Allele,false
C1442103,Time Difference,false
C1547049,*Time Difference - Kind of quantity,false
C0441785,Stage C,false
C0018099,Gout,true
C1412761,BCL2A1 gene,false
C3539564,BCL2A1 wt Allele,false
C1435727,FABP6 protein, human,true
C1704693,ITGB3 wt Allele,false
C2697657,ITGA2B wt Allele,false
C0019191,Infectious Canine Hepatitis,true
C3272597,ICH Temperature/Humidity Storage Condition,false
C3281105,HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO,false
C1299393,Moderate to severe,false
C0079488,Helicobacter pylori,true
C0036745,Study of serum,true
C0220911,Serological aspects,false
C0455278,Sample serology (procedure),false
C0200627,Hematology procedure,false
C0018563,Hand,true
C1552914,hand - unit of measure,false
C0018591,Haplotypes,true
C1504479,Pain scale,false
C0018599,Hardness,true
C0903898,nateglinide,true
C3843510,Hb G,false
C0559546,Adverse reactions,false
C0369241,Filamentous fungus,true
C0020268,Hydrocortisone,true
C0262499,Head circumference,false
C1413512,CLTC gene,false
C3898895,Hemodialysis Extraction Ratio,false
C0858892,Lower triglycerides,false
C0743559,error,false
C1608199,Act Reason - Error,false
C0814514,health care use,false
C0018684,Health,true
C3898900,Healthy,false
C0018834,Heartburn,true
C0018837,Heat (physical force),true
C0424641,Decrease in height,false
C0850666,Infection caused by Helicobacter pylori,false
C2348331,Dose Regimen,false
C0239945,heparin use,false
C0023895,Liver diseases,true
C0342882,Familial hypercholesterolemia - heterozygous,false
C0870649,High School Graduate,false
C1549971,High School Graduate - Degree/license/certificate,false
C2926615,Ever told by doctor or nurse that you have high blood pressure:Finding:Point in time:^Patient:Ordinal,false
C0400966,Non-alcoholic Fatty Liver Disease,true
C1954436,Fibrosis score:Arbitrary Concentration:Point in time:Serum/Plasma:Quantitative,false
C1555018,Network File System,false
C1954437,Fibrosis score,false
C1513839,NFS/N Mouse,false
C1171304,diabetes risk,false
C0266427,Testicular regression syndrome,true
C0968917,Traumeel S,true
C1150746,threonine-tRNA ligase activity,false
C0439822,Highly sensitive,false
C0043262,Wrist,true
C1322271,Wrist joint,true
C4521896,Histamine receptor antagonist (disposition),false
C0455544,H/O: asthma,false
C1272071,H/O: fracture,false
C1881055,Personal History of Coronary Artery Disease,false
C1883702,Supernumerary,false
C1280464,Manifestation of,false
C1561668,History of fall,false
C2919132,Encounter due to history of falling,false
C0551577,History of hospitalizations:Finding:Point in time:^Patient:Nominal:Reported,false
C4075937,History of osteoporotic fracture,false
C0027061,Myocardium,true
C1522564,Myocardial,false
C0040132,Thyroid Gland,true
C3540038,THYROID DIAGNOSTIC RADIOPHARMACEUTICALS,false
C0549099,Perforation (observation),false
C0221248,Tophus,false
C0272285,Heparin-induced thrombocytopenia,false
C0332159,Struck by,false
C1708373,Hit - database search return,false
C1453952,LIPC protein, human,true
C4085347,Humerus length,false
C0019737,HLA-B Antigens,true
C0550853,human histocompatibility complex derived antigens-B:Type:Point in time:Whole blood:Nominal,false
C1415561,HLA-B gene,false
C2756999,Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA],false
C3539119,HMG CoA reductase inhibitors, plain lipid modifying drugs,false
C0019907,Hong Kong,true
C2987742,Hong Kong Zebrafish,false
C2945695,Limb ischemia,false
C0178683,hot climate,false
C0205351,Proportional,false
C0684320,Disease regression,false
C0684321,Regression - mental defense mechanism,true
C1836830,Developmental regression,false
C1437978,NRG1 protein, human,true
C1705020,NRG1 wt Allele,false
C0588053,Graduate (person),false
C1880947,General Equivalency Diploma Completion,false
C1547183,School type - Graduate,false
C1417055,MBNL1 gene,false
C0520946,Emotional hypersensitivity,false
C0578998,On treatment for hypertension,false
C4013784,Hypertension, severe,false
C0020564,Hypertrophy,true
C0020625,Hyponatremia,true
C4553967,Hyponatremia, CTCAE,false
C0857122,hyponatremic,false
C0546884,Hypovolemia,true
C0042890,Vitamins,true
C0022104,Irritable Bowel Syndrome,true
C0432306,Ichthyosis Bullosa of Siemens,true
C0020740,Ibuprofen,true
C0058978,icosapent ethyl,true
C0205360,Stable status,false
C0814469,treatment and maintenance,false
C1547311,Patient Condition Code - Stable,false
C0396059,Congenital laryngeal abductor palsy,true
C4308663,IDegLira,true
C2825347,Immunoglobulin A, Human,false
C0021037,Immunoglobulin lambda-Chains,true
C0314619,IGL gene,false
C2247518,indole-3-glycerol-phosphate lyase activity,false
C0231218,Malaise,false
C1704254,Medical Image,false
C1704922,Image,false
C3542466,Image (foundation metadata concept),false
C0011923,Diagnostic Imaging,true
C0079595,Imaging Techniques,false
C0001551,Immunologic Adjuvants,true
C1527392,Immunomodulators,true
C1825598,IMPACT gene,false
C4049986,Impact,false
C0338656,Impaired cognition,true
C0009240,Cognition,true
C0543488,Interested,false
C4050130,Cognitive Function Subordinate Domain,false
C0332285,Within,false
C1707101,CD44 wt Allele,false
C1264674,Number rate,false
C0083765,fluorouracil/methotrexate/mitoxantrone protocol,true
C3848524,monomethyl fumarate,true
C1548788,Inappropriate,false
C3537135,Inappropriate Specimen,false
C3542467,Inappropriate component (foundation metadata concept),false
C1551358,Incident,false
C0442809,Inconsistent,false
C0016457,Food and Agriculture Organization of the United Nations,false
C0021167,Incontinence,false
C0000921,Accidental Falls,true
C1849142,Increased falls,false
C1273410,Cardiovascular event risk,false
C1533716,Information,false
C0021246,Indomethacin,true
C4049995,Induction Therapy Epoch,false
C0439663,Infected,false
C3714514,Infection,true
C0340305,Inferior Wall Myocardial Infarction,true
C3542426,Inferior Myocardial Infarction by ECG Finding,false
C0021400,Influenza,true
C0021403,Influenza virus vaccine,true
C0521114,Infrequent,false
C0021446,Repair of inguinal hernia,false
C1548602,Initiate (source type),false
C0013072,Double-Blind Method,true
C1272883,Injection,false
C0151735,Injection Site Reaction,true
C4551923,Injection Site Reaction, CTCAE,false
C0304509,Inotropic agent,false
C0231180,Insufficient (qualifier),false
C0041400,Country of Turkey,true
C1532464,Tuberculin unit,false
C2700314,Tubingen - zebrafish,false
C3811255,Tumor Identifier Domain,false
C0199782,Administration of insulin,false
C1708521,Insulin Aspart,true
C0004446,Awards,true
C0807955,slope,false
C1421951,MIXL1 gene,false
C1720722,Mix,false
C4553942,Mix (transformation),false
C0745343,insulin treatment,false
C0457592,types of insulin,false
C3537244,Insulins,true
C1158478,DNA Integration,false
C1705422,Integration (data processing),false
C1511484,consolidation therapy,false
C1320357,Pain intensity (observable entity),false
C3815179,Pharmacogenomics Findings Domain,false
C4684691,Interim Analysis,false
C0007276,Internal carotid artery structure,true
C0745355,intertrochanteric,false
C3274035,Interventional Study,false
C0243001,Abdominal Abscess,true
C0442111,Intracerebral,false
C0151699,Intracranial Hemorrhage,true
C0752138,Intracranial Arterial Diseases,true
C4554169,Intracranial Hemorrhage, CTCAE,false
C1980011,Vasoactive,false
C0021943,Chromosome inversion,true
C0021945,Body part inversion,false
C1705687,Inversion Mutation Abnormality,false
C2349984,Inversion,false
C0578862,Intraocular pressure finding,false
C0337174,Storage area,false
C1698986,Storage,false
C1753314,cellular entity storage,false
C0441723,Irritation,false
C1706307,Irritation (finding),false
C2700617,Irritation - emotion,false
C1960867,Ischemic congestive cardiomyopathy,false
C0037284,Skin lesion,false
C0810300,Upper gastrointestinal disorders,false
C0004927,Behavior,true
C2707008,Behavior:-:Point in time:^Patient:-,false
C0165330,2-(3'indolylmethyl)-1,3-thiazolidine-4-carboxylic acid,true
C0033774,Pruritus,true
C2240043,SPNS1 gene,false
C4050142,Numeric Rating Scale,false
C1422257,ITCH gene,false
C1971835,IV medication,false
C4085887,Inspiratory Vital Capacity Test,false
C3489764,ixekizumab,true
C0425687,Jugular venous engorgement,false
C0270853,Juvenile Myoclonic Epilepsy,true
C0455483,history of - * (non-specific),false
C2697846,Killip Class III,false
C1366480,KITLG gene,false
C1416656,KL gene,false
C1704887,KITLG wt Allele,false
C0234833,Subglottic pressure,false
C0722388,P & S,false
C1881342,LA Grade B,false
C0680730,Adjudication,false
C0333559,Infarction, Lacunar,true
C0050940,lansoprazole,true
C0162522,Cholecystectomy, Laparoscopic,true
C0053122,bentiromide,true
C0279232,fluorouracil/melphalan/tamoxifen,false
C0205087,Late,false
C1423759,ELOVL6 gene,false
C0353697,Carbidopa / Levodopa,true
C3273355,Laser Cryo Enrichment,false
C0030567,Parkinson Disease,true
C0681889,rating scale,false
C1521736,Parkinson's Disease Pathway,false
C3658298,External Lateral Ligament,true
C1171408,High density/low density lipoprotein ratio measurement,false
C1704429,Hypoalphalipoproteinemia, Familial,true
C0451148,Enthesitis index,false
C3898614,Left Main Coronary Artery Bifurcation,false
C0524469,Structure of left shoulder region,false
C1277187,Left ventricular systolic dysfunction,false
C1963159,Left Ventricular Systolic Dysfunction, CTCAE 3.0,false
C4553199,Left Ventricular Systolic Dysfunction, CTCAE 5.0,false
C2729544,Legend,false
C0023401,Leucine,true
C0428209,Leucine measurement,false
C0436345,Symptom severe,false
C0599395,High Schools,false
C0023530,Leukopenia,true
C0750394,White blood cell count decreased,false
C0023545,Leukotrienes,true
C0205349,Modified By,false
C1514623,Qualifier (concept),false
C1516451,Chemical Modifier,false
C3542952,Modifier (core metadata concept),false
C0487652,Thyroperoxidase Antibody,false
C1318460,Thyroperoxidase antibody assay,false
C0021965,Iodide Peroxidase,true
C1364508,TPO gene,false
C1429427,TPO protein, human,true
C3272921,Thyroperoxidase Measurement,false
C0023570,Levodopa,true
C0246904,Levosimendan,true
C0023617,Liberia,true
C3495095,lithium cation,false
C0677505,Behaviors and observations relating to behavior,false
C0002689,Amputation of limb,false
C0023733,Linear Regression,true
C2346679,Linear Regression Body Surface Area Formula for Infants and Children,false
C1997894,Clinical trial participant (person),false
C2242969,clinical trial participant (history),false
C1416867,LIPC gene,false
C0443264,Modulated,false
C4284280,Modifiers,false
C1555441,Lira,false
C2247545,S-linalool synthase activity,false
C1548795,Live - Specimen Condition,false
C1634625,% live,false
C2982691,Reside,false
C2973895,Lixisenatide,true
C1517927,Locally,false
C0340489,Lone atrial fibrillation,false
C0023977,long-term care,true
C0439591,Long duration,false
C1416897,LOR gene,false
C1416899,LOXL2 gene,false
C2986770,Line of Response,false
C0745777,Lost,false
C3815882,Lost Medical Device,false
C0521170,Osteoporotic Fractures,true
C3897137,Low Complement,false
C0012854,DNA,true
C0311474,DNA, Double-Stranded,true
C0855389,Decreased renin,false
C0633231,S100A6 protein, human,true
C1533072,Nanograms per milliliter per hour,false
C4050009,Microgram per Liter per Hour,false
C1141951,Panel-reactive antibody,false
C1419788,S100A6 gene,false
C3274822,S100A6 wt Allele,false
C3669212,Progressive retinal atrophy,false
C4283900,Progesterone Receptor Isoform A, Human,false
C0745788,Lower Limb ANGIOPLASTY,false
C1879547,Activation action,false
C0005778,Blood coagulation,true
C1328723,Coagulation process,false
C3539666,Line Probe Assay,false
C4049711,Lepidic Predominant Adenocarcinoma,false
C1428862,LRG1 gene,false
C1300557,/mm3,false
C2611142,response to lipoteichoic acid,false
C1420817,TNFSF14 gene,false
C4521367,TNFSF14 wt Allele,false
C4521846,United States Military Commissioned Officer O9,false
C0024090,Lumbar Region,true
C0876973,Infectious Lung Disorder,false
C4552950,Lung Infection, CTCAE,false
C0024121,Lung Neoplasms,true
C0520863,Diastolic dysfunction,false
C0302131,Ejection as a Circumstance of Injury,false
C0336969,Ejection as a Sports activity,false
C0812388,Ejection time,false
C0749225,Systolic dysfunction,false
C0013516,Echocardiography,true
C2243117,Echocardiogram (image),false
C0009219,Coding,true
C0805701,Code,false
C3889831,eTMF Content Model Code,false
C0497156,Lymphadenopathy,true
C4282165,Swollen Lymph Node,false
C0003250,Monoclonal Antibodies,true
C0041696,Unipolar Depression,true
C1269683,Major Depressive Disorder,true
C0679637,major surgery,false
C3829202,March (month),false
C4255469,Medication administration flowsheet:Finding:Point in time:{Setting}:Document:{Role},false
C0024841,Marriage, life event,true
C0555047,Married (finding),false
C3481639,Volume expired during 1.0 s of forced expiration percent change:VPctDiff:Pt:Respiratory system:Qn,false
C0042812,Visual Acuity,true
C1096774,Letter [Publication Type],true
C0183370,Snellen chart,false
C2360551,Letter:Finding:Point in time:{Setting}:Document:{Provider},false
C0013903,Ellis-Van Creveld Syndrome,true
C0429711,Expiratory vital capacity,false
C1414479,EVC gene,false
C0457987,Renal disease diet,false
C0724655,opium tincture,false
C1414370,SERPINB1 gene,false
C2348481,Exbi,false
C0027424,Nasal congestion (finding),false
C4554631,Nasal Congestion, CTCAE,false
C2827883,Milligram per Second,false
C1264637,Substance amount,false
C1718138,Number of medications,false
C0237881,Statistical Significance,false
C0750502,Significant,false
C1546944,Event Seriousness - Significant,false
C3854605,Mean Pulmonary Arterial Pressure,false
C4687744,Mean Pressure Gradient,false
C0443315,subcutaneous,false
C2986589,Total PSA,false
C4054557,Mean Thickness,false
C0439097,Delta - greek letter,false
C3146239,Delta <Insecta>,false
C3540585,YY1 wt Allele,false
C3815527,Delta-Like Protein 1, human,false
C0524670,Medals,true
C0034746,Reaction Time,true
C0522486,Delay time,false
C1369882,Patient history:-:Point in time:^Patient:-,false
C1609576,Patient History Category II Codes,false
C3537178,Glinides,false
C1579432,Meglitinides,false
C0083381,meloxicam,true
C0025242,Memantine,true
C0084844,trestolone,true
C1538994,C1orf56 gene,false
C0278060,Mental state,false
C0127615,mesalamine,true
C0311400,Metabolic,false
C1524026,Metabolic Process, Cellular,false
C2707259,Metabolic:-:Point in time:^Patient:-,false
C0025519,Metabolism,true
C0025520,metabolic aspects,true
C0036525,Metastatic to,false
C1522484,metastatic qualifier,true
C4085632,Metastatic Disease Clinical Trial Setting,false
C1635037,Metformin / pioglitazone,false
C0746573,methotrexate treatment,false
C0066447,methylxanthine,true
C0240339,mexican,false
C0042034,Urination,true
C1309950,GOLPH3 protein, human,true
C1423498,GOLPH3 gene,false
C4049617,GOLPH3 wt Allele,false
C0026068,Middle East,true
C0024968,Maxims,true
C0038904,Minor Surgical Procedures,true
C0026265,Diseases of mitral valve,false
C4553832,Mitral Valve Disease, CTCAE,false
C4049715,PedsQL-4 Scale Score,false
C0458216,Sev (substance),false
C2983285,CDISC SEND Severity Terminology,false
C4081855,Moderate intensity,false
C1550235,Cord - Body Parts,false
C1706500,Device Cord,false
C3489532,Cone-Rod Dystrophy 2,true
C0342276,Maturity onset diabetes mellitus in young,true
C2917290,Monoamine Oxidase-B Inhibitors [MoA],false
